SCHOOL NAME,DISTrictNUMBER,DISTRICT NAME,EMH,EMH-Combined,SCHOOL NUMBER,rate_at.5_chng_ach,rate_at.5_chng_gro,pct_pts_chng_.5
AURORA QUEST K-8                                            ,180,ADAMS-ARAPAHOE 28J        ,E,   ,7232,2,2,2
AURORA QUEST K-8                                            ,180,ADAMS-ARAPAHOE 28J        ,M,   ,7232,2,1,1
R-5 HIGH SCHOOL                                             ,2000,MESA COUNTY VALLEY 51     ,H,   ,7236,,,1
RALSTON ELEMENTARY SCHOOL                                   ,1420,JEFFERSON COUNTY R-1      ,E,   ,7238,2,2,2
RALSTON VALLEY SENIOR HIGH SCHOOL                           ,1420,JEFFERSON COUNTY R-1      ,H,   ,7239,2,2,2
RAMPART HIGH SCHOOL                                         ,1040,ACADEMY 20                ,H,   ,7240,2,2,1
RANCH VIEW MIDDLE SCHOOL                                    ,900,DOUGLAS COUNTY RE 1       ,M,   ,7245,2,2,1
RANCH CREEK ELEMENTARY                                      ,1040,ACADEMY 20                ,E,   ,7247,1,1,1
RANGEVIEW HIGH SCHOOL                                       ,180,ADAMS-ARAPAHOE 28J        ,H,   ,7250,2,3,2
PARKVIEW ELEMENTARY SCHOOL                                  ,2720,RANGELY RE-4              ,E,   ,7268,2,2,2
RANGELY JUNIOR/SENIOR HIGH SCHOOL                           ,2720,RANGELY RE-4              ,H,   ,7276,3,3,3
RANGELY JUNIOR/SENIOR HIGH SCHOOL                           ,2720,RANGELY RE-4              ,M,   ,7276,2,2,2
RED HAWK RIDGE ELEMENTARY SCHOOL                            ,130,CHERRY CREEK 5            ,E,   ,7277,2,1,1
RICARDO FLORES MAGON ACADEMY                                ,8001,CHARTER SCHOOL INSTITUTE  ,E,   ,7278,2,3,2
REDLANDS MIDDLE SCHOOL                                      ,2000,MESA COUNTY VALLEY 51     ,M,   ,7281,2,2,2
RED ROCKS ELEMENTARY SCHOOL                                 ,1420,JEFFERSON COUNTY R-1      ,E,   ,7282,2,2,2
RED FEATHER LAKES ELEMENTARY SCHOOL                         ,1550,POUDRE R-1                ,E,   ,7290,1,,1
RED SANDSTONE ELEMENTARY SCHOOL                             ,910,EAGLE COUNTY RE 50        ,E,   ,7296,2,3,2
REDSTONE ELEMENTARY SCHOOL                                  ,900,DOUGLAS COUNTY RE 1       ,E,   ,7297,2,3,2
IVER C. RANUM MIDDLE SCHOOL                                 ,70,WESTMINSTER 50            ,M,   ,7305,2,2,2
REMINGTON ELEMENTARY SCHOOL                                 ,1110,FALCON 49                 ,E,   ,7317,2,2,2
RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL           ,900,DOUGLAS COUNTY RE 1       ,E,   ,7319,2,2,2
REVERE JUNIOR-SENIOR HIGH SCHOOL                            ,2865,PLATTE VALLEY RE-3        ,H,   ,7322,,,3
REVERE JUNIOR-SENIOR HIGH SCHOOL                            ,2865,PLATTE VALLEY RE-3        ,M,   ,7322,3,,3
RICE ELEMENTARY SCHOOL                                      ,1550,POUDRE R-1                ,E,   ,7325,2,3,3
RIDGEVIEW ELEMENTARY SCHOOL                                 ,2020,MOFFAT COUNTY RE:NO 1     ,E,   ,7338,1,2,2
RIDGEVIEW ELEMENTARY SCHOOL                                 ,1110,FALCON 49                 ,E,   ,7339,2,2,2
RIDGWAY ELEMENTARY SCHOOL                                   ,2590,RIDGWAY R-2               ,E,   ,7342,2,2,2
RIDGWAY MIDDLE SCHOOL                                       ,2590,RIDGWAY R-2               ,M,   ,7344,2,3,3
RIDGWAY HIGH SCHOOL                                         ,2590,RIDGWAY R-2               ,H,   ,7346,3,3,2
RIFFENBURGH ELEMENTARY SCHOOL                               ,1550,POUDRE R-1                ,E,   ,7350,2,3,2
RIFLE MIDDLE SCHOOL                                         ,1195,GARFIELD RE-2             ,E,   ,7356,2,1,1
RIFLE MIDDLE SCHOOL                                         ,1195,GARFIELD RE-2             ,M,   ,7356,2,2,2
RIFLE HIGH SCHOOL                                           ,1195,GARFIELD RE-2             ,H,   ,7360,2,3,3
RIVERSIDE SCHOOL                                            ,1195,GARFIELD RE-2             ,E,   ,7388,3,3,3
RIVERSIDE SCHOOL                                            ,1195,GARFIELD RE-2             ,M,   ,7388,1,3,2
RIVERVIEW ELEMENTARY SCHOOL                                 ,1520,DURANGO 9-R               ,E,   ,7402,2,2,2
ROARING FORK HIGH SCHOOL                                    ,1180,ROARING FORK RE-1         ,H,   ,7422,3,3,3
ROCK CANYON HIGH SCHOOL                                     ,900,DOUGLAS COUNTY RE 1       ,H,   ,7435,2,1,2
ROCKY FORD JUNIOR/SENIOR HIGH SCHOOL                        ,2530,ROCKY FORD R-2            ,H,   ,7442,2,3,2
ROCKY FORD JUNIOR/SENIOR HIGH SCHOOL                        ,2530,ROCKY FORD R-2            ,M,   ,7442,2,2,2
ROCKY HEIGHTS MIDDLE SCHOOL                                 ,900,DOUGLAS COUNTY RE 1       ,M,   ,7448,2,2,2
ROCKRIMMON ELEMENTARY SCHOOL                                ,1040,ACADEMY 20                ,E,   ,7460,2,1,2
ROCKY MOUNTAIN ACADEMY OF EVERGREEN                         ,1420,JEFFERSON COUNTY R-1      ,E,   ,7462,1,2,1
ROCKY MOUNTAIN ACADEMY OF EVERGREEN                         ,1420,JEFFERSON COUNTY R-1      ,M,   ,7462,2,2,2
ROCKY MOUNTAIN CLASSICAL ACADEMY                            ,1110,FALCON 49                 ,E,   ,7463,2,3,3
ROCKY MOUNTAIN CLASSICAL ACADEMY                            ,1110,FALCON 49                 ,H,   ,7463,1,3,2
ROCKY MOUNTAIN CLASSICAL ACADEMY                            ,1110,FALCON 49                 ,M,   ,7463,3,2,3
ROCKY MOUNTAIN ELEMENTARY SCHOOL                            ,470,ST VRAIN VALLEY RE 1J     ,E,   ,7464,3,3,3
ROCKY MOUNTAIN ELEMENTARY SCHOOL                            ,2000,MESA COUNTY VALLEY 51     ,E,   ,7467,3,3,3
ROCKY MOUNTAIN HIGH SCHOOL                                  ,1550,POUDRE R-1                ,H,   ,7470,2,3,2
ROLLING HILLS ELEMENTARY SCHOOL                             ,130,CHERRY CREEK 5            ,E,   ,7476,2,1,1
RONCALLI MIDDLE SCHOOL                                      ,2690,PUEBLO CITY 60            ,M,   ,7481,1,2,2
ROOSEVELT EDISON CHARTER SCHOOL                             ,1010,COLORADO SPRINGS 11       ,E,   ,7482,1,1,1
ROONEY RANCH ELEMENTARY SCHOOL                              ,1420,JEFFERSON COUNTY R-1      ,E,   ,7483,2,3,2
ROOSEVELT HIGH SCHOOL                                       ,3110,JOHNSTOWN-MILLIKEN RE-5J  ,H,   ,7490,1,1,2
ROSE HILL ELEMENTARY SCHOOL                                 ,30,ADAMS COUNTY 14           ,E,   ,7500,2,2,3
ROSS MONTESSORI SCHOOL                                      ,8001,CHARTER SCHOOL INSTITUTE  ,E,   ,7512,2,2,2
ROSS MONTESSORI SCHOOL                                      ,8001,CHARTER SCHOOL INSTITUTE  ,M,   ,7512,3,2,2
RUDY ELEMENTARY SCHOOL                                      ,1010,COLORADO SPRINGS 11       ,E,   ,7513,1,1,2
RUNNING CREEK ELEMENTARY SCHOOL                             ,920,ELIZABETH C-1             ,E,   ,7517,2,3,3
RUNYON ELEMENTARY SCHOOL                                    ,140,LITTLETON 6               ,E,   ,7518,2,2,2
RUSSELL MIDDLE SCHOOL                                       ,1010,COLORADO SPRINGS 11       ,M,   ,7523,1,1,1
RYAN ELEMENTARY SCHOOL                                      ,480,BOULDER VALLEY RE 2       ,E,   ,7528,2,2,3
RYAN ELEMENTARY SCHOOL                                      ,1420,JEFFERSON COUNTY R-1      ,E,   ,7529,3,3,2
RYE ELEMENTARY SCHOOL                                       ,2700,PUEBLO COUNTY 70          ,E,   ,7530,2,2,2
CRAVER MIDDLE SCHOOL                                        ,2700,PUEBLO COUNTY 70          ,M,   ,7532,2,2,2
RYE HIGH SCHOOL                                             ,2700,PUEBLO COUNTY 70          ,H,   ,7534,1,2,2
SABIN WORLD SCHOOL                                          ,880,DENVER COUNTY 1           ,E,   ,7554,2,1,2
SABIN MIDDLE SCHOOL                                         ,1010,COLORADO SPRINGS 11       ,M,   ,7556,2,1,1
SABLE ELEMENTARY SCHOOL                                     ,180,ADAMS-ARAPAHOE 28J        ,E,   ,7558,1,2,2
SAGEBRUSH ELEMENTARY SCHOOL                                 ,130,CHERRY CREEK 5            ,E,   ,7559,2,2,2
SADDLE RANCH ELEMENTARY SCHOOL                              ,900,DOUGLAS COUNTY RE 1       ,E,   ,7562,2,1,2
ST. VRAIN COMMUNITY MONTOSSORI SCHOOL                       ,470,ST VRAIN VALLEY RE 1J     ,E,   ,7565,2,,2
SALIDA HIGH SCHOOL                                          ,500,SALIDA R-32               ,H,   ,7568,1,2,2
SAMUELS ELEMENTARY SCHOOL                                   ,880,DENVER COUNTY 1           ,E,   ,7578,2,3,2
SANBORN ELEMENTARY SCHOOL                                   ,470,ST VRAIN VALLEY RE 1J     ,E,   ,7584,2,2,2
CENTENNIAL ELEMENTARY SCHOOL                                ,640,CENTENNIAL R-1            ,E,   ,7588,2,1,1
SANCHEZ ELEMENTARY SCHOOL                                   ,480,BOULDER VALLEY RE 2       ,E,   ,7592,3,3,3
SANDBURG ELEMENTARY SCHOOL                                  ,140,LITTLETON 6               ,E,   ,7606,2,2,2
SAND CREEK ELEMENTARY SCHOOL                                ,900,DOUGLAS COUNTY RE 1       ,E,   ,7610,2,2,2
SAND CREEK ELEMENTARY SCHOOL                                ,980,HARRISON 2                ,E,   ,7611,2,2,2
SANFORD ELEMENTARY SCHOOL                                   ,560,SANFORD 6J                ,E,   ,7612,2,1,1
SAND CREEK HIGH SCHOOL                                      ,1110,FALCON 49                 ,H,   ,7613,2,2,2
SANFORD JUNIOR/SENIOR HIGH SCHOOL                           ,560,SANFORD 6J                ,H,   ,7616,1,2,2
SANFORD JUNIOR/SENIOR HIGH SCHOOL                           ,560,SANFORD 6J                ,M,   ,7616,1,2,2
SANGRE DE CRISTO ELEMENTARY SCHOOL                          ,110,SANGRE DE CRISTO RE-22J   ,E,   ,7626,1,2,2
SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL                      ,110,SANGRE DE CRISTO RE-22J   ,H,   ,7630,3,3,3
SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL                      ,110,SANGRE DE CRISTO RE-22J   ,M,   ,7630,3,2,2
SARAH MILNER ELEMENTARY SCHOOL                              ,1560,THOMPSON R2-J             ,E,   ,7640,3,1,1
STANSBERRY ELEMENTARY SCHOOL                                ,1560,THOMPSON R2-J             ,E,   ,7650,3,3,2
SARGENT ELEMENTARY SCHOOL                                   ,2750,SARGENT RE-33J            ,E,   ,7660,1,1,1
SARGENT SENIOR HIGH SCHOOL                                  ,2750,SARGENT RE-33J            ,H,   ,7664,2,2,1
SARGENT JUNIOR HIGH SCHOOL                                  ,2750,SARGENT RE-33J            ,M,   ,7668,3,3,3
CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL                   ,880,DENVER COUNTY 1           ,E,   ,7694,1,1,1
SCHMITT ELEMENTARY SCHOOL                                   ,880,DENVER COUNTY 1           ,E,   ,7698,2,2,2
SCOTT ELEMENTARY SCHOOL                                     ,3120,GREELEY 6                 ,E,   ,7700,2,1,1
COLLEGIATE ACADEMY OF COLORADO                              ,1420,JEFFERSON COUNTY R-1      ,E,   ,7701,2,1,2
COLLEGIATE ACADEMY OF COLORADO                              ,1420,JEFFERSON COUNTY R-1      ,H,   ,7701,3,3,3
COLLEGIATE ACADEMY OF COLORADO                              ,1420,JEFFERSON COUNTY R-1      ,M,   ,7701,2,1,2
SCOTT ELEMENTARY SCHOOL                                     ,1010,COLORADO SPRINGS 11       ,E,   ,7705,2,1,2
SECREST ELEMENTARY SCHOOL                                   ,1420,JEFFERSON COUNTY R-1      ,E,   ,7708,3,2,3
SECOND CREEK ELEMENTARY SCHOOL                              ,40,BRIGHTON 27J              ,E,   ,7714,2,1,1
SEDALIA ELEMENTARY SCHOOL                                   ,900,DOUGLAS COUNTY RE 1       ,E,   ,7718,2,3,3
HI PLAINS UNDIVIDED HIGH SCHOOL                             ,1460,HI-PLAINS R-23            ,H,   ,7746,3,3,3
HI PLAINS UNDIVIDED HIGH SCHOOL                             ,1460,HI-PLAINS R-23            ,M,   ,7746,2,,2
SEMPER ELEMENTARY SCHOOL                                    ,1420,JEFFERSON COUNTY R-1      ,E,   ,7753,2,1,1
SEVERANCE MIDDLE SCHOOL                                     ,3100,WINDSOR RE-4              ,M,   ,7755,2,2,3
SEVENTH STREET ELEMENTARY SCHOOL                            ,890,DOLORES COUNTY RE NO.2    ,E,   ,7764,1,3,3
SHAFFER ELEMENTARY SCHOOL                                   ,1420,JEFFERSON COUNTY R-1      ,E,   ,7780,2,2,3
SILVER CREEK HIGH SCHOOL                                    ,470,ST VRAIN VALLEY RE 1J     ,H,   ,7789,2,1,2
SHANNER ELEMENTARY SCHOOL                                   ,2670,HOLLY RE-3                ,E,   ,7794,3,3,3
SILVER CREEK ELEMENTARY                                     ,20,ADAMS 12 FIVE STAR SCHOOLS,E,   ,7795,2,1,1
FLYNN ELEMENTARY SCHOOL                                     ,70,WESTMINSTER 50            ,E,   ,7810,1,2,1
SHAW HEIGHTS MIDDLE SCHOOL                                  ,70,WESTMINSTER 50            ,M,   ,7812,1,3,2
SHAWSHEEN ELEMENTARY SCHOOL                                 ,3120,GREELEY 6                 ,E,   ,7814,2,2,2
SHELLEDY ELEMENTARY SCHOOL                                  ,2000,MESA COUNTY VALLEY 51     ,E,   ,7832,2,3,2
SHELTON ELEMENTARY SCHOOL                                   ,1420,JEFFERSON COUNTY R-1      ,E,   ,7833,3,3,2
SHEPARDSON ELEMENTARY SCHOOL                                ,1550,POUDRE R-1                ,E,   ,7834,2,2,2
SHERIDAN MIDDLE SCHOOL                                      ,123,SHERIDAN 2                ,M,   ,7837,1,2,1
SHERIDAN HIGH SCHOOL                                        ,123,SHERIDAN 2                ,H,   ,7842,2,2,2
SHERRELWOOD ELEMENTARY SCHOOL                               ,70,WESTMINSTER 50            ,E,   ,7860,1,3,2
SIDE CREEK ELEMENTARY SCHOOL                                ,180,ADAMS-ARAPAHOE 28J        ,E,   ,7865,1,1,1
SIERRA ELEMENTARY SCHOOL                                    ,1420,JEFFERSON COUNTY R-1      ,E,   ,7870,2,3,2
SIERRA GRANDE ELEMENTARY SCHOOL                             ,740,SIERRA GRANDE R-30        ,E,   ,7876,2,3,2
SIERRA GRANDE MIDDLE SCHOOL                                 ,740,SIERRA GRANDE R-30        ,M,   ,7878,3,3,2
SOUTHERN COLORADO EARLY COLLEGE                             ,2700,PUEBLO COUNTY 70          ,H,   ,7879,2,2,2
SIERRA GRANDE SENIOR HIGH SCHOOL                            ,740,SIERRA GRANDE R-30        ,H,   ,7880,1,1,1
SIERRA HIGH SCHOOL                                          ,980,HARRISON 2                ,H,   ,7882,3,3,3
SIERRA VISTA ELEMENTARY SCHOOL                              ,2700,PUEBLO COUNTY 70          ,E,   ,7886,3,3,2
CACTUS VALLEY ELEMENTARY SCHOOL                             ,1195,GARFIELD RE-2             ,E,   ,7890,3,2,2
SILVERHEELS MIDDLE SCHOOL                                   ,2610,PARK COUNTY RE-2          ,M,   ,7891,2,2,2
SILVERTON HIGH SCHOOL                                       ,2820,SILVERTON 1               ,H,   ,7904,,,3
SIMLA ELEMENTARY SCHOOL                                     ,940,BIG SANDY 100J            ,E,   ,7914,2,3,3
SIMLA JUNIOR HIGH SCHOOL                                    ,940,BIG SANDY 100J            ,M,   ,7918,3,3,3
SIMLA HIGH SCHOOL                                           ,940,BIG SANDY 100J            ,H,   ,7922,1,2,2
SINGING HILLS ELEMENTARY SCHOOL                             ,920,ELIZABETH C-1             ,E,   ,7925,3,2,2
SIXTH AVENUE ELEMENTARY SCHOOL                              ,180,ADAMS-ARAPAHOE 28J        ,E,   ,7932,3,1,2
SKINNER MIDDLE SCHOOL                                       ,880,DENVER COUNTY 1           ,M,   ,7942,3,3,3
SKYLINE ELEMENTARY SCHOOL                                   ,1140,CANON CITY RE-1           ,E,   ,7950,3,1,2
SKYLINE VISTA ELEMENTARY SCHOOL                             ,70,WESTMINSTER 50            ,E,   ,7952,2,3,3
SKYLINE HIGH SCHOOL                                         ,470,ST VRAIN VALLEY RE 1J     ,H,   ,7954,1,2,2
SKYVIEW ELEMENTARY SCHOOL                                   ,3100,WINDSOR RE-4              ,E,   ,7958,2,2,1
SKYVIEW MIDDLE SCHOOL                                       ,1110,FALCON 49                 ,M,   ,7960,2,2,2
SLATER ELEMENTARY SCHOOL                                    ,1420,JEFFERSON COUNTY R-1      ,E,   ,7962,2,2,2
SLAVENS K-8 SCHOOL                                          ,880,DENVER COUNTY 1           ,E,   ,7972,2,2,2
SLAVENS K-8 SCHOOL                                          ,880,DENVER COUNTY 1           ,M,   ,7972,2,2,2
SMILEY MIDDLE SCHOOL                                        ,880,DENVER COUNTY 1           ,M,   ,7992,1,2,2
ESCALANTE MIDDLE SCHOOL                                     ,1520,DURANGO 9-R               ,M,   ,7994,2,3,2
SMITH ELEMENTARY SCHOOL                                     ,880,DENVER COUNTY 1           ,E,   ,8006,1,1,1
SPRINGS RANCH ELEMENTARY SCHOOL                             ,1110,FALCON 49                 ,E,   ,8010,2,1,1
SMOKY HILL HIGH SCHOOL                                      ,130,CHERRY CREEK 5            ,H,   ,8020,2,2,2
SOMERLID ELEMENTARY SCHOOL                                  ,2690,PUEBLO CITY 60            ,E,   ,8030,3,3,3
JOHN W THIMMIG ELEMENTARY SCHOOL                            ,40,BRIGHTON 27J              ,E,   ,8032,2,3,3
SOARING EAGLES ELEMENTARY SCHOOL                            ,980,HARRISON 2                ,E,   ,8034,2,1,2
SOBESKY ACADEMY                                             ,1420,JEFFERSON COUNTY R-1      ,A,EMH,8036,,,3
SOBESKY ACADEMY                                             ,1420,JEFFERSON COUNTY R-1      ,H,   ,8036,,,3
SOPRIS ELEMENTARY SCHOOL                                    ,1180,ROARING FORK RE-1         ,E,   ,8038,3,3,3
SOROCO MIDDLE SCHOOL                                        ,2780,SOUTH ROUTT RE 3          ,M,   ,8048,1,3,3
SOROCO HIGH SCHOOL                                          ,2780,SOUTH ROUTT RE 3          ,H,   ,8050,2,1,2
HENRY WORLD SCHOOL GRADES 6-8                               ,880,DENVER COUNTY 1           ,M,   ,8054,3,3,2
SOUTH ELEMENTARY SCHOOL                                     ,40,BRIGHTON 27J              ,E,   ,8060,2,2,2
MOODY ELEMENTARY SCHOOL                                     ,140,LITTLETON 6               ,E,   ,8064,2,2,2
SOUTH MIDDLE SCHOOL                                         ,180,ADAMS-ARAPAHOE 28J        ,M,   ,8078,3,2,3
SOUTH HIGH SCHOOL                                           ,2690,PUEBLO CITY 60            ,H,   ,8082,1,1,1
WEST DENVER PREP:  FEDERAL CAMPUS                           ,880,DENVER COUNTY 1           ,M,   ,8085,2,1,2
SOUTH HIGH SCHOOL                                           ,880,DENVER COUNTY 1           ,H,   ,8086,1,2,2
DEANE ELEMENTARY SCHOOL                                     ,1420,JEFFERSON COUNTY R-1      ,E,   ,8090,2,2,2
SOUTH LAKEWOOD ELEMENTARY SCHOOL                            ,1420,JEFFERSON COUNTY R-1      ,E,   ,8102,3,3,3
SOARING HAWK ELEMENTARY SCHOOL                              ,900,DOUGLAS COUNTY RE 1       ,E,   ,8106,2,2,3
SOUTH MESA ELEMENTARY SCHOOL                                ,2700,PUEBLO COUNTY 70          ,E,   ,8110,2,3,2
EDITH TETER ELEMENTARY SCHOOL                               ,2610,PARK COUNTY RE-2          ,E,   ,8114,1,1,1
SOUTH PARK ELEMENTARY SCHOOL                                ,2690,PUEBLO CITY 60            ,E,   ,8116,1,3,1
SOUTH PARK HIGH SCHOOL                                      ,2610,PARK COUNTY RE-2          ,H,   ,8118,2,2,2
SOUTH ROUTT ELEMENTARY SCHOOL                               ,2780,SOUTH ROUTT RE 3          ,E,   ,8120,3,3,3
VENETUCCI ELEMENTARY SCHOOL                                 ,990,WIDEFIELD 3               ,E,   ,8122,2,3,3
SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL                   ,900,DOUGLAS COUNTY RE 1       ,E,   ,8126,1,1,1
SOUTHEAST ELEMENTARY SCHOOL                                 ,40,BRIGHTON 27J              ,E,   ,8130,2,2,2
SOUTHWEST EARLY COLLEGE CHARTER SCHOOL                      ,880,DENVER COUNTY 1           ,H,   ,8132,1,2,2
SOUTHWEST OPEN CHARTER SCHOOL                               ,2035,MONTEZUMA-CORTEZ RE-1     ,H,   ,8133,2,,2
SOUTHERN HILLS MIDDLE SCHOOL                                ,480,BOULDER VALLEY RE 2       ,M,   ,8135,2,2,2
SOUTHMOOR ELEMENTARY SCHOOL                                 ,880,DENVER COUNTY 1           ,E,   ,8138,2,1,1
SPANGLER ELEMENTARY SCHOOL                                  ,470,ST VRAIN VALLEY RE 1J     ,E,   ,8140,3,3,3
SPANN ELEMENTARY SCHOOL                                     ,2690,PUEBLO CITY 60            ,E,   ,8143,3,3,3
SUMMIT ACADEMY                                              ,880,DENVER COUNTY 1           ,H,   ,8145,2,,2
SPRINGFIELD ELEMENTARY SCHOOL                               ,250,SPRINGFIELD RE-4          ,E,   ,8160,2,2,2
SPRINGFIELD JUNIOR HIGH SCHOOL                              ,250,SPRINGFIELD RE-4          ,M,   ,8164,2,3,3
SPRINGFIELD HIGH SCHOOL                                     ,250,SPRINGFIELD RE-4          ,H,   ,8168,1,2,2
SPROUL JUNIOR HIGH SCHOOL                                   ,990,WIDEFIELD 3               ,M,   ,8178,2,2,2
SODA CREEK ELEMENTARY SCHOOL                                ,2770,STEAMBOAT SPRINGS RE-2    ,E,   ,8208,2,2,2
STANDLEY LAKE HIGH SCHOOL                                   ,1420,JEFFERSON COUNTY R-1      ,H,   ,8209,1,1,1
STEAMBOAT SPRINGS MIDDLE SCHOOL                             ,2770,STEAMBOAT SPRINGS RE-2    ,M,   ,8210,2,1,1
THE STUDIO SCHOOL                                           ,20,ADAMS 12 FIVE STAR SCHOOLS,E,   ,8211,2,2,2
STEAMBOAT SPRINGS HIGH SCHOOL                               ,2770,STEAMBOAT SPRINGS RE-2    ,H,   ,8212,2,2,2
STECK ELEMENTARY SCHOOL                                     ,880,DENVER COUNTY 1           ,E,   ,8222,2,2,2
STELLAR ELEMENTARY SCHOOL                                   ,20,ADAMS 12 FIVE STAR SCHOOLS,E,   ,8225,2,1,1
STEDMAN ELEMENTARY SCHOOL                                   ,880,DENVER COUNTY 1           ,E,   ,8232,1,1,1
STEELE ELEMENTARY SCHOOL                                    ,880,DENVER COUNTY 1           ,E,   ,8242,2,1,2
STEELE ELEMENTARY SCHOOL                                    ,1010,COLORADO SPRINGS 11       ,E,   ,8246,2,1,2
STEIN ELEMENTARY SCHOOL                                     ,1420,JEFFERSON COUNTY R-1      ,E,   ,8248,3,2,2
STERLING MIDDLE SCHOOL                                      ,1828,VALLEY RE-1               ,M,   ,8256,1,2,1
STERLING HIGH SCHOOL                                        ,1828,VALLEY RE-1               ,H,   ,8260,2,2,2
STETSON ELEMENTARY SCHOOL                                   ,1110,FALCON 49                 ,E,   ,8266,2,3,3
GRAND VALLEY MIDDLE SCHOOL                                  ,1220,GARFIELD 16               ,M,   ,8274,2,1,1
STEM SCHOOL                                                 ,20,ADAMS 12 FIVE STAR SCHOOLS,E,   ,8275,2,2,2
STOBER ELEMENTARY SCHOOL                                    ,1420,JEFFERSON COUNTY R-1      ,E,   ,8276,2,3,3
STONY CREEK ELEMENTARY SCHOOL                               ,1420,JEFFERSON COUNTY R-1      ,E,   ,8280,2,2,2
STOTT ELEMENTARY SCHOOL                                     ,1420,JEFFERSON COUNTY R-1      ,E,   ,8300,3,3,3
STOVE PRAIRIE ELEMENTARY SCHOOL                             ,1550,POUDRE R-1                ,E,   ,8318,1,,2
STRASBURG ELEMENTARY SCHOOL                                 ,60,STRASBURG 31J             ,E,   ,8328,2,2,3
HEMPHILL MIDDLE SCHOOL                                      ,60,STRASBURG 31J             ,M,   ,8332,2,2,2
STRASBURG HIGH SCHOOL                                       ,60,STRASBURG 31J             ,H,   ,8334,1,2,2
STRATMOOR HILLS ELEMENTARY SCHOOL                           ,980,HARRISON 2                ,E,   ,8337,1,1,1
STRATTON ELEMENTARY SCHOOL                                  ,1480,STRATTON R-4              ,E,   ,8342,1,2,3
STRATTON ELEMENTARY SCHOOL                                  ,1010,COLORADO SPRINGS 11       ,E,   ,8346,2,1,1
STRATTON MEADOWS ELEMENTARY SCHOOL                          ,980,HARRISON 2                ,E,   ,8350,2,2,3
STRATTON MIDDLE SCHOOL                                      ,1480,STRATTON R-4              ,M,   ,8351,1,2,2
STRATTON SENIOR HIGH SCHOOL                                 ,1480,STRATTON R-4              ,H,   ,8354,1,1,1
WILLIAM SMITH HIGH SCHOOL                                   ,180,ADAMS-ARAPAHOE 28J        ,H,   ,8356,2,3,2
STRAWBERRY PARK ELEMENTARY SCHOOL                           ,2770,STEAMBOAT SPRINGS RE-2    ,E,   ,8358,2,3,3
SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY)            ,1010,COLORADO SPRINGS 11       ,E,   ,8359,3,3,2
SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY)            ,1010,COLORADO SPRINGS 11       ,M,   ,8359,1,1,1
STUKEY ELEMENTARY SCHOOL                                    ,20,ADAMS 12 FIVE STAR SCHOOLS,E,   ,8361,3,3,3
DILLON VALLEY ELEMENTARY SCHOOL                             ,3000,SUMMIT RE-1               ,E,   ,8370,3,3,3
BRECKENRIDGE ELEMENTARY SCHOOL                              ,3000,SUMMIT RE-1               ,E,   ,8372,2,3,2
FRISCO ELEMENTARY SCHOOL                                    ,3000,SUMMIT RE-1               ,E,   ,8374,1,1,1
SILVERTHORNE ELEMENTARY SCHOOL                              ,3000,SUMMIT RE-1               ,E,   ,8376,2,3,3
SUMMIT MIDDLE SCHOOL                                        ,3000,SUMMIT RE-1               ,M,   ,8377,2,3,3
SUMMIT HIGH SCHOOL                                          ,3000,SUMMIT RE-1               ,H,   ,8378,2,3,2
SUMMIT ELEMENTARY SCHOOL                                    ,3020,WOODLAND PARK RE-2        ,E,   ,8379,2,3,3
SUMMIT ELEMENTARY SCHOOL                                    ,130,CHERRY CREEK 5            ,E,   ,8380,1,2,1
SUMMIT RIDGE MIDDLE SCHOOL                                  ,1420,JEFFERSON COUNTY R-1      ,M,   ,8381,2,2,2
SUMMIT VIEW ELEMENTARY SCHOOL                               ,900,DOUGLAS COUNTY RE 1       ,E,   ,8382,2,2,2
SUMMIT COVE ELEMENTARY SCHOOL                               ,3000,SUMMIT RE-1               ,E,   ,8385,1,2,1
SUMMIT MIDDLE CHARTER SCHOOL                                ,480,BOULDER VALLEY RE 2       ,M,   ,8387,2,2,2
SUNNYSIDE ELEMENTARY SCHOOL                                 ,1520,DURANGO 9-R               ,E,   ,8388,1,2,1
SUNRISE ELEMENTARY SCHOOL                                   ,990,WIDEFIELD 3               ,E,   ,8392,2,1,2
SUNRISE ELEMENTARY SCHOOL                                   ,130,CHERRY CREEK 5            ,E,   ,8394,2,2,1
SUNSET ELEMENTARY SCHOOL                                    ,2020,MOFFAT COUNTY RE:NO 1     ,E,   ,8398,2,2,1
SUNSET PARK ELEMENTARY SCHOOL                               ,2690,PUEBLO CITY 60            ,E,   ,8402,1,1,2
SUNSET RIDGE ELEMENTARY SCHOOL                              ,70,WESTMINSTER 50            ,E,   ,8406,1,1,1
SUPERIOR ELEMENTARY SCHOOL                                  ,480,BOULDER VALLEY RE 2       ,E,   ,8418,2,2,2
SURFACE CREEK VISION SCHOOL                                 ,870,DELTA COUNTY 50(J)        ,E,   ,8419,1,,1
