School Code,School Name,Physical Address,Physical City,Physical State,Physical Zipcode,Phone,LowestGrade,,School Type,Organization Code,District Name,District Size,District Setting
7463,ROCKY MOUNTAIN CLASSICAL ACADEMY,1710 PIROS DRIVE,COLORADO SPRINGS,CO,80915,7193911171,Kindergarten,11th Grade,Senior,1110,FALCON 49,"1,201 - 6,000",Urban-Suburban
7464,ROCKY MOUNTAIN ELEMENTARY SCHOOL,800 EAST 5TH,LONGMONT,CO,80501,3037726750,Preschool,5th Grade,Elementary,0470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
7467,ROCKY MOUNTAIN ELEMENTARY SCHOOL,3260 D1/2 ROAD,CLIFTON,CO,81520,9702544900,Preschool,5th Grade,Elementary,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
7470,ROCKY MOUNTAIN HIGH SCHOOL,1300 WEST SWALLOW ROAD,FORT COLLINS,CO,80526,9704887023,9th Grade,12th Grade,Senior,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
7476,ROLLING HILLS ELEMENTARY SCHOOL,5756 SOUTH BISCAY CIRCLE,AURORA,CO,80015,7208863400,Preschool,5th Grade,Elementary,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
7481,RONCALLI MIDDLE SCHOOL,4202 HIGHWAY 78,PUEBLO,CO,81005,7195497450,6th Grade,8th Grade,Middle,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
7482,ROOSEVELT EDISON CHARTER SCHOOL,205 SOUTH BYRON DRIVE,COLORADO SPRINGS,CO,80910,7196370311,Kindergarten,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
7483,ROONEY RANCH ELEMENTARY SCHOOL,2200 SOUTH COORS STREET,LAKEWOOD,CO,80228,3039829620,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7490,ROOSEVELT HIGH SCHOOL,616 NORTH 2ND STREET,JOHNSTOWN,CO,80534,9705874633,9th Grade,12th Grade,Senior,3110,JOHNSTOWN-MILLIKEN RE-5J,"1,201 - 6,000",Outlying Town
7500,ROSE HILL ELEMENTARY SCHOOL,6900 EAST 58TH AVENUE,COMMERCE CITY,CO,80022,3032870163,Preschool,5th Grade,Elementary,0030,ADAMS COUNTY 14,"6,001 - 25,000",Denver Metro
7512,ROSS MONTESSORI SCHOOL,407 MERRILL AVENUE,CARBONDALE,CO,81623,9709637199,Kindergarten,8th Grade,Elementary,8001,Charter School Institute,#N/A,#N/A
7513,RUDY ELEMENTARY SCHOOL,5370 CRACKER BARREL CIRCLE,COLORADO SPRINGS,CO,80917,7193287600,Preschool,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
7517,RUNNING CREEK ELEMENTARY SCHOOL,900 SOUTH ELBERT STREET,ELIZABETH,CO,80107,3036464620,Kindergarten,5th Grade,Elementary,0920,ELIZABETH C-1,"1,201 - 6,000",Rural
7518,RUNYON ELEMENTARY SCHOOL,7455 SOUTH ELATI STREET,LITTLETON,CO,80120,3033474650,Kindergarten,5th Grade,Elementary,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
7523,RUSSELL MIDDLE SCHOOL,3825 MONTBELLO DRIVE,COLORADO SPRINGS,CO,80918,7193285200,6th Grade,8th Grade,Middle,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
7528,RYAN ELEMENTARY SCHOOL,1405 CENTAUR VILLAGE DRIVE,LAFAYETTE,CO,80026,7205617000,Preschool,5th Grade,Elementary,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
7529,RYAN ELEMENTARY SCHOOL,5851 WEST 115TH AVENUE,WESTMINSTER,CO,80020,3039823105,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7530,RYE ELEMENTARY SCHOOL,8120 HIGHWAY 165 WEST,RYE,CO,81069,7194892272,Preschool,5th Grade,Elementary,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
7532,CRAVER MIDDLE SCHOOL,4850 CROW CUT OFF ROAD,COLORADO CITY,CO,81019,7196763030,6th Grade,8th Grade,Middle,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
7534,RYE HIGH SCHOOL,1 HIGH SCHOOL DRIVE,RYE,CO,81069,7194892271,9th Grade,12th Grade,Senior,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
7554,SABIN WORLD SCHOOL,3050 SOUTH VRAIN STREET,DENVER,CO,80236,7204244520,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7556,SABIN MIDDLE SCHOOL,3605 NORTH CAREFREE CIRCLE,COLORADO SPRINGS,CO,80917,7193287000,6th Grade,8th Grade,Middle,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
7558,SABLE ELEMENTARY SCHOOL,2601 SABLE BLVD,AURORA,CO,80011,3033403140,Preschool,5th Grade,Elementary,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
7559,SAGEBRUSH ELEMENTARY SCHOOL,14700 EAST TEMPLE PLACE,AURORA,CO,80015,7208866400,Preschool,5th Grade,Elementary,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
7562,SADDLE RANCH ELEMENTARY SCHOOL,805 WEST ENGLISH SPARROW TRAIL,HIGHLANDS RANCH,CO,80129,3033876400,Preschool,6th Grade,Elementary,0900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
7565,ST. VRAIN COMMUNITY MONTOSSORI SCHOOL,1067 SOUTH HOVER ST PMB E235,LONGMONT,CO,80501,3036824339,Preschool,3rd Grade,Elementary,0470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
7568,SALIDA HIGH SCHOOL,905 D STREET,SALIDA,CO,81201,7195305400,9th Grade,12th Grade,Senior,0500,SALIDA R-32,601 - 1.200,Outlying Town
7578,SAMUELS ELEMENTARY SCHOOL,3985 SOUTH VINCENNES COURT,DENVER,CO,80237,7204244450,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7584,SANBORN ELEMENTARY SCHOOL,2235 VIVIAN STREET,LONGMONT,CO,80501,3037723838,Preschool,5th Grade,Elementary,0470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
7588,CENTENNIAL ELEMENTARY SCHOOL,909 NORTH MAIN STREET,SAN LUIS,CO,81152,7196723282,Preschool,6th Grade,Elementary,0640,CENTENNIAL R-1,301 - 600,Rural
7592,SANCHEZ ELEMENTARY SCHOOL,655 SIR GALAHAD DRIVE,LAFAYETTE,CO,80026,7205617300,Preschool,5th Grade,Elementary,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
7606,SANDBURG ELEMENTARY SCHOOL,6900 SOUTH ELIZABETH STREET,CENTENNIAL,CO,80122,3033474675,Preschool,5th Grade,Elementary,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
7610,SAND CREEK ELEMENTARY SCHOOL,8898 SOUTH MAPLEWOOD DRIVE,HIGHLANDS RANCH,CO,80126,3033876600,Kindergarten,6th Grade,Elementary,0900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
7611,SAND CREEK ELEMENTARY SCHOOL,550 SAND CREEK DRIVE,COLORADO SPRINGS,CO,80916,7195793760,Preschool,5th Grade,Elementary,0980,HARRISON 2,"6,001 - 25,000",Urban-Suburban
7612,SANFORD ELEMENTARY SCHOOL,755 SECOND STREET,SANFORD,CO,81151,7192745167,Preschool,6th Grade,Elementary,0560,SANFORD 6J,301 - 600,Rural
7613,SAND CREEK HIGH SCHOOL,7005 NORTH CAREFREE CIRCLE,COLORADO SPRINGS,CO,80922,7195720924,9th Grade,12th Grade,Senior,1110,FALCON 49,"1,201 - 6,000",Urban-Suburban
7616,SANFORD JUNIOR/SENIOR HIGH SCHOOL,755 SECOND STREET,SANFORD,CO,81151,7192745167,7th Grade,12th Grade,Senior,0560,SANFORD 6J,301 - 600,Rural
7626,SANGRE DE CRISTO ELEMENTARY SCHOOL,11430 2ND AVENUE,HOOPER,CO,81136,7193782381,Preschool,6th Grade,Elementary,0110,SANGRE DE CRISTO RE-22J,301 - 600,Rural
7630,SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,5401 TERRY STREET,MOSCA,CO,81146,7193782321,7th Grade,12th Grade,Senior,0110,SANGRE DE CRISTO RE-22J,301 - 600,Rural
7640,SARAH MILNER ELEMENTARY SCHOOL,743 JOCELYN DRIVE,LOVELAND,CO,80537,9706136700,Kindergarten,5th Grade,Elementary,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
7650,STANSBERRY ELEMENTARY SCHOOL,407 EAST 42ND STREET,LOVELAND,CO,80538,9706136800,Kindergarten,5th Grade,Elementary,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
7660,SARGENT ELEMENTARY SCHOOL,7090 NORTH ROAD 2 EAST,MONTE VISTA,CO,81144,7198524024,Kindergarten,6th Grade,Elementary,2750,SARGENT RE-33J,301 - 600,Rural
7664,SARGENT SENIOR HIGH SCHOOL,7090 NORTH ROAD 2 EAST,MONTE VISTA,CO,81144,7198524025,9th Grade,12th Grade,Senior,2750,SARGENT RE-33J,301 - 600,Rural
7668,SARGENT JUNIOR HIGH SCHOOL,7090 NORTH ROAD 2 EAST,MONTE VISTA,CO,81144,7198524025,7th Grade,8th Grade,Middle,2750,SARGENT RE-33J,301 - 600,Rural
7694,CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,1300 SOUTH LOWELL BOULEVARD,DENVER,CO,80219,3039354606,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7698,SCHMITT ELEMENTARY SCHOOL,1820 SOUTH VALLEJO STREET,DENVER,CO,80223,7204244230,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7700,SCOTT ELEMENTARY SCHOOL,3000  13TH STREET,GREELEY,CO,80634,9703482200,Preschool,5th Grade,Elementary,3120,GREELEY 6,"6,001 - 25,000",Urban-Suburban
7701,COLLEGIATE ACADEMY OF COLORADO,8420 SOUTH SANGRE DE CRISTO RD,LITTLETON,CO,80127,3039727433,Kindergarten,12th Grade,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7705,SCOTT ELEMENTARY SCHOOL,6175 WHETSTONE DRIVE,COLORADO SPRINGS,CO,80918,7193286200,Preschool,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
7708,SECREST ELEMENTARY SCHOOL,6875 WEST 64TH AVENUE,ARVADA,CO,80003,3039820760,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7714,SECOND CREEK ELEMENTARY SCHOOL,9950 LAREDO DRIVE,COMMERCE CITY,CO,80022,7206857550,Kindergarten,5th Grade,Elementary,0040,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
7718,SEDALIA ELEMENTARY SCHOOL,5449 NORTH HUXTABLE STREET,SEDALIA,CO,80135,3033875500,Preschool,6th Grade,Elementary,0900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
7725,SD 27J PRESCHOOL AT THE BRIGHTON LRC,1850 EGBERT SUITE G20,BRIGHTON,CO,80601,7206855490,Preschool,Preschool,Elementary,0040,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
7746,HI PLAINS UNDIVIDED HIGH SCHOOL,200 IOWA AVE,SEIBERT,CO,80834,9706642616,7th Grade,12th Grade,Senior,1460,HI-PLAINS R-23,300 or less,Rural
7748,KEATING CONTINUING EDUCATION,215 EAST ORMAN,PUEBLO,CO,81004,7195497371,3rd Grade,12th Grade,Senior,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
7753,SEMPER ELEMENTARY SCHOOL,7575 WEST 96TH AVENUE,WESTMINSTER,CO,80021,3039826460,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7755,SEVERANCE MIDDLE SCHOOL,1801 AVERY PLAZA STREET,WINDSOR,CO,80550,9706745200,6th Grade,8th Grade,Middle,3100,WINDSOR RE-4,"1,201 - 6,000",Outlying Town
7764,SEVENTH STREET ELEMENTARY SCHOOL,713 NORTH MAIN STREET,DOVE CREEK,CO,81324,9706772296,Preschool,6th Grade,Elementary,0890,DOLORES COUNTY RE NO.2,300 or less,Rural
7780,SHAFFER ELEMENTARY SCHOOL,7961 S SANGRE DE CRISTO ROAD,LITTLETON,CO,80127,3039823901,Kindergarten,5th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7789,SILVER CREEK HIGH SCHOOL,4901 NELSON ROAD,LONGMONT,CO,80503,7204943721,9th Grade,12th Grade,Senior,0470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
7794,SHANNER ELEMENTARY SCHOOL,201 NORTH MAIN,HOLLY,CO,81047,7195376662,Preschool,6th Grade,Elementary,2670,HOLLY RE-3,301 - 600,Rural
7795,SILVER CREEK ELEMENTARY,15101 FILLMORE STRE,THORNTON,CO,80602,7209723941,Kindergarten,5th Grade,Elementary,0020,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
7810,FLYNN ELEMENTARY SCHOOL,8731 LOWELL BOULEVARD,WESTMINSTER,CO,80030,3034282161,Kindergarten,5th Grade,Elementary,0070,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
7812,SHAW HEIGHTS MIDDLE SCHOOL,8780 CIRCLE DRIVE,WESTMINSTER,CO,80030,3034289533,6th Grade,8th Grade,Middle,0070,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
7814,SHAWSHEEN ELEMENTARY SCHOOL,4020 WEST 7TH STREET,GREELEY,CO,80634,9703482300,Kindergarten,5th Grade,Elementary,3120,GREELEY 6,"6,001 - 25,000",Urban-Suburban
7832,SHELLEDY ELEMENTARY SCHOOL,353 NORTH MESA,FRUITA,CO,81521,9702546460,Preschool,5th Grade,Elementary,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
7833,SHELTON ELEMENTARY SCHOOL,420 CRAWFORD STREET,GOLDEN,CO,80401,3039825686,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7834,SHEPARDSON ELEMENTARY SCHOOL,1501 SPRINGWOOD DRIVE,FORT COLLINS,CO,80525,9704884525,Preschool,5th Grade,Elementary,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
7837,SHERIDAN MIDDLE SCHOOL,4107 SOUTH FEDERAL BOULEVARD,ENGLEWOOD,CO,80150,7208336988,6th Grade,8th Grade,Middle,0123,SHERIDAN 2,"1,201 - 6,000",Denver Metro
7842,SHERIDAN HIGH SCHOOL,3201 WEST OXFORD AVENUE,DENVER,CO,80236,7208336987,9th Grade,12th Grade,Senior,0123,SHERIDAN 2,"1,201 - 6,000",Denver Metro
7843,EARLY CHILDHOOD EDUCATION CENTER,4000 SOUTH LOWELL BOULEVARD,ENGLEWOOD,CO,80150,7208336991,Preschool,Preschool,Elementary,0123,SHERIDAN 2,"1,201 - 6,000",Denver Metro
7856,SHERMAN EARLY CHILDHOOD CENTER,300 SHERMAN STREET,FORT MORGAN,CO,80701,9708672998,Preschool,Kindergarten,Elementary,2405,FORT MORGAN RE-3,"1,201 - 6,000",Outlying City
7860,SHERRELWOOD ELEMENTARY SCHOOL,8095 KALAMATH DRIVE,DENVER,CO,80221,3034285353,Kindergarten,5th Grade,Elementary,0070,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
7865,SIDE CREEK ELEMENTARY SCHOOL,19191 EAST ILIFF PL,AURORA,CO,80013,3037551785,Preschool,5th Grade,Elementary,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
7870,SIERRA ELEMENTARY SCHOOL,7751 OAK STREET,ARVADA,CO,80005,3039820821,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7876,SIERRA GRANDE ELEMENTARY SCHOOL,17523 EAST HIGHWAY 160,BLANCA,CO,81123,7193793257,Kindergarten,5th Grade,Elementary,0740,SIERRA GRANDE R-30,300 or less,Rural
7878,SIERRA GRANDE MIDDLE SCHOOL,17523 EAST HIGHWAY 160,BLANCA,CO,81123,7193793257,6th Grade,8th Grade,Middle,0740,SIERRA GRANDE R-30,300 or less,Rural
7879,SOUTHERN COLORADO EARLY COLLEGE,TBD,PUEBLO WEST,CO,81007,7195471627,9th Grade,12th Grade,Senior,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
7880,SIERRA GRANDE SENIOR HIGH SCHOOL,17523 EAST HIGHWAY 160,BLANCA,CO,81123,7193793257,9th Grade,12th Grade,Senior,0740,SIERRA GRANDE R-30,300 or less,Rural
7882,SIERRA HIGH SCHOOL,2250 JET WING DRIVE,COLORADO SPRINGS,CO,80916,7195792090,9th Grade,12th Grade,Senior,0980,HARRISON 2,"6,001 - 25,000",Urban-Suburban
7886,SIERRA VISTA ELEMENTARY SCHOOL,500 SOUTH SPAULDING,PUEBLO WEST,CO,81007,7195472878,Preschool,5th Grade,Elementary,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
7890,CACTUS VALLEY ELEMENTARY SCHOOL,222 GRAND AVENUE,SILT,CO,81652,9706257850,Preschool,4th Grade,Elementary,1195,GARFIELD RE-2,"1,201 - 6,000",Outlying Town
7891,SILVERHEELS MIDDLE SCHOOL,640 HATHAWAY STREET,FAIRPLAY,CO,80440,7198364406,6th Grade,8th Grade,Middle,2610,PARK COUNTY RE-2,301 - 600,Rural
7900,SILVERTON ELEMENTARY SCHOOL,1160 SNOWDEN STREET,SILVERTON,CO,81433,9703875543,Preschool,5th Grade,Elementary,2820,SILVERTON 1,300 or less,Rural
7902,SILVERTON MIDDLE SCHOOL,1160 SNOWDEN STREET,SILVERTON,CO,81433,9703875543,6th Grade,8th Grade,Middle,2820,SILVERTON 1,300 or less,Rural
7904,SILVERTON HIGH SCHOOL,1160 SNOWDEN STREET,SILVERTON,CO,81433,9703875543,9th Grade,12th Grade,Senior,2820,SILVERTON 1,300 or less,Rural
7914,SIMLA ELEMENTARY SCHOOL,619 PUEBLO ST,SIMLA,CO,80835,7195412291,Preschool,5th Grade,Elementary,0940,BIG SANDY 100J,301 - 600,Rural
7918,SIMLA JUNIOR HIGH SCHOOL,619 PUEBLO ST,SIMLA,CO,80835,7195412291,6th Grade,8th Grade,Middle,0940,BIG SANDY 100J,301 - 600,Rural
7922,SIMLA HIGH SCHOOL,619 PUEBLO ST,SIMLA,CO,80835,7195412291,9th Grade,12th Grade,Senior,0940,BIG SANDY 100J,301 - 600,Rural
7924,SINGING HILLS PRESCHOOL,41012 MADRID DRIVE,PARKER,CO,80134,3032662708,Preschool,Preschool,Elementary,0920,ELIZABETH C-1,"1,201 - 6,000",Rural
7925,SINGING HILLS ELEMENTARY SCHOOL,41012 MADRID DRIVE,PARKER,CO,80134,3036461858,Kindergarten,5th Grade,Elementary,0920,ELIZABETH C-1,"1,201 - 6,000",Rural
7932,SIXTH AVENUE ELEMENTARY SCHOOL,560 VAUGHN ST,AURORA,CO,80011,3033666019,Preschool,5th Grade,Elementary,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
7942,SKINNER MIDDLE SCHOOL,3435 WEST 40TH AVENUE,DENVER,CO,80211,7204241420,6th Grade,8th Grade,Middle,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7950,SKYLINE ELEMENTARY SCHOOL,2855 NORTH 9TH STREET,CANON CITY,CO,81212,7192766050,Kindergarten,5th Grade,Elementary,1140,CANON CITY RE-1,"1,201 - 6,000",Outlying City
7952,SKYLINE VISTA ELEMENTARY SCHOOL,7395 ZUNI STREET,DENVER,CO,80221,3034282300,Preschool,5th Grade,Elementary,0070,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
7954,SKYLINE HIGH SCHOOL,600 EAST MOUNTAIN VIEW,LONGMONT,CO,80501,7204943741,9th Grade,12th Grade,Senior,0470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
7958,SKYVIEW ELEMENTARY SCHOOL,1000 STONE MOUNTAIN DRIVE,WINDSOR,CO,80550,9706868500,Preschool,5th Grade,Elementary,3100,WINDSOR RE-4,"1,201 - 6,000",Outlying Town
7960,SKYVIEW MIDDLE SCHOOL,6350 WINDOM PEAK BOULEVARD,COLORADO SPRINGS,CO,80922,7194955560,6th Grade,8th Grade,Middle,1110,FALCON 49,"1,201 - 6,000",Urban-Suburban
7962,SLATER ELEMENTARY SCHOOL,8605 WEST 23RD AVENUE,LAKEWOOD,CO,80215,3039827575,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7972,SLAVENS K-8 SCHOOL,3000 SOUTH CLAYTON STREET,DENVER,CO,80210,7204244150,Preschool,8th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7992,SMILEY MIDDLE SCHOOL,2540 HOLLY STREET,DENVER,CO,80207,7204241540,6th Grade,8th Grade,Middle,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7994,ESCALANTE MIDDLE SCHOOL,141 BAKER LANE,DURANGO,CO,81301,9702479491,6th Grade,8th Grade,Middle,1520,DURANGO 9-R,"1,201 - 6,000",Outlying City
8006,SMITH ELEMENTARY SCHOOL,3590 JASMINE STREET,DENVER,CO,80207,7204244000,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8010,SPRINGS RANCH ELEMENTARY SCHOOL,4350 CENTERVILLE DRIVE,COLORADO SPRINGS,CO,80922,7194948600,Preschool,5th Grade,Elementary,1110,FALCON 49,"1,201 - 6,000",Urban-Suburban
8020,SMOKY HILL HIGH SCHOOL,16100 EAST SMOKY HILL ROAD,AURORA,CO,80015,7208865300,9th Grade,12th Grade,Senior,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
8030,SOMERLID ELEMENTARY SCHOOL,2717 WEST STREET,PUEBLO,CO,81003,7195497595,Preschool,5th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
8032,JOHN W THIMMIG ELEMENTARY SCHOOL,11453 OSWEGO STREET,HENDERSON,CO,80640,3036552750,Kindergarten,5th Grade,Elementary,0040,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
8034,SOARING EAGLES ELEMENTARY SCHOOL,4710 HARRIER RIDGE DRIVE,COLORADO SPRINGS,CO,80916,7195404000,Preschool,5th Grade,Elementary,0980,HARRISON 2,"6,001 - 25,000",Urban-Suburban
8036,SOBESKY ACADEMY,2001 HOYT STREET,LAKEWOOD,CO,80215,3039825995,Kindergarten,12th Grade,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8038,SOPRIS ELEMENTARY SCHOOL,1150 MOUNT SOPRIS DRIVE,GLENWOOD SPRINGS,CO,81602,9703845400,Preschool,5th Grade,Elementary,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
8048,SOROCO MIDDLE SCHOOL,305 SOUTH GRANT STREET,OAK CREEK,CO,80467,9707368531,6th Grade,8th Grade,Middle,2780,SOUTH ROUTT RE 3,301 - 600,Rural
8050,SOROCO HIGH SCHOOL,305 SOUTH GRANT STREET,OAK CREEK,CO,80467,9707362531,9th Grade,12th Grade,Senior,2780,SOUTH ROUTT RE 3,301 - 600,Rural
8053,SOAR,4800 TELLURIDE STREET #4,DENVER,CO,80239,3034868573,Kindergarten,2nd Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8054,HENRY WORLD SCHOOL GRADES 6-8,3005 SOUTH GOLDEN WAY,DENVER,CO,80227,7204239560,6th Grade,8th Grade,Middle,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8060,SOUTH ELEMENTARY SCHOOL,305 SOUTH 5TH AVENUE,BRIGHTON,CO,80601,3036552600,Kindergarten,5th Grade,Elementary,0040,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
8064,MOODY ELEMENTARY SCHOOL,6390 SOUTH WINDERMERE STREET,LITTLETON,CO,80120,3033474600,Preschool,5th Grade,Elementary,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
8078,SOUTH MIDDLE SCHOOL,12310 EAST PARKVIEW DR,AURORA,CO,80011,3033647623,6th Grade,8th Grade,Middle,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
8082,SOUTH HIGH SCHOOL,1801 HOLLYWOOD DRIVE,PUEBLO,CO,81005,7195497255,9th Grade,12th Grade,Senior,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
8085,WEST DENVER PREP:  FEDERAL CAMPUS,1825 SOUTH FEDERAL,DENVER,CO,80219,3035732017,6th Grade,8th Grade,Middle,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8086,SOUTH HIGH SCHOOL,1700 EAST LOUISIANA AVENUE,DENVER,CO,80210,7204236000,9th Grade,12th Grade,Senior,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8090,DEANE ELEMENTARY SCHOOL,580 SOUTH HARLAN STREET,LAKEWOOD,CO,80226,3039829655,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8102,SOUTH LAKEWOOD ELEMENTARY SCHOOL,8425 WEST 1ST AVENUE,LAKEWOOD,CO,80226,3039827325,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8106,SOARING HAWK ELEMENTARY SCHOOL,4665 TANGLEVINE DRIVE,CASTLE ROCK,CO,80109,3033875260,Kindergarten,6th Grade,Elementary,0900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
8110,SOUTH MESA ELEMENTARY SCHOOL,23701 EAST PRESTON ROAD,PUEBLO,CO,81006,7195436444,Preschool,5th Grade,Elementary,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
8114,EDITH TETER ELEMENTARY SCHOOL,640 HATHAWAY STREET,FAIRPLAY,CO,80440,7198362949,Preschool,5th Grade,Elementary,2610,PARK COUNTY RE-2,301 - 600,Rural
8116,SOUTH PARK ELEMENTARY SCHOOL,3100 HOLLYWOOD,PUEBLO,CO,81005,7195497600,Preschool,5th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
8118,SOUTH PARK HIGH SCHOOL,640 HATHAWAY STREET,FAIRPLAY,CO,80440,7198362006,9th Grade,12th Grade,Senior,2610,PARK COUNTY RE-2,301 - 600,Rural
8119,SOUTH ROUTT EARLY LEARNING CENTER,26 W. 5TH STREET,YAMPA,CO,80483,9707362434,Preschool,Preschool,Elementary,2780,SOUTH ROUTT RE 3,301 - 600,Rural
8120,SOUTH ROUTT ELEMENTARY SCHOOL,448 MAIN STREET,YAMPA,CO,80483,9706384558,Kindergarten,5th Grade,Elementary,2780,SOUTH ROUTT RE 3,301 - 600,Rural
8122,VENETUCCI ELEMENTARY SCHOOL,405 WILLIS DRIVE,COLORADO SPRINGS,CO,80911,7193913355,Kindergarten,5th Grade,Elementary,0990,WIDEFIELD 3,"6,001 - 25,000",Urban-Suburban
8126,SOUTH STREET ELEMENTARY SCHOOL,1100 SOUTH STREET,CASTLE ROCK,CO,80104,3033875075,Kindergarten,6th Grade,Elementary,0900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
