Record_no,District Code,District Name,School Code,School Name,EMH,EMH_combined,AEC10,SPF_PS_ELL_GRAD_RATE,School_Grade,rank_tot,Overall_Ach_Grade,read_ach_grade,math_ach_grade,Write_Ach_Grade,Sci_Ach_Grade,Overall_Weighted_Growth_Grade,Read_Growth_Grade,Math_Growth_Grade,Write_Growth_Grade,ELL_Growth_Grade,SPF_PS_IND_GRAD_RATE
1548,2020,MOFFAT COUNTY RE:NO 1,1936,SANDROCK ELEMENTARY,E,E,N,,6,455,6,6,6,6,6,9,9,9,8,7,
1549,2020,MOFFAT COUNTY RE:NO 1,8398,SUNSET ELEMENTARY SCHOOL,E,E,N,,3,901,6,6,6,6,6,1,3,1,3,5,
1550,2740,MONTE VISTA C-8,6036,BILL METZ ELEMENTARY SCHOOL,E,E,N,,5,827,5,5,4,4,6,5,5,6,4,1,
1552,2740,MONTE VISTA C-8,6044,MONTE VISTA MIDDLE SCHOOL,M,M,N,,3,444,5,4,5,5,6,4,3,5,6,2,
1553,2740,MONTE VISTA C-8,6520,MONTE VISTA ON-LINE ACADEMY,M,MH,N,,,,5,6,4,6,6,1,3,1,3,,
1554,2740,MONTE VISTA C-8,6520,MONTE VISTA ON-LINE ACADEMY,H,MH,N,-,4,282,6,6,6,6,6,7,9,6,7,,38.
1555,2740,MONTE VISTA C-8,6046,MONTE VISTA SENIOR HIGH SCHOOL,H,H,N,-,6,222,5,5,5,5,6,5,5,6,6,,92.
1556,2035,MONTEZUMA-CORTEZ RE-1,0609,BATTLE ROCK CHARTER SCHOOL,E,E,N,,,,1,1,1,1,,6,4,7,6,,
1557,2035,MONTEZUMA-CORTEZ RE-1,1888,CORTEZ MIDDLE SCHOOL,M,M,N,,6,275,5,5,6,5,6,9,7,7,9,1,
1558,2035,MONTEZUMA-CORTEZ RE-1,4546,KEMPER ELEMENTARY SCHOOL,E,E,N,,2,939,5,5,6,2,5,3,5,6,1,,
1559,2035,MONTEZUMA-CORTEZ RE-1,5090,LEWIS-ARRIOLA ELEMENTARY SCHOOL,E,E,N,,6,663,6,6,8,6,7,6,6,5,6,,
1560,2035,MONTEZUMA-CORTEZ RE-1,5436,MANAUGH ELEMENTARY SCHOOL,E,E,N,,2,939,3,3,4,1,3,5,6,5,3,1,
1561,2035,MONTEZUMA-CORTEZ RE-1,5836,MESA ELEMENTARY SCHOOL,E,E,N,,5,779,5,5,5,3,5,5,6,5,5,6,
1562,2035,MONTEZUMA-CORTEZ RE-1,6026,MONTEZUMA-CORTEZ HIGH SCHOOL,H,H,N,56.,4,282,6,5,6,6,6,4,5,4,5,7,67.
1563,2035,MONTEZUMA-CORTEZ RE-1,7082,PLEASANT VIEW ELEMENTARY SCHOOL,E,E,N,,,,8,9,7,7,,9,9,6,12,,
1565,2180,MONTROSE COUNTY RE-1J,1392,CENTENNIAL MIDDLE SCHOOL,M,M,N,,9,148,6,6,7,6,6,9,7,10,8,12,
1566,2180,MONTROSE COUNTY RE-1J,6054,COLUMBINE MIDDLE SCHOOL,M,M,N,,8,162,7,7,7,6,6,9,7,9,7,1,
1567,2180,MONTROSE COUNTY RE-1J,1915,COTTONWOOD ELEMENTARY SCHOOL,E,E,N,,6,455,6,6,7,6,7,6,6,6,6,,
1568,2180,MONTROSE COUNTY RE-1J,4458,JOHNSON ELEMENTARY SCHOOL,E,E,N,,4,853,6,6,6,5,5,5,5,2,5,6,
1569,2180,MONTROSE COUNTY RE-1J,6058,MONTROSE HIGH SCHOOL,H,H,N,65.,7,124,6,7,6,6,7,8,6,9,8,5,88.
1570,2180,MONTROSE COUNTY RE-1J,6366,NORTHSIDE ELEMENTARY SCHOOL,E,E,N,,6,632,5,4,5,4,6,6,5,7,6,6,
1571,2180,MONTROSE COUNTY RE-1J,6466,OAK GROVE ELEMENTARY SCHOOL,E,E,N,,9,236,6,6,7,6,9,9,9,8,8,6,
1572,2180,MONTROSE COUNTY RE-1J,6486,OLATHE ELEMENTARY SCHOOL,E,E,N,,5,827,4,3,5,3,5,6,5,5,8,5,
1573,2180,MONTROSE COUNTY RE-1J,6494,OLATHE HIGH SCHOOL,H,H,N,-,6,182,6,5,6,6,6,6,6,7,7,1,92.
1574,2180,MONTROSE COUNTY RE-1J,6490,OLATHE MIDDLE SCHOOL,M,M,N,,6,319,5,5,5,5,5,7,9,6,9,1,
1576,2180,MONTROSE COUNTY RE-1J,6262,PEAK VIRTUAL ACADEMY,E,EMH,N,,,,,,,,,,,,,,
1577,2180,MONTROSE COUNTY RE-1J,6262,PEAK VIRTUAL ACADEMY,M,EMH,N,,,,,,,,,,,,,,
1578,2180,MONTROSE COUNTY RE-1J,6262,PEAK VIRTUAL ACADEMY,H,EMH,N,,,,,,,,,,,,,,
1579,2180,MONTROSE COUNTY RE-1J,7106,POMONA ELEMENTARY SCHOOL,E,E,N,,4,869,6,6,6,6,6,3,5,2,3,7,
1585,2790,MOUNTAIN VALLEY RE 1,6142,MOUNTAIN VALLEY ELEMENTARY SCHOOL,E,E,N,,6,738,6,6,6,6,6,3,3,1,9,,
1586,2790,MOUNTAIN VALLEY RE 1,6144,MOUNTAIN VALLEY MIDDLE SCHOOL,M,M,N,,6,275,6,7,6,7,5,6,9,6,6,,
1587,2790,MOUNTAIN VALLEY RE 1,6146,MOUNTAIN VALLEY SENIOR HIGH SCHOOL,H,H,N,-,5,247,4,5,4,3,3,7,8,7,6,,80.
1588,0550,NORTH CONEJOS RE-1J,1378,CENTAURI HIGH SCHOOL,H,H,N,-,11,29,9,7,9,7,9,10,11,9,9,,97.
1589,0550,NORTH CONEJOS RE-1J,1276,CENTAURI MIDDLE SCHOOL,M,M,N,,3,433,6,6,6,6,6,3,3,4,1,,
1590,0550,NORTH CONEJOS RE-1J,4836,LA JARA ELEMENTARY SCHOOL,E,E,N,,9,265,9,8,9,9,9,8,9,6,9,,
1593,0550,NORTH CONEJOS RE-1J,5422,MANASSA ELEMENTARY SCHOOL,E,E,N,,8,338,9,9,9,10,7,6,6,5,10,,
1594,1410,NORTH PARK R-1,6358,NORTH PARK JUNIOR-SENIOR HIGH SCHOOL,M,MH,N,,10,69,9,6,9,7,12,7,6,10,5,,
1595,1410,NORTH PARK R-1,6358,NORTH PARK JUNIOR-SENIOR HIGH SCHOOL,H,MH,N,-,11,29,10,10,9,10,10,10,9,12,9,,87.
1596,1410,NORTH PARK R-1,9198,WALDEN ELEMENTARY SCHOOL,E,E,N,,8,338,6,6,6,6,9,9,9,6,9,6,
1597,2840,NORWOOD R-2J,6418,NORWOOD ELEMENTARY SCHOOL,E,E,N,,3,890,7,6,7,7,6,1,1,2,1,,
1598,2840,NORWOOD R-2J,6422,NORWOOD HIGH SCHOOL,M,MH,N,,6,285,8,9,6,9,8,6,6,4,6,,
1599,2840,NORWOOD R-2J,6422,NORWOOD HIGH SCHOOL,H,MH,N,-,8,113,8,9,6,7,10,6,6,9,5,,86.
1600,3050,OTIS R-3,6582,OTIS ELEMENTARY SCHOOL,E,E,N,,6,693,6,6,5,6,7,6,6,5,6,,
1601,3050,OTIS R-3,6586,OTIS JUNIOR-SENIOR HIGH SCHOOL,M,MH,N,,3,444,6,5,6,6,6,2,1,3,3,,
1602,3050,OTIS R-3,6586,OTIS JUNIOR-SENIOR HIGH SCHOOL,H,MH,N,-,6,200,9,6,9,9,10,6,3,6,6,,89.
1603,2580,OURAY R-1,6596,OURAY ELEMENTARY SCHOOL,E,E,N,,11,95,9,9,9,9,,12,9,12,11,,
1604,2580,OURAY R-1,6598,OURAY MIDDLE SCHOOL,M,M,N,,12,14,10,9,10,9,9,13,12,12,12,,
1605,2580,OURAY R-1,6600,OURAY SENIOR HIGH SCHOOL,H,H,N,-,10,41,9,9,9,10,9,9,9,11,6,,94.
1606,1570,PARK (ESTES PARK) R-3,2794,ESTES PARK HIGH SCHOOL,H,H,N,-,6,171,7,6,8,6,9,5,5,6,3,,84.
1607,1570,PARK (ESTES PARK) R-3,2790,ESTES PARK K-5 SCHOOL,E,E,N,,6,479,6,6,6,7,9,7,7,7,6,6,
1608,1570,PARK (ESTES PARK) R-3,2792,ESTES PARK MIDDLE SCHOOL,M,M,N,,6,232,8,7,7,7,9,8,7,7,9,2,
1609,2610,PARK COUNTY RE-2,8114,EDITH TETER ELEMENTARY SCHOOL,E,E,N,,7,410,9,7,9,9,9,6,6,6,6,,
1610,2610,PARK COUNTY RE-2,3681,GUFFEY CHARTER SCHOOL,E,EM,N,,,,6,5,6,5,,,,,,,
1611,2610,PARK COUNTY RE-2,3681,GUFFEY CHARTER SCHOOL,M,EM,N,,,,5,6,2,6,,5,7,2,6,,
1612,2610,PARK COUNTY RE-2,4908,LAKE GEORGE CHARTER SCHOOL,E,EM,N,,4,869,6,6,6,6,6,5,6,3,5,,
1613,2610,PARK COUNTY RE-2,4908,LAKE GEORGE CHARTER SCHOOL,M,EM,N,,,,,,,,,,,,,,
1614,2610,PARK COUNTY RE-2,7891,SILVERHEELS MIDDLE SCHOOL,M,M,N,,12,37,9,9,9,9,9,12,12,10,12,,
1615,2610,PARK COUNTY RE-2,8118,SOUTH PARK HIGH SCHOOL,H,H,N,-,9,86,9,7,9,6,9,9,9,7,9,,84.
1616,3148,PAWNEE RE-12,3672,PAWNEE ELEMENTARY SCHOOL,E,E,N,,6,720,6,6,6,7,6,4,6,2,5,,
1617,3148,PAWNEE RE-12,6812,PAWNEE JUNIOR-SENIOR HIGH SCHOOL,M,MH,N,,,,9,9,7,11,9,9,6,11,9,,
1618,3148,PAWNEE RE-12,6812,PAWNEE JUNIOR-SENIOR HIGH SCHOOL,H,MH,N,-,,,12,12,10,12,12,10,7,11,9,,93.
1619,1060,PEYTON 23 JT,6898,PEYTON ELEMENTARY SCHOOL,E,E,N,,6,578,7,6,6,7,6,6,6,5,8,,
1620,1060,PEYTON 23 JT,6902,PEYTON JUNIOR/SENIOR HIGH SCHOOL,M,MH,N,,5,384,6,6,6,6,6,5,5,6,4,,
1621,1060,PEYTON 23 JT,6902,PEYTON JUNIOR/SENIOR HIGH SCHOOL,H,MH,N,-,9,86,6,6,7,8,6,6,5,6,6,,93.
1622,1440,PLAINVIEW RE-2,6992,PLAINVIEW ELEMENTARY SCHOOL,E,E,N,,6,693,4,3,5,3,6,6,6,6,8,,
1623,1440,PLAINVIEW RE-2,7009,PLAINVIEW JUNIOR-SENIOR HIGH SCHOOL,M,MH,N,,6,332,6,6,6,5,6,6,5,6,9,,
1624,1440,PLAINVIEW RE-2,7009,PLAINVIEW JUNIOR-SENIOR HIGH SCHOOL,H,MH,N,-,,,7,6,9,6,,13,12,9,13,,-
1625,1870,PLATEAU RE-5,6834,PEETZ ELEMENTARY SCHOOL,E,E,N,,6,455,9,9,9,9,11,6,9,7,5,,
1626,1870,PLATEAU RE-5,6838,PEETZ JUNIOR-SENIOR HIGH SCHOOL,M,MH,N,,7,217,9,9,9,10,9,6,5,6,10,,
1627,1870,PLATEAU RE-5,6838,PEETZ JUNIOR-SENIOR HIGH SCHOOL,H,MH,N,-,12,22,13,13,12,13,9,13,13,6,13,,94.
1629,1990,PLATEAU VALLEY 50,7024,PLATEAU VALLEY ELEMENTARY SCHOOL,E,E,N,,10,130,6,7,6,6,6,12,13,12,6,,
1630,1990,PLATEAU VALLEY 50,7032,PLATEAU VALLEY HIGH SCHOOL,H,H,N,-,8,113,7,8,6,9,6,10,12,6,9,,79.
1631,1990,PLATEAU VALLEY 50,7028,PLATEAU VALLEY MIDDLE SCHOOL,M,M,N,,6,265,6,6,6,6,6,7,9,6,7,,
1632,2600,PLATTE CANYON 1,7042,DEER CREEK ELEMENTARY SCHOOL,E,E,N,,10,130,7,7,7,7,9,9,12,9,6,,
1633,2600,PLATTE CANYON 1,7048,FITZSIMMONS MIDDLE SCHOOL,M,M,N,,7,191,10,10,9,9,10,6,6,6,5,,
1634,2600,PLATTE CANYON 1,7046,PLATTE CANYON HIGH SCHOOL,H,H,N,-,10,46,10,9,11,9,9,6,6,9,5,,90.
1635,2865,PLATTE VALLEY RE-3,7050,PLATTE VALLEY ELEMENTARY SCHOOL,E,E,N,,6,738,9,8,10,6,10,2,1,3,6,,
1636,2865,PLATTE VALLEY RE-3,7322,REVERE JUNIOR-SENIOR HIGH SCHOOL,M,MH,N,,5,384,7,7,6,7,8,3,4,3,3,,
1637,2865,PLATTE VALLEY RE-3,7322,REVERE JUNIOR-SENIOR HIGH SCHOOL,H,MH,N,-,6,193,6,6,6,8,6,6,1,9,6,,87.
1638,3130,PLATTE VALLEY RE-7,7052,PLATTE VALLEY ELEMENTARY SCHOOL,E,E,N,,6,479,6,6,6,6,6,7,7,9,6,6,
1639,3130,PLATTE VALLEY RE-7,4670,PLATTE VALLEY HIGH SCHOOL,H,H,N,-,9,53,6,6,6,6,8,10,9,12,7,,87.
1640,3130,PLATTE VALLEY RE-7,7054,PLATTE VALLEY MIDDLE SCHOOL,M,M,N,,6,344,6,6,6,6,6,6,6,4,7,,
1641,1550,POUDRE R-1,0490,BACON ELEMENTARY SCHOOL,E,E,N,,6,455,8,9,7,9,7,6,7,6,6,,
1642,1550,POUDRE R-1,0612,BAUDER ELEMENTARY SCHOOL,E,E,N,,6,632,6,6,6,6,6,6,6,5,6,12,
1643,1550,POUDRE R-1,0678,BEATTIE ELEMENTARY SCHOOL,E,E,N,,7,410,7,6,6,7,6,6,6,6,6,10,
1644,1550,POUDRE R-1,0766,BENNETT ELEMENTARY SCHOOL,E,E,N,,11,85,11,11,11,11,10,10,10,10,7,9,
1645,1550,POUDRE R-1,0498,BETHKE ELEMENTARY SCHOOL,E,E,N,,9,196,12,12,13,12,10,9,9,7,9,,
1646,1550,POUDRE R-1,0892,BLEVINS MIDDLE SCHOOL,M,M,N,,9,140,8,7,9,8,8,7,6,9,6,6,
1647,1550,POUDRE R-1,0898,BOLTZ MIDDLE SCHOOL,M,M,N,,7,217,7,6,9,7,6,6,5,6,6,9,
1648,1550,POUDRE R-1,1186,CACHE LA POUDRE ELEMENTARY SCHOOL,E,E,N,,6,578,7,7,6,7,6,6,7,5,6,5,
1649,1550,POUDRE R-1,1190,CACHE LA POUDRE MIDDLE SCHOOL,M,M,N,,6,250,8,8,8,7,9,6,6,6,6,,
1651,1550,POUDRE R-1,2298,DUNN ELEMENTARY SCHOOL,E,E,N,,10,146,9,9,9,9,10,10,9,9,8,9,
1652,1550,POUDRE R-1,9370,EYESTONE ELEMENTARY SCHOOL,E,E,N,,6,632,7,6,7,6,7,5,3,6,6,6,
1653,1550,POUDRE R-1,3046,FORT COLLINS HIGH SCHOOL,H,H,N,71.,6,230,7,6,7,7,7,3,3,5,3,8,86.
1654,1550,POUDRE R-1,3105,FOSSIL RIDGE HIGH SCHOOL,H,H,N,-,9,61,12,12,10,12,12,6,6,6,5,,92.
1655,1550,POUDRE R-1,3787,HARRIS BILINGUAL ELEMENTARY SCHOOL,E,E,N,,11,85,8,7,7,9,7,9,10,10,10,6,
1656,1550,POUDRE R-1,4282,IRISH ELEMENTARY SCHOOL,E,E,N,,6,673,5,4,5,4,5,6,7,7,6,5,
1657,1550,POUDRE R-1,4456,JOHNSON ELEMENTARY SCHOOL,E,E,N,,7,434,7,7,7,7,6,7,6,6,8,12,
1658,1550,POUDRE R-1,4698,KINARD CORE KNOWLEDGE MIDDLE SCHOOL,M,M,N,,10,58,13,13,12,13,12,7,7,6,9,,
1659,1550,POUDRE R-1,4793,KRUSE ELEMENTARY SCHOOL,E,E,N,,11,85,10,9,10,10,9,12,11,10,11,6,
1660,1550,POUDRE R-1,3791,LAB ELEMENTARY SCHOOL FOR CREATIVE LEARNING,E,E,N,,5,760,6,6,6,5,7,5,5,4,6,,
1661,1550,POUDRE R-1,5014,LAUREL ELEMENTARY SCHOOL,E,E,N,,6,578,5,6,3,5,6,6,12,7,6,1,
1662,1550,POUDRE R-1,5068,LESHER MIDDLE SCHOOL,M,M,N,,7,201,9,7,9,9,9,6,5,8,6,7,
1663,1550,POUDRE R-1,5120,LIBERTY COMMON CHARTER SCHOOL,E,EMH,N,,12,26,13,13,12,13,12,11,7,12,10,,
1664,1550,POUDRE R-1,5120,LIBERTY COMMON CHARTER SCHOOL,M,EMH,N,,12,16,13,13,13,13,13,12,9,12,12,,
1665,1550,POUDRE R-1,5120,LIBERTY COMMON CHARTER SCHOOL,H,EMH,N,-,13,1,13,13,13,13,13,12,12,12,9,,-
1666,1550,POUDRE R-1,5168,LINCOLN MIDDLE SCHOOL,M,M,N,,5,406,6,5,6,5,6,5,5,5,5,7,
1667,1550,POUDRE R-1,5196,LINTON ELEMENTARY SCHOOL,E,E,N,,6,578,6,6,6,6,6,6,7,6,6,6,
1668,1550,POUDRE R-1,5234,LIVERMORE ELEMENTARY SCHOOL,E,E,N,,,,10,12,9,11,10,11,9,9,12,,
1669,1550,POUDRE R-1,5292,LOPEZ ELEMENTARY SCHOOL,E,E,N,,9,265,9,9,9,9,6,9,9,7,9,7,
1670,1550,POUDRE R-1,5688,MCGRAW ELEMENTARY SCHOOL,E,E,N,,12,63,10,10,10,10,10,10,9,8,10,,
1671,1550,POUDRE R-1,6476,O'DEA ELEMENTARY SCHOOL,E,E,N,,12,70,8,7,6,8,10,12,12,12,9,,
1672,1550,POUDRE R-1,6482,OLANDER ELEMENTARY SCHOOL,E,E,N,,6,632,6,6,6,6,7,5,6,5,5,6,
1673,1550,POUDRE R-1,7104,POLARIS EXPEDITIONARY LEARNING SCHOOL,M,MH,N,,7,180,8,7,7,8,10,7,7,6,9,,
1674,1550,POUDRE R-1,7104,POLARIS EXPEDITIONARY LEARNING SCHOOL,H,MH,N,-,6,188,6,6,6,6,6,5,3,2,9,,76.
1676,1550,POUDRE R-1,7124,POUDRE HIGH SCHOOL,H,H,N,63.,6,200,8,6,9,8,7,4,6,2,5,6,82.
1677,1550,POUDRE R-1,7161,PRESTON MIDDLE SCHOOL,M,M,N,,10,58,12,12,12,11,10,8,6,9,6,,
1678,1550,POUDRE R-1,7198,PSD GLOBAL ACADEMY,E,EMH,N,,,,6,8,6,6,,,,,,,
1679,1550,POUDRE R-1,7198,PSD GLOBAL ACADEMY,M,EMH,N,,,,5,5,5,5,,2,6,1,6,,
1680,1550,POUDRE R-1,7198,PSD GLOBAL ACADEMY,H,EMH,N,-,,,8,8,5,5,11,6,1,6,9,,25.
1681,1550,POUDRE R-1,7218,PUTNAM ELEMENTARY SCHOOL,E,E,N,,6,578,5,5,5,6,6,6,6,8,6,5,
1682,1550,POUDRE R-1,7290,RED FEATHER LAKES ELEMENTARY SCHOOL,E,E,N,,,,6,6,7,6,,3,6,6,1,,
1683,1550,POUDRE R-1,7325,RICE ELEMENTARY SCHOOL,E,E,N,,9,296,8,6,7,9,8,8,8,6,9,,
1684,1550,POUDRE R-1,0146,RIDGEVIEW CLASSICAL CHARTER SCHOOLS,E,EMH,N,,6,693,6,9,6,6,6,4,1,6,6,,
1685,1550,POUDRE R-1,0146,RIDGEVIEW CLASSICAL CHARTER SCHOOLS,M,EMH,N,,11,43,12,12,9,12,11,9,9,8,10,,
1686,1550,POUDRE R-1,0146,RIDGEVIEW CLASSICAL CHARTER SCHOOLS,H,EMH,N,-,12,8,13,12,12,13,12,9,9,10,6,,86.
1687,1550,POUDRE R-1,7350,RIFFENBURGH ELEMENTARY SCHOOL,E,E,N,,9,180,9,9,9,9,8,9,10,7,9,7,
1688,1550,POUDRE R-1,7470,ROCKY MOUNTAIN HIGH SCHOOL,H,H,N,80.,6,171,9,8,9,9,9,6,6,6,7,8,89.
1689,1550,POUDRE R-1,7834,SHEPARDSON ELEMENTARY SCHOOL,E,E,N,,9,265,8,7,7,7,9,9,7,9,11,,
1690,1550,POUDRE R-1,8318,STOVE PRAIRIE ELEMENTARY SCHOOL,E,E,N,,,,9,9,9,8,8,6,6,6,6,,
1691,1550,POUDRE R-1,8460,TAVELLI ELEMENTARY SCHOOL,E,E,N,,6,455,7,6,7,8,9,6,6,5,6,6,
1692,1550,POUDRE R-1,8852,TIMNATH ELEMENTARY SCHOOL,E,E,N,,9,236,7,7,7,7,7,9,10,8,9,6,
1693,1550,POUDRE R-1,9251,TRAUT CORE ELEMENTARY SCHOOL,E,E,N,,13,1,13,13,13,13,13,12,11,11,13,,
1694,1550,POUDRE R-1,9330,WEBBER MIDDLE SCHOOL,M,M,N,,7,191,9,9,9,9,9,6,6,6,6,6,
1695,1550,POUDRE R-1,9374,WELLINGTON MIDDLE SCHOOL,M,M,N,,9,140,7,7,8,6,8,9,7,9,7,7,
1696,1550,POUDRE R-1,9380,WERNER ELEMENTARY SCHOOL,E,E,N,,12,26,12,12,11,12,10,12,12,10,12,,
1697,1550,POUDRE R-1,0477,ZACH ELEMENTARY SCHOOL,E,E,N,,13,1,13,12,12,13,13,12,10,9,12,,
1698,3147,PRAIRIE RE-11,7154,PRAIRIE ELEMENTARY SCHOOL,E,E,N,,6,559,9,9,9,9,9,5,3,5,6,,
1699,3147,PRAIRIE RE-11,7156,PRAIRIE JUNIOR-SENIOR HIGH SCHOOL,M,MH,N,,,,9,7,12,9,7,8,6,9,9,,
1700,3147,PRAIRIE RE-11,7156,PRAIRIE JUNIOR-SENIOR HIGH SCHOOL,H,MH,N,-,7,124,9,9,9,8,7,6,7,6,6,,91.
1701,1590,PRIMERO REORGANIZED 2,7160,PRIMERO ELEMENTARY SCHOOL,E,E,N,,6,559,6,6,6,6,,6,6,6,6,,
1702,1590,PRIMERO REORGANIZED 2,7164,PRIMERO JUNIOR-SENIOR HIGH SCHOOL,M,MH,N,,3,452,5,6,5,6,4,3,2,5,3,,
1703,1590,PRIMERO REORGANIZED 2,7164,PRIMERO JUNIOR-SENIOR HIGH SCHOOL,H,MH,N,-,5,247,6,6,5,6,6,3,5,3,5,,84.
1704,0240,PRITCHETT RE-3,7174,PRITCHETT ELEMENTARY SCHOOL,E,E,N,,,,6,6,6,6,6,1,3,5,1,,
1705,0240,PRITCHETT RE-3,7180,PRITCHETT HIGH SCHOOL,H,H,N,-,,,3,3,3,3,3,5,1,7,5,,67.
1706,0240,PRITCHETT RE-3,7176,PRITCHETT MIDDLE SCHOOL,M,M,N,,2,464,6,5,6,6,6,2,3,3,1,,
1707,2690,PUEBLO CITY 60,0738,BELMONT ELEMENTARY SCHOOL,E,E,N,,6,507,7,8,8,8,6,6,3,6,6,,
1708,2690,PUEBLO CITY 60,0756,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,E,E,N,,1,952,6,6,6,6,5,1,1,1,1,8,
1709,2690,PUEBLO CITY 60,0822,BESSEMER ELEMENTARY SCHOOL,E,EM,N,,1,975,1,3,1,3,1,3,2,1,5,13,
1710,2690,PUEBLO CITY 60,0822,BESSEMER ELEMENTARY SCHOOL,M,EM,N,,6,312,3,3,1,3,1,8,12,5,7,,
1711,2690,PUEBLO CITY 60,0860,BEULAH HEIGHTS ELEMENTARY SCHOOL,E,E,N,,6,632,6,6,6,6,6,6,6,9,5,,
1712,2690,PUEBLO CITY 60,0954,BRADFORD ELEMENTARY SCHOOL,E,E,N,,3,913,5,6,6,3,3,3,1,5,1,9,
1713,2690,PUEBLO CITY 60,1304,CARLILE ELEMENTARY SCHOOL,E,E,N,,3,913,6,6,6,6,6,2,3,5,2,3,
1714,2690,PUEBLO CITY 60,1402,CENTENNIAL HIGH SCHOOL,H,H,N,-,5,247,6,6,6,6,6,6,6,6,6,,77.
1715,2690,PUEBLO CITY 60,1454,CENTRAL HIGH SCHOOL,H,H,N,65.,5,264,4,5,1,5,2,6,6,1,7,,70.
1716,2690,PUEBLO CITY 60,1488,CESAR CHAVEZ ACADEMY,E,EM,N,,3,913,6,6,6,6,6,2,2,5,2,5,
1717,2690,PUEBLO CITY 60,1488,CESAR CHAVEZ ACADEMY,M,EM,N,,6,364,6,6,3,6,5,5,6,2,6,,
1718,2690,PUEBLO CITY 60,1828,COLUMBIAN ELEMENTARY SCHOOL,E,E,N,,3,882,5,6,6,5,1,4,3,5,5,,
1719,2690,PUEBLO CITY 60,2096,CORWIN INTERNATIONAL MAGNET SCHOOL,E,EM,N,,9,296,9,9,9,11,7,6,6,6,9,8,
1720,2690,PUEBLO CITY 60,2096,CORWIN INTERNATIONAL MAGNET SCHOOL,M,EM,N,,7,201,9,12,7,12,6,5,6,2,6,,
1721,2690,PUEBLO CITY 60,2394,EAST HIGH SCHOOL,H,H,N,-,3,301,5,5,3,5,5,1,3,1,2,10,73.
1722,2690,PUEBLO CITY 60,2438,EVA R BACA ELEMENTARY SCHOOL,E,E,N,,5,827,5,6,5,4,5,4,3,6,6,1,
1723,2690,PUEBLO CITY 60,2620,FOUNTAIN INTERNATIONAL MAGNET SCHOOL,E,E,N,,,,12,12,11,12,,,,,,12,
1724,2690,PUEBLO CITY 60,3206,FREED MIDDLE SCHOOL,M,M,N,,1,490,3,3,2,2,3,1,1,1,1,3,
1725,2690,PUEBLO CITY 60,1504,GOODNIGHT ELEMENTARY SCHOOL,E,EM,N,,7,434,7,7,7,7,6,6,6,6,6,6,
1726,2690,PUEBLO CITY 60,1504,GOODNIGHT ELEMENTARY SCHOOL,M,EM,N,,11,43,10,10,12,9,7,9,9,8,9,,
1727,2690,PUEBLO CITY 60,3724,HAAFF ELEMENTARY SCHOOL,E,E,N,,3,901,6,6,6,6,6,2,3,2,3,,
1728,2690,PUEBLO CITY 60,3924,HERITAGE ELEMENTARY SCHOOL,E,E,N,,12,56,9,9,9,10,6,12,13,9,9,,
1729,2690,PUEBLO CITY 60,3976,HIGHLAND PARK ELEMENTARY SCHOOL,E,E,N,,7,410,6,6,7,6,5,8,7,6,9,,
1730,2690,PUEBLO CITY 60,4302,IRVING ELEMENTARY SCHOOL,E,E,N,,1,989,3,4,1,3,1,1,1,1,1,8,
1731,2690,PUEBLO CITY 60,4376,JAMES H RISLEY MIDDLE SCHOOL,M,M,N,,1,487,1,2,1,1,3,1,2,1,2,5,
1732,2690,PUEBLO CITY 60,5048,LEMUEL PITTS MIDDLE SCHOOL,M,M,N,,1,489,2,3,1,2,3,1,1,1,1,3,
1733,2690,PUEBLO CITY 60,5916,MINNEQUA ELEMENTARY SCHOOL,E,E,N,,2,945,6,6,6,5,5,2,1,3,2,6,
1734,2690,PUEBLO CITY 60,6132,MORTON ELEMENTARY SCHOOL,E,E,N,,6,578,6,6,7,6,6,6,5,6,6,7,
1735,2690,PUEBLO CITY 60,6770,PARK VIEW ELEMENTARY SCHOOL,E,E,N,,6,578,5,6,5,6,5,7,6,6,6,9,
1736,2690,PUEBLO CITY 60,7209,PUEBLO CHARTER SCHOOL FOR THE ARTS & SCIENCES,E,EM,N,,7,434,6,6,6,6,9,8,10,6,9,,
1737,2690,PUEBLO CITY 60,7209,PUEBLO CHARTER SCHOOL FOR THE ARTS & SCIENCES,M,EM,N,,6,265,6,6,6,6,6,6,6,5,6,,
1738,2690,PUEBLO CITY 60,7481,RONCALLI MIDDLE SCHOOL,M,M,N,,1,481,4,4,4,4,3,1,1,1,1,1,
1739,2690,PUEBLO CITY 60,8030,SOMERLID ELEMENTARY SCHOOL,E,E,N,,5,800,6,6,6,5,5,3,3,5,1,12,
1740,2690,PUEBLO CITY 60,8082,SOUTH HIGH SCHOOL,H,H,N,76.,5,270,6,6,5,6,5,3,6,1,3,6,77.
1741,2690,PUEBLO CITY 60,8116,SOUTH PARK ELEMENTARY SCHOOL,E,E,N,,5,779,6,6,6,6,4,3,6,1,6,,
1742,2690,PUEBLO CITY 60,8402,SUNSET PARK ELEMENTARY SCHOOL,E,E,N,,6,738,7,7,8,7,6,3,2,5,5,,
1743,2690,PUEBLO CITY 60,9188,W H HEATON MIDDLE SCHOOL,M,M,N,,6,356,6,6,6,6,6,5,6,6,5,3,
1744,2700,PUEBLO COUNTY 70,5990,70 ONLINE,E,EMH,N,,,,,,,,,,,,,,
