Record_no,SPF_DIST_NUMBER,SPF_DISTRICT_NAME,SPF_SCHOOL_NUMBER,SPF_SCHOOL_NAME,SPF_EMH_CODE,SPF_INCLUDED_EMH_FOR_A,rate_at.5_chng_ach,rate_at.5_chng_growth,pct_pts_chng_.5
777,0880,DENVER COUNTY 1,8909,TREVISTA ECE8 AT HORACE MANN,E,EM,2,2,2
778,0880,DENVER COUNTY 1,8909,TREVISTA ECE8 AT HORACE MANN,M,EM,3,3,3
779,0880,DENVER COUNTY 1,8970,UNIVERSITY PARK ELEMENTARY SCHOOL,E,E,2,2,2
780,0880,DENVER COUNTY 1,0408,VALDEZ ELEMENTARY SCHOOL,E,E,2,2,3
781,0880,DENVER COUNTY 1,9050,VALVERDE ELEMENTARY SCHOOL,E,E,2,2,3
782,0880,DENVER COUNTY 1,2755,VENTURE PREP,M,MH,2,3,2
783,0880,DENVER COUNTY 1,2755,VENTURE PREP,H,MH,2,3,3
784,0880,DENVER COUNTY 1,8995,VISTA ACADEMY,M,MH,2,2,2
785,0880,DENVER COUNTY 1,8995,VISTA ACADEMY,H,MH,2,2,2
786,0880,DENVER COUNTY 1,9336,WEST DENVER PREP  HIGHLAND CAMPUS,M,M,2,2,2
787,0880,DENVER COUNTY 1,9390,WEST DENVER PREP  LAKE CAMPUS,M,M,1,2,2
788,0880,DENVER COUNTY 1,8085,WEST DENVER PREP:  FEDERAL CAMPUS,M,M,1,1,2
789,0880,DENVER COUNTY 1,9389,WEST DENVER PREP: HARVEY PARK CAMPUS,M,M,1,1,2
790,0880,DENVER COUNTY 1,9408,WEST HIGH SCHOOL,H,H,3,2,2
791,0880,DENVER COUNTY 1,9425,WESTERLY CREEK ELEMENTARY,E,E,2,2,2
792,0880,DENVER COUNTY 1,9548,WHITTIER K8 SCHOOL,E,EM,3,3,3
793,0880,DENVER COUNTY 1,9548,WHITTIER K8 SCHOOL,M,EM,3,2,2
794,0880,DENVER COUNTY 1,9623,WILLIAM (BILL) ROBERTS K8 SCHOOL,E,EM,3,2,3
795,0880,DENVER COUNTY 1,9623,WILLIAM (BILL) ROBERTS K8 SCHOOL,M,EM,2,1,2
796,0880,DENVER COUNTY 1,9739,WYATTEDISON CHARTER ELEMENTARY SCHOOL,E,EM,1,1,1
797,0880,DENVER COUNTY 1,9739,WYATTEDISON CHARTER ELEMENTARY SCHOOL,M,EM,1,1,1
798,0890,DOLORES COUNTY RE NO.2,2216,DOVE CREEK HIGH SCHOOL,M,MH,1,1,1
799,0890,DOLORES COUNTY RE NO.2,2216,DOVE CREEK HIGH SCHOOL,H,MH,1,1,2
800,0890,DOLORES COUNTY RE NO.2,0050,RICO ELEMENTARY SCHOOL,E,E,,,
801,0890,DOLORES COUNTY RE NO.2,7764,SEVENTH STREET ELEMENTARY SCHOOL,E,E,1,2,1
802,2055,DOLORES RE4A,2204,DOLORES ELEMENTARY SCHOOL,E,E,2,1,2
803,2055,DOLORES RE4A,2208,DOLORES HIGH SCHOOL,H,H,2,2,2
804,2055,DOLORES RE4A,2206,DOLORES MIDDLE SCHOOL,M,M,2,1,1
805,0900,DOUGLAS COUNTY RE 1,0011,ACADEMY CHARTER SCHOOL,E,EM,2,2,3
806,0900,DOUGLAS COUNTY RE 1,0011,ACADEMY CHARTER SCHOOL,M,EM,2,1,2
807,0900,DOUGLAS COUNTY RE 1,0012,ACRES GREEN ELEMENTARY SCHOOL,E,E,2,2,2
808,0900,DOUGLAS COUNTY RE 1,0215,AMERICAN ACADEMY,E,EM,2,2,2
809,0900,DOUGLAS COUNTY RE 1,0215,AMERICAN ACADEMY,M,EM,2,2,2
810,0900,DOUGLAS COUNTY RE 1,0354,ARROWWOOD ELEMENTARY SCHOOL,E,E,2,2,2
811,0900,DOUGLAS COUNTY RE 1,0651,BEAR CANYON ELEMENTARY SCHOOL,E,E,2,2,2
812,0900,DOUGLAS COUNTY RE 1,0135,BEN FRANKLIN ACADEMY,E,EM,2,2,2
813,0900,DOUGLAS COUNTY RE 1,0135,BEN FRANKLIN ACADEMY,M,EM,2,2,2
814,0900,DOUGLAS COUNTY RE 1,1131,BUFFALO RIDGE ELEMENTARY SCHOOL,E,E,2,1,2
815,0900,DOUGLAS COUNTY RE 1,1362,CASTLE ROCK ELEMENTARY SCHOOL,E,E,1,2,2
816,0900,DOUGLAS COUNTY RE 1,2226,CASTLE ROCK MIDDLE SCHOOL,M,M,2,2,2
817,0900,DOUGLAS COUNTY RE 1,1367,CASTLE VIEW HIGH SCHOOL,H,H,2,3,2
818,0900,DOUGLAS COUNTY RE 1,1512,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,E,EM,2,2,2
819,0900,DOUGLAS COUNTY RE 1,1512,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,M,EM,2,2,2
820,0900,DOUGLAS COUNTY RE 1,1503,CHAPARRAL HIGH SCHOOL,H,H,2,1,2
821,0900,DOUGLAS COUNTY RE 1,2233,CHEROKEE TRAIL ELEMENTARY SCHOOL,E,E,1,1,2
822,0900,DOUGLAS COUNTY RE 1,1578,CHERRY VALLEY ELEMENTARY SCHOOL,E,E,3,2,2
823,0900,DOUGLAS COUNTY RE 1,0264,CIMARRON MIDDLE,M,M,2,2,2
824,0900,DOUGLAS COUNTY RE 1,0265,CLEAR SKY ELEMENTARY,E,E,2,2,2
825,0900,DOUGLAS COUNTY RE 1,1899,COPPER MESA ELEMENTARY SCHOOL,E,E,2,2,2
826,0900,DOUGLAS COUNTY RE 1,1873,CORE KNOWLEDGE CHARTER SCHOOL,E,EM,2,2,2
827,0900,DOUGLAS COUNTY RE 1,1873,CORE KNOWLEDGE CHARTER SCHOOL,M,EM,2,2,2
828,0900,DOUGLAS COUNTY RE 1,1925,COUGAR RUN ELEMENTARY SCHOOL,E,E,2,1,2
829,0900,DOUGLAS COUNTY RE 1,1934,COYOTE CREEK ELEMENTARY SCHOOL,E,E,2,2,2
830,0900,DOUGLAS COUNTY RE 1,2012,CRESTHILL MIDDLE SCHOOL,M,M,2,2,2
831,0900,DOUGLAS COUNTY RE 1,5997,D C S MONTESSORI CHARTER SCHOOL,E,E,3,3,2
832,0900,DOUGLAS COUNTY RE 1,0201,DANIEL C OAKES HIGH SCHOOLCASTLE ROCK,H,H,,,3
833,0900,DOUGLAS COUNTY RE 1,2230,DOUGLAS COUNTY HIGH SCHOOL,H,H,2,2,2
834,0900,DOUGLAS COUNTY RE 1,2338,EAGLE ACADEMY,H,H,,,2
835,0900,DOUGLAS COUNTY RE 1,2234,EAGLE RIDGE ELEMENTARY SCHOOL,E,E,2,2,2
836,0900,DOUGLAS COUNTY RE 1,5405,EDCSD: COLORADO CYBER SCHOOL,E,EMH,,,1
837,0900,DOUGLAS COUNTY RE 1,5405,EDCSD: COLORADO CYBER SCHOOL,M,EMH,3,3,3
838,0900,DOUGLAS COUNTY RE 1,5405,EDCSD: COLORADO CYBER SCHOOL,H,EMH,1,,2
839,0900,DOUGLAS COUNTY RE 1,2656,ELDORADO ELEMENTARY SCHOOL,E,E,2,3,2
840,0900,DOUGLAS COUNTY RE 1,2965,FLAGSTONE ELEMENTARY SCHOOL,E,E,2,2,2
841,0900,DOUGLAS COUNTY RE 1,3138,FOX CREEK ELEMENTARY SCHOOL,E,E,2,2,2
842,0900,DOUGLAS COUNTY RE 1,3172,FRANKTOWN ELEMENTARY SCHOOL,E,E,2,2,2
843,0900,DOUGLAS COUNTY RE 1,3241,FRONTIER VALLEY ELEMENTARY SCHOOL,E,E,2,3,2
844,0900,DOUGLAS COUNTY RE 1,0266,GOLD RUSH ELEMENTARY,E,E,2,3,3
845,0900,DOUGLAS COUNTY RE 1,3928,HERITAGE ELEMENTARY SCHOOL,E,E,2,2,2
846,0900,DOUGLAS COUNTY RE 1,3980,HIGHLANDS RANCH HIGH SCHOOL,H,H,2,2,2
847,0900,DOUGLAS COUNTY RE 1,3995,HOPE ONLINE,E,EMH,2,3,3
848,0900,DOUGLAS COUNTY RE 1,3995,HOPE ONLINE,M,EMH,2,2,2
849,0900,DOUGLAS COUNTY RE 1,3995,HOPE ONLINE,H,EMH,3,2,3
850,0900,DOUGLAS COUNTY RE 1,4292,IRON HORSE ELEMENTARY SCHOOL,E,E,2,1,2
851,0900,DOUGLAS COUNTY RE 1,4980,LARKSPUR ELEMENTARY SCHOOL,E,E,2,1,1
852,0900,DOUGLAS COUNTY RE 1,5045,LEGACY POINT ELEMENTARY SCHOOL,E,E,2,3,2
853,0900,DOUGLAS COUNTY RE 1,4271,LEGEND HIGH SCHOOL,H,H,2,2,2
854,0900,DOUGLAS COUNTY RE 1,5843,LONE TREE ELEMENTARY,E,E,3,3,3
855,0900,DOUGLAS COUNTY RE 1,2952,MAMMOTH HEIGHTS ELEMENTARY,E,E,2,2,2
856,0900,DOUGLAS COUNTY RE 1,5745,MEADOW VIEW ELEMENTARY SCHOOL,E,E,2,2,2
857,0900,DOUGLAS COUNTY RE 1,0267,MESA MIDDLE SCHOOL,M,M,2,1,2
858,0900,DOUGLAS COUNTY RE 1,6164,MOUNTAIN RIDGE MIDDLE SCHOOL,M,M,2,3,2
859,0900,DOUGLAS COUNTY RE 1,6152,MOUNTAIN VIEW ELEMENTARY SCHOOL,E,E,,,1
860,0900,DOUGLAS COUNTY RE 1,6165,MOUNTAIN VISTA HIGH SCHOOL,H,H,2,2,2
861,0900,DOUGLAS COUNTY RE 1,1579,NORTH STAR ACADEMY,E,EM,2,2,2
862,0900,DOUGLAS COUNTY RE 1,1579,NORTH STAR ACADEMY,M,EM,2,2,2
863,0900,DOUGLAS COUNTY RE 1,6396,NORTHEAST ELEMENTARY SCHOOL,E,E,2,2,2
864,0900,DOUGLAS COUNTY RE 1,6406,NORTHRIDGE ELEMENTARY SCHOOL,E,E,2,2,2
865,0900,DOUGLAS COUNTY RE 1,6938,PINE GROVE ELEMENTARY SCHOOL,E,E,2,2,2
866,0900,DOUGLAS COUNTY RE 1,6940,PINE LANE ELEMENTARY,E,E,2,2,2
867,0900,DOUGLAS COUNTY RE 1,6961,PIONEER ELEMENTARY SCHOOL,E,E,2,2,2
868,0900,DOUGLAS COUNTY RE 1,7047,PLATTE RIVER CHARTER ACADEMY,E,EM,2,2,2
869,0900,DOUGLAS COUNTY RE 1,7047,PLATTE RIVER CHARTER ACADEMY,M,EM,2,2,2
870,0900,DOUGLAS COUNTY RE 1,7118,PONDEROSA HIGH SCHOOL,H,H,2,3,2
871,0900,DOUGLAS COUNTY RE 1,7134,PRAIRIE CROSSING ELEMENTARY SCHOOL,E,E,2,2,2
872,0900,DOUGLAS COUNTY RE 1,7245,RANCH VIEW MIDDLE SCHOOL,M,M,2,2,3
873,0900,DOUGLAS COUNTY RE 1,7297,REDSTONE ELEMENTARY SCHOOL,E,E,2,2,2
874,0900,DOUGLAS COUNTY RE 1,7319,RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL,E,E,2,2,2
875,0900,DOUGLAS COUNTY RE 1,7435,ROCK CANYON HIGH SCHOOL,H,H,2,2,2
876,0900,DOUGLAS COUNTY RE 1,2232,ROCK RIDGE ELEMENTARY SCHOOL,E,E,2,3,2
877,0900,DOUGLAS COUNTY RE 1,7448,ROCKY HEIGHTS MIDDLE SCHOOL,M,M,2,2,2
878,0900,DOUGLAS COUNTY RE 1,2954,ROXBOROUGH INTERMEDIATE,E,E,2,3,2
879,0900,DOUGLAS COUNTY RE 1,7562,SADDLE RANCH ELEMENTARY SCHOOL,E,E,2,2,2
880,0900,DOUGLAS COUNTY RE 1,5607,SAGE CANYON ELEMENTARY,E,E,2,2,2
881,0900,DOUGLAS COUNTY RE 1,6772,SAGEWOOD MIDDLE SCHOOL,M,M,2,2,2
882,0900,DOUGLAS COUNTY RE 1,7610,SAND CREEK ELEMENTARY SCHOOL,E,E,2,2,1
883,0900,DOUGLAS COUNTY RE 1,7718,SEDALIA ELEMENTARY SCHOOL,E,E,1,3,3
884,0900,DOUGLAS COUNTY RE 1,6773,SIERRA MIDDLE SCHOOL,M,M,2,3,2
885,0900,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,E,EM,2,2,2
886,0900,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,M,EM,2,2,2
887,0900,DOUGLAS COUNTY RE 1,8106,SOARING HAWK ELEMENTARY SCHOOL,E,E,2,2,2
888,0900,DOUGLAS COUNTY RE 1,8126,SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,E,E,2,2,2
889,0900,DOUGLAS COUNTY RE 1,5259,STEM MIDDLE & HIGH SCHOOL,M,MH,2,2,2
890,0900,DOUGLAS COUNTY RE 1,5259,STEM MIDDLE & HIGH SCHOOL,H,MH,2,2,2
891,0900,DOUGLAS COUNTY RE 1,2953,STONE MOUNTAIN ELEMENTARY,E,E,2,2,2
892,0900,DOUGLAS COUNTY RE 1,8382,SUMMIT VIEW ELEMENTARY SCHOOL,E,E,2,2,2
893,0900,DOUGLAS COUNTY RE 1,8847,THUNDERRIDGE HIGH SCHOOL,H,H,2,2,2
894,0900,DOUGLAS COUNTY RE 1,8853,TIMBER TRAIL ELEMENTARY SCHOOL,E,E,2,1,2
895,0900,DOUGLAS COUNTY RE 1,8897,TRAILBLAZER ELEMENTARY SCHOOL,E,E,2,2,2
896,0900,DOUGLAS COUNTY RE 1,9592,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,E,E,2,3,2
897,1520,DURANGO 9R,0225,ANIMAS VALLEY ELEMENTARY SCHOOL,E,E,2,1,2
898,1520,DURANGO 9R,2318,DURANGO HIGH SCHOOL,H,H,2,2,2
899,1520,DURANGO 9R,7994,ESCALANTE MIDDLE SCHOOL,M,M,2,3,2
900,1520,DURANGO 9R,3012,FLORIDA MESA ELEMENTARY SCHOOL,E,E,1,2,2
901,1520,DURANGO 9R,3050,FORT LEWIS MESA ELEMENTARY SCHOOL,E,E,3,1,2
902,1520,DURANGO 9R,5888,MILLER MIDDLE SCHOOL,M,M,2,2,2
903,1520,DURANGO 9R,6222,NEEDHAM ELEMENTARY SCHOOL,E,E,2,1,1
904,1520,DURANGO 9R,6738,PARK ELEMENTARY SCHOOL,E,E,2,1,2
905,1520,DURANGO 9R,7402,RIVERVIEW ELEMENTARY SCHOOL,E,E,2,1,1
906,1520,DURANGO 9R,8388,SUNNYSIDE ELEMENTARY SCHOOL,E,E,1,2,2
907,1430,EADS RE1,2328,EADS ELEMENTARY SCHOOL,E,E,3,,3
908,1430,EADS RE1,2336,EADS HIGH SCHOOL,H,H,3,3,3
909,1430,EADS RE1,2332,EADS MIDDLE SCHOOL,M,M,2,3,3
910,0910,EAGLE COUNTY RE 50,0471,AVON ELEMENTARY SCHOOL,E,E,2,1,2
911,0910,EAGLE COUNTY RE 50,0604,BATTLE MOUNTAIN HIGH SCHOOL,H,H,2,3,3
912,0910,EAGLE COUNTY RE 50,0793,BERRY CREEK MIDDLE SCHOOL,M,M,2,1,1
913,0910,EAGLE COUNTY RE 50,0038,BRUSH CREEK ELEMENTARY SCHOOL,E,E,2,1,2
914,0910,EAGLE COUNTY RE 50,2340,EAGLE COUNTY CHARTER ACADEMY,E,EM,1,2,2
915,0910,EAGLE COUNTY RE 50,2340,EAGLE COUNTY CHARTER ACADEMY,M,EM,1,2,2
916,0910,EAGLE COUNTY RE 50,2346,EAGLE VALLEY ELEMENTARY SCHOOL,E,E,1,1,1
917,0910,EAGLE COUNTY RE 50,2350,EAGLE VALLEY HIGH SCHOOL,H,H,2,2,2
918,0910,EAGLE COUNTY RE 50,2355,EAGLE VALLEY MIDDLE SCHOOL,M,M,2,2,2
919,0910,EAGLE COUNTY RE 50,2530,EDWARDS ELEMENTARY SCHOOL,E,E,2,2,2
920,0910,EAGLE COUNTY RE 50,0039,GYPSUM CREEK MIDDLE SCHOOL,M,M,1,1,2
921,0910,EAGLE COUNTY RE 50,3710,GYPSUM ELEMENTARY SCHOOL,E,E,2,1,2
922,0910,EAGLE COUNTY RE 50,5742,HOMESTAKE PEAK SCHOOL,E,EM,2,2,1
923,0910,EAGLE COUNTY RE 50,5742,HOMESTAKE PEAK SCHOOL,M,EM,2,2,2
924,0910,EAGLE COUNTY RE 50,4838,JUNE CREEK ELEMENTARY SCHOOL,E,E,2,1,1
925,0910,EAGLE COUNTY RE 50,6238,NEW AMERICA CHARTER SCHOOL,H,H,,,1
926,0910,EAGLE COUNTY RE 50,0205,RED CANYON HIGH SCHOOL,H,H,1,,2
927,0910,EAGLE COUNTY RE 50,0037,RED HILL ELEMENTARY SCHOOL,E,E,2,1,2
928,0910,EAGLE COUNTY RE 50,7296,RED SANDSTONE ELEMENTARY SCHOOL,E,E,2,1,2
929,0910,EAGLE COUNTY RE 50,9061,VAIL SKI AND SNOWBOARD ACADEMY (USSA),E,EMH,2,2,2
930,0910,EAGLE COUNTY RE 50,9061,VAIL SKI AND SNOWBOARD ACADEMY (USSA),M,EMH,2,1,2
931,0910,EAGLE COUNTY RE 50,9061,VAIL SKI AND SNOWBOARD ACADEMY (USSA),H,EMH,2,2,2
932,0910,EAGLE COUNTY RE 50,9701,WORLD ACADEMY,M,M,,,
933,1350,EAST GRAND 2,2376,EAST GRAND MIDDLE SCHOOL,M,M,2,2,2
934,1350,EAST GRAND 2,3182,FRASER VALLEY ELEMENTARY SCHOOL,E,E,2,3,2
935,1350,EAST GRAND 2,3556,GRANBY ELEMENTARY SCHOOL,E,E,2,1,1
936,1350,EAST GRAND 2,4277,INDIAN PEAKS CHARTER SCHOOL,E,EM,,,1
937,1350,EAST GRAND 2,4277,INDIAN PEAKS CHARTER SCHOOL,M,EM,1,,1
938,1350,EAST GRAND 2,5864,MIDDLE PARK HIGH SCHOOL,H,H,3,3,3
939,2520,EAST OTERO R1,4841,LA JUNTA INTERMEDIATE SCHOOL,E,E,1,1,2
940,2520,EAST OTERO R1,5015,LA JUNTA JR/SR HIGH SCHOOL,M,MH,1,1,2
941,2520,EAST OTERO R1,5015,LA JUNTA JR/SR HIGH SCHOOL,H,MH,1,1,2
942,3085,EATON RE2,0754,BENJAMIN EATON ELEMENTARY SCHOOL,E,E,2,1,2
943,3085,EATON RE2,2456,EATON HIGH SCHOOL,H,H,2,2,2
944,3085,EATON RE2,2452,EATON MIDDLE SCHOOL,M,M,2,1,2
945,3085,EATON RE2,3286,GALETON ELEMENTARY SCHOOL,E,E,1,1,1
946,1120,EDISON 54 JT,2504,EDISON ACADEMY,M,MH,,,
947,1120,EDISON 54 JT,2504,EDISON ACADEMY,H,MH,,,2
948,1120,EDISON 54 JT,2514,EDISON ELEMENTARY SCHOOL,E,E,1,1,1
949,1120,EDISON 54 JT,2526,EDISON JUNIORSENIOR HIGH SCHOOL,M,MH,3,3,3
950,1120,EDISON 54 JT,2526,EDISON JUNIORSENIOR HIGH SCHOOL,H,MH,,,2
951,0950,ELBERT 200,2570,ELBERT ELEMENTARY SCHOOL,E,E,2,2,3
952,0950,ELBERT 200,2574,ELBERT JUNIORSENIOR HIGH SCHOOL,M,MH,1,1,2
953,0950,ELBERT 200,2574,ELBERT JUNIORSENIOR HIGH SCHOOL,H,MH,3,3,3
954,0920,ELIZABETH C1,2608,ELIZABETH HIGH SCHOOL,H,H,2,2,2
955,0920,ELIZABETH C1,2604,ELIZABETH MIDDLE SCHOOL,M,M,1,1,2
956,0920,ELIZABETH C1,3236,FRONTIER HIGH SCHOOL,H,H,3,,3
957,0920,ELIZABETH C1,2572,LEGACY ACADEMY,E,EM,1,1,2
958,0920,ELIZABETH C1,2572,LEGACY ACADEMY,M,EM,1,1,1
959,0920,ELIZABETH C1,7517,RUNNING CREEK ELEMENTARY SCHOOL,E,E,2,1,2
960,0920,ELIZABETH C1,7925,SINGING HILLS ELEMENTARY SCHOOL,E,E,1,1,1
961,1050,ELLICOTT 22,2638,ELLICOTT ELEMENTARY SCHOOL,E,E,2,3,3
962,1050,ELLICOTT 22,2640,ELLICOTT MIDDLE SCHOOL,M,M,1,1,2
963,1050,ELLICOTT 22,2642,ELLICOTT SENIOR HIGH SCHOOL,H,H,1,1,2
964,0120,ENGLEWOOD 1,1514,CHARLES HAY WORLD SCHOOL,E,E,2,1,1
965,0120,ENGLEWOOD 1,1556,CHERRELYN ELEMENTARY SCHOOL,E,E,2,1,1
966,0120,ENGLEWOOD 1,1652,CLAYTON ELEMENTARY SCHOOL,E,E,2,3,2
967,0120,ENGLEWOOD 1,0206,COLORADO'S FINEST ALTERNATIVE HIGH SCHOOL,H,H,1,1,2
968,0120,ENGLEWOOD 1,2746,ENGLEWOOD HIGH SCHOOL,H,H,1,2,2
969,0120,ENGLEWOOD 1,2750,ENGLEWOOD LEADERSHIP ACADEMY,M,M,2,3,3
970,0120,ENGLEWOOD 1,2752,ENGLEWOOD MIDDLE SCHOOL,M,M,2,3,3
971,0120,ENGLEWOOD 1,9620,WM E BISHOP ELEMENTARY SCHOOL,E,E,3,2,2
972,9130,EXPEDITIONARY BOCES,2840,EXPEDITIONARY LEARNING SCHOOL,E,EMH,2,3,2
973,9130,EXPEDITIONARY BOCES,2840,EXPEDITIONARY LEARNING SCHOOL,M,EMH,2,3,3
974,9130,EXPEDITIONARY BOCES,2840,EXPEDITIONARY LEARNING SCHOOL,H,EMH,3,2,2
975,1110,FALCON 49,0555,BANNING LEWIS RANCH ACADEMY,E,EM,3,3,3
976,1110,FALCON 49,0555,BANNING LEWIS RANCH ACADEMY,M,EM,2,3,2
977,1110,FALCON 49,1618,EVANS INTERNATIONAL ELEMENTARY SCHOOL,E,E,1,1,1
978,1110,FALCON 49,2902,FALCON ELEMENTARY SCHOOL,E,E,2,2,2
979,1110,FALCON 49,2908,FALCON HIGH SCHOOL,H,H,2,2,2
980,1110,FALCON 49,2906,FALCON MIDDLE SCHOOL,M,M,2,2,2
981,1110,FALCON 49,2877,FALCON VIRTUAL ACADEMY,E,EMH,3,,3
982,1110,FALCON 49,2877,FALCON VIRTUAL ACADEMY,M,EMH,2,2,2
983,1110,FALCON 49,2877,FALCON VIRTUAL ACADEMY,H,EMH,3,2,2
984,1110,FALCON 49,4102,HORIZON MIDDLE SCHOOL,M,M,2,2,2
985,1110,FALCON 49,5779,MERIDIAN RANCH INTERNATIONAL SCHOOL,E,E,2,2,3
986,1110,FALCON 49,6483,ODYSSEY ELEMENTARY SCHOOL,E,E,1,2,2
987,1110,FALCON 49,6810,PATRIOT LEARNING CENTER,M,MH,2,3,3
988,1110,FALCON 49,6810,PATRIOT LEARNING CENTER,H,MH,3,1,2
989,1110,FALCON 49,6935,PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,E,EM,2,3,2
990,1110,FALCON 49,6935,PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,M,EM,3,3,3
991,1110,FALCON 49,7317,REMINGTON ELEMENTARY SCHOOL,E,E,1,1,1
992,1110,FALCON 49,7339,RIDGEVIEW ELEMENTARY SCHOOL,E,E,2,2,2
993,1110,FALCON 49,7463,ROCKY MOUNTAIN CLASSICAL ACADEMY,E,EM,2,2,2
994,1110,FALCON 49,7463,ROCKY MOUNTAIN CLASSICAL ACADEMY,M,EM,2,3,2
995,1110,FALCON 49,7613,SAND CREEK HIGH SCHOOL,H,H,2,2,3
996,1110,FALCON 49,7960,SKYVIEW MIDDLE SCHOOL,M,M,2,2,2
997,1110,FALCON 49,8010,SPRINGS RANCH ELEMENTARY SCHOOL,E,E,2,3,2
998,1110,FALCON 49,8266,STETSON ELEMENTARY SCHOOL,E,E,2,3,2
999,1110,FALCON 49,4251,THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH,E,EM,2,1,2
1000,1110,FALCON 49,4251,THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH,M,EM,2,1,2
1001,1110,FALCON 49,8791,VISTA RIDGE HIGH SCHOOL,H,H,1,1,1
1002,1110,FALCON 49,9706,WOODMEN HILLS ELEMENTARY SCHOOL,E,E,2,1,1
1003,2405,FORT MORGAN RE3,0492,BAKER CENTRAL SCHOOL,E,E,1,1,1
1004,2405,FORT MORGAN RE3,1850,COLUMBINE ELEMENTARY SCHOOL,E,E,3,1,2
1005,2405,FORT MORGAN RE3,3078,FORT MORGAN HIGH SCHOOL,H,H,2,1,2
1006,2405,FORT MORGAN RE3,3074,FORT MORGAN MIDDLE SCHOOL,M,M,3,2,3
1007,2405,FORT MORGAN RE3,3620,GREEN ACRES ELEMENTARY SCHOOL,E,E,3,3,2
1008,2405,FORT MORGAN RE3,5180,LINCOLN HIGH SCHOOL,H,H,,,2
1009,2405,FORT MORGAN RE3,6954,PIONEER ELEMENTARY SCHOOL,E,E,3,3,2
1010,1000,FOUNTAIN 8,1334,ABRAMS ELEMENTARY SCHOOL,E,E,2,3,2
1011,1000,FOUNTAIN 8,3102,ARAGON ELEMENTARY SCHOOL,E,E,3,3,2
1012,1000,FOUNTAIN 8,1332,CARSON MIDDLE SCHOOL,M,M,2,1,1
1013,1000,FOUNTAIN 8,3027,EAGLESIDE ELEMENTARY SCHOOL,E,E,2,3,2
1014,1000,FOUNTAIN 8,3106,FOUNTAIN MIDDLE SCHOOL,M,M,1,2,1
1015,1000,FOUNTAIN 8,3110,FOUNTAINFORT CARSON HIGH SCHOOL,H,H,3,3,2
1016,1000,FOUNTAIN 8,4474,JORDAHL ELEMENTARY SCHOOL,E,E,2,3,2
1017,1000,FOUNTAIN 8,0203,LORRAINE SECONDARY SCHOOL,M,MH,,,1
1018,1000,FOUNTAIN 8,0203,LORRAINE SECONDARY SCHOOL,H,MH,,,2
1019,1000,FOUNTAIN 8,3108,MESA ELEMENTARY SCHOOL,E,E,2,3,3
1020,1000,FOUNTAIN 8,6138,MOUNTAINSIDE ELEMENTARY SCHOOL,E,E,3,1,2
1021,1000,FOUNTAIN 8,6338,PATRIOT ELEMENTARY SCHOOL,E,E,1,3,2
1022,1000,FOUNTAIN 8,9610,WEIKEL ELEMENTARY SCHOOL,E,E,2,3,3
1023,2540,FOWLER R4J,0056,FOWLER ELEMENTARY SCHOOL,E,E,2,1,2
1024,2540,FOWLER R4J,3134,FOWLER HIGH SCHOOL,H,H,3,2,2
1025,2540,FOWLER R4J,3130,FOWLER JUNIOR HIGH SCHOOL,M,M,2,2,2
1026,1150,FREMONT RE2,3002,FLORENCE HIGH SCHOOL,H,H,1,1,2
1027,1150,FREMONT RE2,2961,FOCUS ACADEMY,M,MH,,,
1028,1150,FREMONT RE2,2961,FOCUS ACADEMY,H,MH,,,3
1029,1150,FREMONT RE2,3224,FREMONT ELEMENTARY SCHOOL,E,E,2,3,3
1030,1150,FREMONT RE2,3226,FREMONT MIDDLE SCHOOL,M,M,2,2,2
1031,1150,FREMONT RE2,6858,PENROSE ELEMENTARY SCHOOL,E,E,1,1,2
1032,1850,FRENCHMAN RE3,2980,FLEMING ELEMENTARY SCHOOL,E,E,1,2,2
1033,1850,FRENCHMAN RE3,2988,FLEMING HIGH SCHOOL,M,MH,2,3,3
1034,1850,FRENCHMAN RE3,2988,FLEMING HIGH SCHOOL,H,MH,3,3,2
1035,1220,GARFIELD 16,3578,BEA UNDERWOOD ELEMENTARY SCHOOL,E,E,2,3,3
1036,1220,GARFIELD 16,3586,GRAND VALLEY HIGH SCHOOL,H,H,2,2,2
1037,1220,GARFIELD 16,8274,GRAND VALLEY MIDDLE SCHOOL,M,M,2,3,2
1038,1195,GARFIELD RE2,7890,CACTUS VALLEY ELEMENTARY SCHOOL,E,E,3,2,2
1039,1195,GARFIELD RE2,0065,COAL RIDGE HIGH SCHOOL,H,H,2,2,2
1040,1195,GARFIELD RE2,2573,ELK CREEK ELEMENTARY,E,E,3,3,2
1041,1195,GARFIELD RE2,3281,GRAHAM MESA ELEMENTARY SCHOOL,E,E,2,2,2
