DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,% FREE AND REDUCED,,,Developed: 11-5-12
1010,COLORADO SPRINGS 11,1870,CORONADO HIGH SCHOOL,36.44%,,,
1010,COLORADO SPRINGS 11,1885,COMMUNITY PREP CHARTER SCHOOL,50.48%,,,
1010,COLORADO SPRINGS 11,2202,DOHERTY HIGH SCHOOL,32.23%,,,
1010,COLORADO SPRINGS 11,2510,EDISON ELEMENTARY SCHOOL,82.07%,,,
1010,COLORADO SPRINGS 11,2528,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,74.15%,,,
1010,COLORADO SPRINGS 11,3175,FREEDOM ELEMENTARY SCHOOL,21.07%,,,
1010,COLORADO SPRINGS 11,3218,FREMONT ELEMENTARY SCHOOL,53.71%,,,
1010,COLORADO SPRINGS 11,3360,GALILEO SCHOOL OF MATH AND SCIENCE,76.33%,,,
1010,COLORADO SPRINGS 11,3470,GLOBE CHARTER SCHOOL,60.42%,,,
1010,COLORADO SPRINGS 11,3592,GRANT ELEMENTARY SCHOOL,66.60%,,,
1010,COLORADO SPRINGS 11,3890,HUNT ELEMENTARY SCHOOL,93.45%,,,
1010,COLORADO SPRINGS 11,3920,HENRY ELEMENTARY SCHOOL,63.61%,,,
1010,COLORADO SPRINGS 11,4070,HOLMES MIDDLE SCHOOL,38.34%,,,
1010,COLORADO SPRINGS 11,4090,MANN MIDDLE SCHOOL,65.00%,,,
1010,COLORADO SPRINGS 11,4138,HOWBERT ELEMENTARY SCHOOL,43.42%,,,
1010,COLORADO SPRINGS 11,4358,JACKSON ELEMENTARY SCHOOL,74.64%,,,
1010,COLORADO SPRINGS 11,4424,JENKINS MIDDLE SCHOOL,23.15%,,,
1010,COLORADO SPRINGS 11,4530,KELLER ELEMENTARY SCHOOL,56.66%,,,
1010,COLORADO SPRINGS 11,5146,LIFE SKILLS CENTER OF COLORADO SPRINGS,51.33%,,,
1010,COLORADO SPRINGS 11,5162,LINCOLN ELEMENTARY SCHOOL,91.76%,,,
1010,COLORADO SPRINGS 11,5404,MADISON ELEMENTARY SCHOOL,61.00%,,,
1010,COLORADO SPRINGS 11,5576,TWAIN ELEMENTARY SCHOOL,81.65%,,,
1010,COLORADO SPRINGS 11,5604,KING ELEMENTARY SCHOOL,53.63%,,,
1010,COLORADO SPRINGS 11,5610,MARTINEZ ELEMENTARY SCHOOL,21.77%,,,
1010,COLORADO SPRINGS 11,5878,MIDLAND ELEMENTARY SCHOOL,80.38%,,,
1010,COLORADO SPRINGS 11,5948,MITCHELL HIGH SCHOOL,60.75%,,,
1010,COLORADO SPRINGS 11,5988,MONROE ELEMENTARY SCHOOL,88.53%,,,
1010,COLORADO SPRINGS 11,6306,NORTH MIDDLE SCHOOL,61.54%,,,
1010,COLORADO SPRINGS 11,6680,PALMER HIGH SCHOOL,40.42%,,,
1010,COLORADO SPRINGS 11,6856,PENROSE ELEMENTARY SCHOOL,61.80%,,,
1010,COLORADO SPRINGS 11,7228,QUEEN PALMER ELEMENTARY SCHOOL,93.98%,,,
1010,COLORADO SPRINGS 11,7482,ROOSEVELT EDISON CHARTER SCHOOL,86.15%,,,
1010,COLORADO SPRINGS 11,7513,RUDY ELEMENTARY SCHOOL,45.95%,,,
1010,COLORADO SPRINGS 11,7523,RUSSELL MIDDLE SCHOOL,51.90%,,,
1010,COLORADO SPRINGS 11,7556,SABIN MIDDLE SCHOOL,62.47%,,,
1010,COLORADO SPRINGS 11,7705,SCOTT ELEMENTARY SCHOOL,29.09%,,,
1010,COLORADO SPRINGS 11,8246,STEELE ELEMENTARY SCHOOL,16.54%,,,
1010,COLORADO SPRINGS 11,8346,STRATTON ELEMENTARY SCHOOL,40.33%,,,
1010,COLORADO SPRINGS 11,8359,SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),73.32%,,,
1010,COLORADO SPRINGS 11,8457,JACK SWIGERT AEROSPACE ACADEMY,85.38%,,,
1010,COLORADO SPRINGS 11,8466,TAYLOR ELEMENTARY SCHOOL,55.94%,,,
1010,COLORADO SPRINGS 11,8902,TRAILBLAZER ELEMENTARY SCHOOL,30.69%,,,
1010,COLORADO SPRINGS 11,9298,WASSON HIGH SCHOOL,61.45%,,,
1010,COLORADO SPRINGS 11,9404,WEST INTERGENERATIONAL CENTER,70.00%,,,
1010,COLORADO SPRINGS 11,9445,WEST ELEMENTARY SCHOOL,77.98%,,,
1010,COLORADO SPRINGS 11,9618,ROGERS ELEMENTARY SCHOOL,78.73%,,,
1010,COLORADO SPRINGS 11,9660,WILSON ELEMENTARY SCHOOL,87.19%,,,
1020,CHEYENNE MOUNTAIN 12,1582,CHEYENNE MOUNTAIN CHARTER ACADEMY,26.19%,,,
1020,CHEYENNE MOUNTAIN 12,1586,CHEYENNE MOUNTAIN ELEMENTARY SCHOOL,4.63%,,,
1020,CHEYENNE MOUNTAIN 12,1588,CHEYENNE MOUNTAIN JUNIOR HIGH SCHOOL,11.22%,,,
1020,CHEYENNE MOUNTAIN 12,1590,CHEYENNE MOUNTAIN HIGH SCHOOL,9.06%,,,
1020,CHEYENNE MOUNTAIN 12,1592,BROADMOOR ELEMENTARY SCHOOL,12.89%,,,
1020,CHEYENNE MOUNTAIN 12,1596,CANON ELEMENTARY SCHOOL,0.00%,,,
1020,CHEYENNE MOUNTAIN 12,1604,SKYWAY PARK ELEMENTARY SCHOOL,38.41%,,,
1020,CHEYENNE MOUNTAIN 12,3482,GOLD CAMP ELEMENTARY SCHOOL,11.92%,,,
1020,CHEYENNE MOUNTAIN 12,6953,PINON VALLEY ELEMENTARY SCHOOL,12.96%,,,
1030,MANITOU SPRINGS 14,5460,MANITOU SPRINGS ELEMENTARY SCHOOL,30.84%,,,
1030,MANITOU SPRINGS 14,5464,MANITOU SPRINGS MIDDLE SCHOOL,31.72%,,,
1030,MANITOU SPRINGS 14,5468,MANITOU SPRINGS HIGH SCHOOL,20.00%,,,
1030,MANITOU SPRINGS 14,9010,UTE PASS ELEMENTARY SCHOOL,35.51%,,,
1040,ACADEMY 20,0017,ACADEMY ENDEAVOUR ELEMENTARY SCHOOL,14.47%,,,
1040,ACADEMY 20,0019,ACADEMY INTERNATIONAL ELEMENTARY SCHOOL,8.32%,,,
1040,ACADEMY 20,0074,CHALLENGER MIDDLE SCHOOL,8.61%,,,
1040,ACADEMY 20,0076,AIR ACADEMY HIGH SCHOOL,8.79%,,,
1040,ACADEMY 20,0110,ACADEMY ONLINE HIGH SCHOOL,3.13%,,,
1040,ACADEMY 20,0209,ASPEN VALLEY HIGH SCHOOL,18.18%,,,
1040,ACADEMY 20,0249,ANTELOPE TRAILS ELEMENTARY SCHOOL,8.45%,,,
1040,ACADEMY 20,1615,CHINOOK TRAIL ELEMENTARY SCHOOL,4.35%,,,
1040,ACADEMY 20,1627,THE CLASSICAL ACADEMY CHARTER,5.46%,,,
1040,ACADEMY 20,1629,THE CLASSICAL ACADEMY MIDDLE SCHOOL,6.45%,,,
1040,ACADEMY 20,1630,THE CLASSICAL ACADEMY HIGH SCHOOL,5.26%,,,
1040,ACADEMY 20,2195,DISCOVERY CANYON CAMPUS SCHOOL,7.71%,,,
1040,ACADEMY 20,2248,DOUGLASS VALLEY ELEMENTARY SCHOOL,30.55%,,,
1040,ACADEMY 20,2358,EAGLEVIEW MIDDLE SCHOOL,15.26%,,,
1040,ACADEMY 20,2524,EDITH WOLFORD ELEMENTARY SCHOOL,20.48%,,,
1040,ACADEMY 20,2800,EXPLORER ELEMENTARY SCHOOL,14.92%,,,
1040,ACADEMY 20,3104,FOOTHILLS ELEMENTARY SCHOOL,16.51%,,,
1040,ACADEMY 20,3238,FRONTIER ELEMENTARY SCHOOL,29.31%,,,
1040,ACADEMY 20,3985,HIGH PLAINS ELEMENTARY SCHOOL,35.67%,,,
1040,ACADEMY 20,5126,LIBERTY HIGH SCHOOL,8.13%,,,
1040,ACADEMY 20,6140,MOUNTAIN RIDGE MIDDLE SCHOOL,19.68%,,,
1040,ACADEMY 20,6158,MOUNTAIN VIEW ELEMENTARY SCHOOL,7.76%,,,
1040,ACADEMY 20,6937,PINE CREEK HIGH SCHOOL,3.83%,,,
1040,ACADEMY 20,6960,PIONEER ELEMENTARY SCHOOL,54.35%,,,
1040,ACADEMY 20,7159,PRAIRIE HILLS ELEMENTARY SCHOOL,18.75%,,,
1040,ACADEMY 20,7240,RAMPART HIGH SCHOOL,12.65%,,,
1040,ACADEMY 20,7247,RANCH CREEK ELEMENTARY,11.64%,,,
1040,ACADEMY 20,7460,ROCKRIMMON ELEMENTARY SCHOOL,17.73%,,,
1040,ACADEMY 20,8779,TCA COLLEGE PATHWAYS,3.54%,,,
1040,ACADEMY 20,8813,THE DA VINCI ACADEMY SCHOOL,9.07%,,,
1040,ACADEMY 20,8851,TIMBERVIEW MIDDLE SCHOOL,15.80%,,,
1040,ACADEMY 20,9714,WOODMEN-ROBERTS ELEMENTARY SCHOOL,9.68%,,,
1050,ELLICOTT 22,2638,ELLICOTT ELEMENTARY SCHOOL,67.25%,,,
1050,ELLICOTT 22,2640,ELLICOTT MIDDLE SCHOOL,64.22%,,,
1050,ELLICOTT 22,2642,ELLICOTT SENIOR HIGH SCHOOL,55.91%,,,
1060,PEYTON 23 JT,6898,PEYTON ELEMENTARY SCHOOL,27.55%,,,
1060,PEYTON 23 JT,6902,PEYTON JUNIOR/SENIOR HIGH SCHOOL,25.00%,,,
1070,HANOVER 28,3758,HANOVER JUNIOR-SENIOR HIGH SCHOOL,57.36%,,,
1070,HANOVER 28,6701,PRAIRIE HEIGHTS ELEMENTARY SCHOOL,79.10%,,,
1080,LEWIS-PALMER 38,3539,BEAR CREEK ELEMENTARY SCHOOL,13.35%,,,
1080,LEWIS-PALMER 38,4686,RAY E KILMER ELEMENTARY SCHOOL,9.59%,,,
1080,LEWIS-PALMER 38,5093,MONUMENT CHARTER ACADEMY,7.37%,,,
1080,LEWIS-PALMER 38,5096,LEWIS-PALMER ELEMENTARY SCHOOL,13.01%,,,
1080,LEWIS-PALMER 38,5098,LEWIS-PALMER MIDDLE SCHOOL,13.62%,,,
1080,LEWIS-PALMER 38,5100,LEWIS-PALMER HIGH SCHOOL,7.64%,,,
1080,LEWIS-PALMER 38,6678,PALMER RIDGE HIGH SCHOOL,11.49%,,,
1080,LEWIS-PALMER 38,6682,PALMER LAKE ELEMENTARY SCHOOL,33.96%,,,
1080,LEWIS-PALMER 38,7165,PRAIRIE WINDS ELEMENTARY SCHOOL,5.76%,,,
1110,FALCON 49,0555,BANNING LEWIS RANCH ACADEMY,10.78%,,,
1110,FALCON 49,1618,EVANS INTERNATIONAL ELEMENTARY SCHOOL,48.06%,,,
1110,FALCON 49,2877,FALCON VIRTUAL ACADEMY,5.25%,,,
1110,FALCON 49,2902,FALCON ELEMENTARY SCHOOL,40.06%,,,
1110,FALCON 49,2906,FALCON MIDDLE SCHOOL,19.32%,,,
1110,FALCON 49,2908,FALCON HIGH SCHOOL,16.46%,,,
1110,FALCON 49,4102,HORIZON MIDDLE SCHOOL,34.96%,,,
1110,FALCON 49,4251,THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH,5.11%,,,
1110,FALCON 49,5779,MERIDIAN RANCH INTERNATIONAL SCHOOL,13.94%,,,
1110,FALCON 49,6483,ODYSSEY ELEMENTARY SCHOOL,42.83%,,,
1110,FALCON 49,6810,PATRIOT LEARNING CENTER,33.48%,,,
1110,FALCON 49,6935,PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,14.39%,,,
1110,FALCON 49,7317,REMINGTON ELEMENTARY SCHOOL,26.88%,,,
1110,FALCON 49,7339,RIDGEVIEW ELEMENTARY SCHOOL,21.61%,,,
1110,FALCON 49,7463,ROCKY MOUNTAIN CLASSICAL ACADEMY,12.22%,,,
1110,FALCON 49,7613,SAND CREEK HIGH SCHOOL,26.72%,,,
1110,FALCON 49,7960,SKYVIEW MIDDLE SCHOOL,25.39%,,,
1110,FALCON 49,8010,SPRINGS RANCH ELEMENTARY SCHOOL,19.67%,,,
1110,FALCON 49,8266,STETSON ELEMENTARY SCHOOL,20.24%,,,
1110,FALCON 49,8791,VISTA RIDGE HIGH SCHOOL,15.78%,,,
1110,FALCON 49,9706,WOODMEN HILLS ELEMENTARY SCHOOL,17.91%,,,
1120,EDISON 54 JT,2504,EDISON ACADEMY,0.00%,,,
1120,EDISON 54 JT,2514,EDISON ELEMENTARY SCHOOL,72.22%,,,
1120,EDISON 54 JT,2526,EDISON JUNIOR-SENIOR HIGH SCHOOL,31.48%,,,
1130,MIAMI/YODER 60 JT,5850,MIAMI/YODER ELEMENTARY SCHOOL,62.73%,,,
1130,MIAMI/YODER 60 JT,5854,MIAMI-YODER SENIOR HIGH SCHOOL,54.95%,,,
1130,MIAMI/YODER 60 JT,5870,MIAMI-YODER JUNIOR HIGH SCHOOL,69.05%,,,
1140,CANON CITY RE-1,0419,CANON ONLINE ACADEMY,39.39%,,,
1140,CANON CITY RE-1,1262,CANON CITY MIDDLE SCHOOL,55.29%,,,
1140,CANON CITY RE-1,1266,CANON CITY HIGH SCHOOL,42.29%,,,
1140,CANON CITY RE-1,3211,GARDEN PARK HIGH SCHOOL,55.10%,,,
1140,CANON CITY RE-1,3802,HARRISON SCHOOL,60.71%,,,
1140,CANON CITY RE-1,5166,LINCOLN ELEMENTARY SCHOOL,59.68%,,,
1140,CANON CITY RE-1,5414,MADISON EXPLORATORY SCHOOL,40.28%,,,
1140,CANON CITY RE-1,5704,MCKINLEY ELEMENTARY SCHOOL,54.48%,,,
1140,CANON CITY RE-1,6752,MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL,30.83%,,,
1140,CANON CITY RE-1,7950,SKYLINE ELEMENTARY SCHOOL,72.65%,,,
1140,CANON CITY RE-1,9248,WASHINGTON ELEMENTARY SCHOOL,61.13%,,,
1150,FREMONT RE-2,2961,FOCUS ACADEMY,38.46%,,,
1150,FREMONT RE-2,3002,FLORENCE HIGH SCHOOL,34.33%,,,
1150,FREMONT RE-2,3224,FREMONT ELEMENTARY SCHOOL,62.19%,,,
1150,FREMONT RE-2,3226,FREMONT MIDDLE SCHOOL,55.12%,,,
1150,FREMONT RE-2,6858,PENROSE ELEMENTARY SCHOOL,53.47%,,,
1160,COTOPAXI RE-3,3220,COTOPAXI ELEMENTARY SCHOOL,49.47%,,,
1160,COTOPAXI RE-3,3228,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,56.70%,,,
1180,ROARING FORK RE-1,0429,CARBONDALE COMMUNITY CHARTER SCHOOL,14.81%,,,
1180,ROARING FORK RE-1,0560,BASALT ELEMENTARY SCHOOL,37.20%,,,
1180,ROARING FORK RE-1,0561,BASALT MIDDLE SCHOOL,42.89%,,,
1180,ROARING FORK RE-1,0570,BASALT HIGH SCHOOL,33.42%,,,
1180,ROARING FORK RE-1,1006,BRIDGES,33.75%,,,
1180,ROARING FORK RE-1,1296,CARBONDALE MIDDLE SCHOOL,59.94%,,,
1180,ROARING FORK RE-1,2063,CRYSTAL RIVER ELEMENTARY SCHOOL,57.04%,,,
1180,ROARING FORK RE-1,3460,GLENWOOD SPRINGS ELEMENTARY SCHOOL,43.31%,,,
1180,ROARING FORK RE-1,3464,GLENWOOD SPRINGS MIDDLE SCHOOL,30.84%,,,
1180,ROARING FORK RE-1,3468,GLENWOOD SPRINGS HIGH SCHOOL,15.26%,,,
1180,ROARING FORK RE-1,7422,ROARING FORK HIGH SCHOOL,44.14%,,,
1180,ROARING FORK RE-1,8038,SOPRIS ELEMENTARY SCHOOL,38.24%,,,
1195,GARFIELD RE-2,0065,COAL RIDGE HIGH SCHOOL,36.64%,,,
1195,GARFIELD RE-2,2573,ELK CREEK ELEMENTARY,53.88%,,,
1195,GARFIELD RE-2,3281,GRAHAM MESA ELEMENTARY SCHOOL,56.94%,,,
1195,GARFIELD RE-2,3967,HIGHLAND ELEMENTARY SCHOOL,67.48%,,,
1195,GARFIELD RE-2,4510,KATHRYN SENOR ELEMENTARY SCHOOL,47.19%,,,
1195,GARFIELD RE-2,7356,RIFLE MIDDLE SCHOOL,56.04%,,,
1195,GARFIELD RE-2,7360,RIFLE HIGH SCHOOL,41.69%,,,
1195,GARFIELD RE-2,7388,RIVERSIDE SCHOOL,46.53%,,,
1195,GARFIELD RE-2,7890,CACTUS VALLEY ELEMENTARY SCHOOL,50.92%,,,
1195,GARFIELD RE-2,9231,WAMSLEY ELEMENTARY SCHOOL,70.04%,,,
1220,GARFIELD 16,3578,BEA UNDERWOOD ELEMENTARY SCHOOL,53.15%,,,
1220,GARFIELD 16,3585,GRAND VALLEY CENTER FOR FAMILY LEARNING,44.87%,,,
1220,GARFIELD 16,3586,GRAND VALLEY HIGH SCHOOL,42.77%,,,
1220,GARFIELD 16,3603,L.W. ST. JOHN ELEMENTARY SCHOOL,55.03%,,,
1220,GARFIELD 16,8274,GRAND VALLEY MIDDLE SCHOOL,51.49%,,,
1330,GILPIN COUNTY RE-1,1632,GILPIN COUNTY ELEMENTARY SCHOOL,33.15%,,,
1330,GILPIN COUNTY RE-1,1634,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,30.13%,,,
1340,WEST GRAND 1-JT.,9416,WEST GRAND ELEMENTARY SCHOOL,41.92%,,,
1340,WEST GRAND 1-JT.,9420,WEST GRAND HIGH SCHOOL,30.00%,,,
1340,WEST GRAND 1-JT.,9422,WEST GRAND MIDDLE SCHOOL,40.00%,,,
1350,EAST GRAND 2,2376,EAST GRAND MIDDLE SCHOOL,33.33%,,,
1350,EAST GRAND 2,3182,FRASER VALLEY ELEMENTARY SCHOOL,20.70%,,,
1350,EAST GRAND 2,3556,GRANBY ELEMENTARY SCHOOL,44.95%,,,
1350,EAST GRAND 2,4277,INDIAN PEAKS CHARTER SCHOOL,52.83%,,,
1350,EAST GRAND 2,5864,MIDDLE PARK HIGH SCHOOL,24.13%,,,
1360,GUNNISON WATERSHED RE1J,0000,NOT IN A SCHOOL,0.00%,,,
1360,GUNNISON WATERSHED RE1J,2006,CRESTED BUTTE COMMUNITY SCHOOL,11.52%,,,
1360,GUNNISON WATERSHED RE1J,3690,GUNNISON ELEMENTARY SCHOOL,36.60%,,,
1360,GUNNISON WATERSHED RE1J,3694,GUNNISON HIGH SCHOOL,17.68%,,,
1360,GUNNISON WATERSHED RE1J,3697,GUNNISON MIDDLE SCHOOL,28.25%,,,
1360,GUNNISON WATERSHED RE1J,5577,MARBLE CHARTER SCHOOL,27.27%,,,
1380,HINSDALE COUNTY RE 1,4899,LAKE CITY COMMUNITY SCHOOL,23.08%,,,
1390,HUERFANO RE-1,0063,PEAKVIEW SCHOOL,80.92%,,,
1390,HUERFANO RE-1,3306,GARDNER ELEMENTARY SCHOOL,74.42%,,,
1390,HUERFANO RE-1,9212,JOHN MALL HIGH SCHOOL,69.23%,,,
1400,LA VETA RE-2,4860,LA VETA ELEMENTARY SCHOOL,50.46%,,,
1400,LA VETA RE-2,4864,LA VETA JUNIOR-SENIOR HIGH SCHOOL,45.71%,,,
1410,NORTH PARK R-1 ,6358,NORTH PARK JUNIOR-SENIOR HIGH SCHOOL,49.46%,,,
1410,NORTH PARK R-1 ,9198,WALDEN ELEMENTARY SCHOOL,63.64%,,,
1420,JEFFERSON COUNTY R-1,0030,ADAMS ELEMENTARY SCHOOL,40.09%,,,
1420,JEFFERSON COUNTY R-1,0033,MC LAIN HIGH SCHOOL,42.34%,,,
1420,JEFFERSON COUNTY R-1,0034,MC LAIN COMMUNITY HIGH SCHOOL,21.43%,,,
1420,JEFFERSON COUNTY R-1,0108,ALAMEDA HIGH SCHOOL,76.34%,,,
1420,JEFFERSON COUNTY R-1,0109,ARVADA K-8,84.20%,,,
1420,JEFFERSON COUNTY R-1,0148,ALLENDALE ELEMENTARY SCHOOL,69.63%,,,
1420,JEFFERSON COUNTY R-1,0370,ARVADA HIGH SCHOOL,61.73%,,,
1420,JEFFERSON COUNTY R-1,0378,ARVADA WEST HIGH SCHOOL,28.06%,,,
1420,JEFFERSON COUNTY R-1,0660,BEAR CREEK K-8 SCHOOL,39.91%,,,
1420,JEFFERSON COUNTY R-1,0664,BEAR CREEK HIGH SCHOOL,34.86%,,,
1420,JEFFERSON COUNTY R-1,0694,BELL MIDDLE SCHOOL,33.27%,,,
1420,JEFFERSON COUNTY R-1,0724,BELMAR ELEMENTARY SCHOOL,49.44%,,,
1420,JEFFERSON COUNTY R-1,0776,BERGEN MEADOW PRIMARY SCHOOL,8.60%,,,
1420,JEFFERSON COUNTY R-1,0779,BERGEN VALLEY INTERMEDIATE SCHOOL,6.85%,,,
1420,JEFFERSON COUNTY R-1,0950,BRADFORD PRIMARY SCHOOL,2.00%,,,
1420,JEFFERSON COUNTY R-1,0951,BLUE HERON ELEMENTARY SCHOOL,14.29%,,,
1420,JEFFERSON COUNTY R-1,0952,BRADFORD INTERMEDIATE SCHOOL,2.57%,,,
1420,JEFFERSON COUNTY R-1,0965,BRADY EXPLORATION SCHOOL,59.79%,,,
1420,JEFFERSON COUNTY R-1,1238,CAMPBELL ELEMENTARY SCHOOL,44.94%,,,
1420,JEFFERSON COUNTY R-1,1318,CARMODY MIDDLE SCHOOL,47.82%,,,
1420,JEFFERSON COUNTY R-1,1522,CHATFIELD HIGH SCHOOL,12.04%,,,
1420,JEFFERSON COUNTY R-1,1730,COAL CREEK CANYON K-8 ELEMENTARY SCHOOL,24.65%,,,
1420,JEFFERSON COUNTY R-1,1790,COLOROW ELEMENTARY SCHOOL,33.93%,,,
1420,JEFFERSON COUNTY R-1,1861,COLUMBINE HILLS ELEMENTARY SCHOOL,39.10%,,,
1420,JEFFERSON COUNTY R-1,1864,COLUMBINE HIGH SCHOOL,19.30%,,,
1420,JEFFERSON COUNTY R-1,1869,COMPASS MONTESSORI - WHEAT RIDGE CHARTER SCHOOL,0.00%,,,
1420,JEFFERSON COUNTY R-1,1876,CORONADO ELEMENTARY SCHOOL,17.35%,,,
1420,JEFFERSON COUNTY R-1,1880,COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,0.30%,,,
1420,JEFFERSON COUNTY R-1,1886,CONIFER SENIOR HIGH SCHOOL,12.62%,,,
1420,JEFFERSON COUNTY R-1,1976,CREIGHTON MIDDLE SCHOOL,56.18%,,,
1420,JEFFERSON COUNTY R-1,2093,DAKOTA RIDGE SENIOR HIGH SCHOOL,16.07%,,,
1420,JEFFERSON COUNTY R-1,2120,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,6.29%,,,
1420,JEFFERSON COUNTY R-1,2130,DEER CREEK MIDDLE SCHOOL,15.38%,,,
1420,JEFFERSON COUNTY R-1,2194,DEVINNY ELEMENTARY SCHOOL,12.68%,,,
1420,JEFFERSON COUNTY R-1,2288,DRAKE JUNIOR HIGH SCHOOL,19.89%,,,
1420,JEFFERSON COUNTY R-1,2300,DUNSTAN MIDDLE SCHOOL,27.62%,,,
1420,JEFFERSON COUNTY R-1,2322,DUTCH CREEK ELEMENTARY SCHOOL,40.61%,,,
1420,JEFFERSON COUNTY R-1,2496,EDGEWATER ELEMENTARY SCHOOL,92.37%,,,
1420,JEFFERSON COUNTY R-1,2550,EIBER ELEMENTARY SCHOOL,90.82%,,,
1420,JEFFERSON COUNTY R-1,2616,ELK CREEK ELEMENTARY SCHOOL,19.67%,,,
1420,JEFFERSON COUNTY R-1,2799,EXCEL ACADEMY CHARTER SCHOOL,17.65%,,,
1420,JEFFERSON COUNTY R-1,2820,EVERITT MIDDLE SCHOOL,62.58%,,,
1420,JEFFERSON COUNTY R-1,2832,EVERGREEN MIDDLE SCHOOL,10.81%,,,
1420,JEFFERSON COUNTY R-1,2836,EVERGREEN HIGH SCHOOL,10.23%,,,
1420,JEFFERSON COUNTY R-1,2866,FAIRMOUNT ELEMENTARY SCHOOL,7.04%,,,
1420,JEFFERSON COUNTY R-1,2946,FITZMORRIS ELEMENTARY SCHOOL,65.46%,,,
1420,JEFFERSON COUNTY R-1,2963,FALCON BLUFFS MIDDLE SCHOOL,16.88%,,,
1420,JEFFERSON COUNTY R-1,3025,FOOTHILLS ELEMENTARY SCHOOL,60.00%,,,
1420,JEFFERSON COUNTY R-1,3088,FOSTER ELEMENTARY SCHOOL,73.25%,,,
1420,JEFFERSON COUNTY R-1,3099,FAMILY LITERACY PRESCHOOL,0.00%,,,
1420,JEFFERSON COUNTY R-1,3201,FREE HORIZON MONTESSORI CHARTER SCHOOL,17.22%,,,
1420,JEFFERSON COUNTY R-1,3216,FREMONT ELEMENTARY SCHOOL,41.31%,,,
1420,JEFFERSON COUNTY R-1,3250,NORMA ANDERSON PRESCHOOL,0.00%,,,
1420,JEFFERSON COUNTY R-1,3450,GLENNON HEIGHTS ELEMENTARY SCHOOL,62.35%,,,
1420,JEFFERSON COUNTY R-1,3502,GOLDEN HIGH SCHOOL,22.42%,,,
1420,JEFFERSON COUNTY R-1,3536,GOVERNOR'S RANCH ELEMENTARY SCHOOL,11.29%,,,
1420,JEFFERSON COUNTY R-1,3622,GREEN GABLES ELEMENTARY SCHOOL,31.37%,,,
1420,JEFFERSON COUNTY R-1,3624,GREEN MOUNTAIN ELEMENTARY SCHOOL,58.86%,,,
1420,JEFFERSON COUNTY R-1,3628,GREEN MOUNTAIN HIGH SCHOOL,22.06%,,,
1420,JEFFERSON COUNTY R-1,3726,HACKBERRY HILL ELEMENTARY SCHOOL,27.10%,,,
1420,JEFFERSON COUNTY R-1,4190,HUTCHINSON ELEMENTARY SCHOOL,14.63%,,,
1420,JEFFERSON COUNTY R-1,4402,JEFFERSON ACADEMY CHARTER SCHOOL,13.37%,,,
1420,JEFFERSON COUNTY R-1,4404,JEFFERSON CHARTER ACADEMY JUNIOR HIGH SCHOOL,20.11%,,,
1420,JEFFERSON COUNTY R-1,4408,JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY,8.70%,,,
1420,JEFFERSON COUNTY R-1,4410,JEFFERSON CHARTER ACADEMY SENIOR HIGH SCHOOL,14.15%,,,
1420,JEFFERSON COUNTY R-1,4422,JEFFERSON HIGH SCHOOL,86.72%,,,
1420,JEFFERSON COUNTY R-1,4478,SHERIDAN GREEN ELEMENTARY SCHOOL,29.66%,,,
1420,JEFFERSON COUNTY R-1,4548,KEN CARYL MIDDLE SCHOOL,22.82%,,,
1420,JEFFERSON COUNTY R-1,4549,KENDALLVUE ELEMENTARY SCHOOL,35.01%,,,
1420,JEFFERSON COUNTY R-1,4550,KENDRICK LAKES ELEMENTARY SCHOOL,35.58%,,,
1420,JEFFERSON COUNTY R-1,4798,CONNECTIONS LEARNING CENTER ON THE EARLE JOHNSON CAMPUS,66.67%,,,
1420,JEFFERSON COUNTY R-1,4802,KULLERSTRAND ELEMENTARY SCHOOL,76.65%,,,
1420,JEFFERSON COUNTY R-1,4830,KYFFIN ELEMENTARY SCHOOL,13.97%,,,
1420,JEFFERSON COUNTY R-1,4942,LAKEWOOD HIGH SCHOOL,29.34%,,,
1420,JEFFERSON COUNTY R-1,5004,LASLEY ELEMENTARY SCHOOL,79.96%,,,
1420,JEFFERSON COUNTY R-1,5024,LAWRENCE ELEMENTARY SCHOOL,70.05%,,,
1420,JEFFERSON COUNTY R-1,5036,LEAWOOD ELEMENTARY SCHOOL,21.63%,,,
1420,JEFFERSON COUNTY R-1,5145,LINCOLN CHARTER ACADEMY,19.27%,,,
1420,JEFFERSON COUNTY R-1,5222,LITTLE ELEMENTARY SCHOOL,55.15%,,,
1420,JEFFERSON COUNTY R-1,5350,LUKAS ELEMENTARY SCHOOL,27.33%,,,
1420,JEFFERSON COUNTY R-1,5354,LUMBERG ELEMENTARY SCHOOL,93.42%,,,
1420,JEFFERSON COUNTY R-1,5415,ROCKY MOUNTAIN DEAF SCHOOL,45.83%,,,
