DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,% FREE AND REDUCED
1070,HANOVER 28,6701,PRAIRIE HEIGHTS ELEMENTARY SCHOOL,81.3%
1080,LEWIS-PALMER 38,3539,BEAR CREEK ELEMENTARY SCHOOL,13.5%
1080,LEWIS-PALMER 38,4686,RAY E KILMER ELEMENTARY SCHOOL,10.1%
1080,LEWIS-PALMER 38,5093,MONUMENT CHARTER ACADEMY,6.3%
1080,LEWIS-PALMER 38,5096,LEWIS-PALMER ELEMENTARY SCHOOL,11.1%
1080,LEWIS-PALMER 38,5098,LEWIS-PALMER MIDDLE SCHOOL,11.6%
1080,LEWIS-PALMER 38,5100,LEWIS-PALMER HIGH SCHOOL,5.8%
1080,LEWIS-PALMER 38,6678,PALMER RIDGE HIGH SCHOOL,9.6%
1080,LEWIS-PALMER 38,6682,PALMER LAKE ELEMENTARY SCHOOL,28.8%
1080,LEWIS-PALMER 38,7165,PRAIRIE WINDS ELEMENTARY SCHOOL,5.7%
1110,FALCON 49,0555,BANNING LEWIS RANCH ACADEMY,0.1%
1110,FALCON 49,1618,EVANS INTERNATIONAL ELEMENTARY SCHOOL,45.0%
1110,FALCON 49,2877,FALCON VIRTUAL ACADEMY,8.6%
1110,FALCON 49,2902,FALCON ELEMENTARY SCHOOL,32.9%
1110,FALCON 49,2906,FALCON MIDDLE SCHOOL,18.4%
1110,FALCON 49,2908,FALCON HIGH SCHOOL,12.5%
1110,FALCON 49,4102,HORIZON MIDDLE SCHOOL,35.1%
1110,FALCON 49,4251,THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH,0.4%
1110,FALCON 49,5779,MERIDIAN RANCH ELEMENTARY SCHOOL,14.7%
1110,FALCON 49,6483,ODYSSEY ELEMENTARY SCHOOL,39.7%
1110,FALCON 49,6810,PATRIOT LEARNING CENTER,15.9%
1110,FALCON 49,6935,PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,16.4%
1110,FALCON 49,7317,REMINGTON ELEMENTARY SCHOOL,27.8%
1110,FALCON 49,7339,RIDGEVIEW ELEMENTARY SCHOOL,24.2%
1110,FALCON 49,7463,ROCKY MOUNTAIN CLASSICAL ACADEMY,0.4%
1110,FALCON 49,7613,SAND CREEK HIGH SCHOOL,24.1%
1110,FALCON 49,7960,SKYVIEW MIDDLE SCHOOL,21.0%
1110,FALCON 49,8010,SPRINGS RANCH ELEMENTARY SCHOOL,19.4%
1110,FALCON 49,8266,STETSON ELEMENTARY SCHOOL,16.7%
1110,FALCON 49,8791,VISTA RIDGE HIGH SCHOOL,15.9%
1110,FALCON 49,9706,WOODMEN HILLS ELEMENTARY SCHOOL,14.7%
1120,EDISON 54 JT,2504,EDISON ACADEMY,0.0%
1120,EDISON 54 JT,2514,EDISON ELEMENTARY SCHOOL,78.9%
1120,EDISON 54 JT,2526,EDISON JUNIOR-SENIOR HIGH SCHOOL,46.3%
1130,MIAMI/YODER 60 JT,5850,MIAMI/YODER ELEMENTARY SCHOOL,58.8%
1130,MIAMI/YODER 60 JT,5854,MIAMI-YODER SENIOR HIGH SCHOOL,43.0%
1130,MIAMI/YODER 60 JT,5870,MIAMI-YODER JUNIOR HIGH SCHOOL,48.8%
1140,CANON CITY RE-1,1262,CANON CITY MIDDLE SCHOOL,51.1%
1140,CANON CITY RE-1,1266,CANON CITY HIGH SCHOOL,41.8%
1140,CANON CITY RE-1,3211,GARDEN PARK HIGH SCHOOL,39.7%
1140,CANON CITY RE-1,3802,HARRISON SCHOOL,61.1%
1140,CANON CITY RE-1,5166,LINCOLN ELEMENTARY SCHOOL,57.5%
1140,CANON CITY RE-1,5414,MADISON EXPLORATORY SCHOOL,38.9%
1140,CANON CITY RE-1,5704,MCKINLEY ELEMENTARY SCHOOL,53.6%
1140,CANON CITY RE-1,6752,MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL,27.8%
1140,CANON CITY RE-1,7950,SKYLINE ELEMENTARY SCHOOL,73.8%
1140,CANON CITY RE-1,9248,WASHINGTON ELEMENTARY SCHOOL,62.5%
1150,FLORENCE RE-2,2961,FOCUS ACADEMY,41.7%
1150,FLORENCE RE-2,3002,FLORENCE HIGH SCHOOL,40.2%
1150,FLORENCE RE-2,3224,FREMONT ELEMENTARY SCHOOL,63.0%
1150,FLORENCE RE-2,3226,FREMONT MIDDLE SCHOOL,53.3%
1150,FLORENCE RE-2,6858,PENROSE ELEMENTARY SCHOOL,59.0%
1160,COTOPAXI RE-3,3220,COTOPAXI ELEMENTARY SCHOOL,54.5%
1160,COTOPAXI RE-3,3228,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,63.8%
1180,ROARING FORK RE-1,0429,CARBONDALE COMMUNITY CHARTER SCHOOL,12.6%
1180,ROARING FORK RE-1,0560,BASALT ELEMENTARY SCHOOL,39.5%
1180,ROARING FORK RE-1,0561,BASALT MIDDLE SCHOOL,49.8%
1180,ROARING FORK RE-1,0570,BASALT HIGH SCHOOL,38.0%
1180,ROARING FORK RE-1,1006,BRIDGES,30.0%
1180,ROARING FORK RE-1,1296,CARBONDALE MIDDLE SCHOOL,61.3%
1180,ROARING FORK RE-1,2063,CRYSTAL RIVER ELEMENTARY SCHOOL,64.4%
1180,ROARING FORK RE-1,3460,GLENWOOD SPRINGS ELEMENTARY SCHOOL,54.5%
1180,ROARING FORK RE-1,3464,GLENWOOD SPRINGS MIDDLE SCHOOL,42.9%
1180,ROARING FORK RE-1,3468,GLENWOOD SPRINGS HIGH SCHOOL,16.3%
1180,ROARING FORK RE-1,7422,ROARING FORK HIGH SCHOOL,45.1%
1180,ROARING FORK RE-1,8038,SOPRIS ELEMENTARY SCHOOL,40.5%
1195,GARFIELD RE-2,0065,COAL RIDGE HIGH SCHOOL,36.0%
1195,GARFIELD RE-2,2573,ELK CREEK ELEMENTARY,52.9%
1195,GARFIELD RE-2,3281,GRAHAM MESA ELEMENTARY SCHOOL,52.7%
1195,GARFIELD RE-2,3325,KAPLAN ACADEMY OF COLORADO,0.3%
1195,GARFIELD RE-2,3967,HIGHLAND ELEMENTARY SCHOOL,62.1%
1195,GARFIELD RE-2,4510,KATHRYN SENOR ELEMENTARY SCHOOL,46.0%
1195,GARFIELD RE-2,7356,RIFLE MIDDLE SCHOOL,55.0%
1195,GARFIELD RE-2,7360,RIFLE HIGH SCHOOL,39.0%
1195,GARFIELD RE-2,7388,RIVERSIDE SCHOOL,45.9%
1195,GARFIELD RE-2,7890,CACTUS VALLEY ELEMENTARY SCHOOL,47.9%
1195,GARFIELD RE-2,9231,WAMSLEY ELEMENTARY SCHOOL,58.4%
1220,GARFIELD 16,3578,BEA UNDERWOOD ELEMENTARY SCHOOL,54.2%
1220,GARFIELD 16,3585,GRAND VALLEY CENTER FOR FAMILY LEARNING,45.1%
1220,GARFIELD 16,3586,GRAND VALLEY HIGH SCHOOL,49.9%
1220,GARFIELD 16,3603,L.W. ST. JOHN ELEMENTARY SCHOOL,60.3%
1220,GARFIELD 16,8274,GRAND VALLEY MIDDLE SCHOOL,52.8%
1330,GILPIN COUNTY RE-1,1632,GILPIN COUNTY ELEMENTARY SCHOOL,31.7%
1330,GILPIN COUNTY RE-1,1634,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,30.3%
1340,WEST GRAND 1-JT.,9416,WEST GRAND ELEMENTARY SCHOOL,46.3%
1340,WEST GRAND 1-JT.,9420,WEST GRAND HIGH SCHOOL,24.6%
1340,WEST GRAND 1-JT.,9422,WEST GRAND MIDDLE SCHOOL,44.5%
1350,EAST GRAND 2,2376,EAST GRAND MIDDLE SCHOOL,19.5%
1350,EAST GRAND 2,3182,FRASER VALLEY ELEMENTARY SCHOOL,18.5%
1350,EAST GRAND 2,3556,GRANBY ELEMENTARY SCHOOL,32.9%
1350,EAST GRAND 2,3572,GRAND LAKE ELEMENTARY SCHOOL,41.7%
1350,EAST GRAND 2,4277,INDIAN PEAKS CHARTER SCHOOL,29.1%
1350,EAST GRAND 2,5864,MIDDLE PARK HIGH SCHOOL,12.6%
1360,GUNNISON WATERSHED RE1J,2006,CRESTED BUTTE COMMUNITY SCHOOL,9.8%
1360,GUNNISON WATERSHED RE1J,3690,GUNNISON ELEMENTARY SCHOOL,33.2%
1360,GUNNISON WATERSHED RE1J,3694,GUNNISON HIGH SCHOOL,13.0%
1360,GUNNISON WATERSHED RE1J,3697,GUNNISON MIDDLE SCHOOL,29.8%
1360,GUNNISON WATERSHED RE1J,3701,GUNNISON VALLEY SCHOOL,7.7%
1360,GUNNISON WATERSHED RE1J,3702,LAKE SCHOOL,39.3%
1360,GUNNISON WATERSHED RE1J,5577,MARBLE CHARTER SCHOOL,12.5%
1380,HINSDALE COUNTY RE 1,4899,LAKE CITY COMMUNITY SCHOOL,18.8%
1390,HUERFANO RE-1,0063,PEAKVIEW SCHOOL,79.2%
1390,HUERFANO RE-1,3306,GARDNER ELEMENTARY SCHOOL,68.9%
1390,HUERFANO RE-1,4161,HUERFANO COUNTY OPPORTUNITY AND ENRICHMENT SCHOOL,78.6%
1390,HUERFANO RE-1,9212,JOHN MALL HIGH SCHOOL,71.2%
1400,LA VETA RE-2,4860,LA VETA ELEMENTARY SCHOOL,52.7%
1400,LA VETA RE-2,4864,LA VETA JUNIOR-SENIOR HIGH SCHOOL,53.3%
1410,NORTH PARK R-1 ,6358,NORTH PARK JUNIOR-SENIOR HIGH SCHOOL,52.5%
1410,NORTH PARK R-1 ,9198,WALDEN ELEMENTARY SCHOOL,58.1%
1420,JEFFERSON COUNTY R-1,0030,ADAMS ELEMENTARY SCHOOL,33.5%
1420,JEFFERSON COUNTY R-1,0033,MC LAIN HIGH SCHOOL,40.8%
1420,JEFFERSON COUNTY R-1,0034,MC LAIN COMMUNITY HIGH SCHOOL,15.5%
1420,JEFFERSON COUNTY R-1,0108,ALAMEDA HIGH SCHOOL,73.1%
1420,JEFFERSON COUNTY R-1,0109,ARVADA K-8,84.5%
1420,JEFFERSON COUNTY R-1,0148,ALLENDALE ELEMENTARY SCHOOL,70.7%
1420,JEFFERSON COUNTY R-1,0370,ARVADA HIGH SCHOOL,58.6%
1420,JEFFERSON COUNTY R-1,0378,ARVADA WEST HIGH SCHOOL,26.9%
1420,JEFFERSON COUNTY R-1,0660,BEAR CREEK K-8 SCHOOL,37.4%
1420,JEFFERSON COUNTY R-1,0664,BEAR CREEK HIGH SCHOOL,30.6%
1420,JEFFERSON COUNTY R-1,0694,BELL MIDDLE SCHOOL,34.9%
1420,JEFFERSON COUNTY R-1,0724,BELMAR ELEMENTARY SCHOOL,47.5%
1420,JEFFERSON COUNTY R-1,0776,BERGEN MEADOW PRIMARY SCHOOL,4.8%
1420,JEFFERSON COUNTY R-1,0779,BERGEN VALLEY INTERMEDIATE SCHOOL,7.3%
1420,JEFFERSON COUNTY R-1,0950,BRADFORD PRIMARY SCHOOL,2.7%
1420,JEFFERSON COUNTY R-1,0951,BLUE HERON ELEMENTARY SCHOOL,15.2%
1420,JEFFERSON COUNTY R-1,0952,BRADFORD INTERMEDIATE SCHOOL,4.3%
1420,JEFFERSON COUNTY R-1,0965,BRADY EXPLORATION SCHOOL,64.3%
1420,JEFFERSON COUNTY R-1,1238,CAMPBELL ELEMENTARY SCHOOL,42.2%
1420,JEFFERSON COUNTY R-1,1318,CARMODY MIDDLE SCHOOL,44.8%
1420,JEFFERSON COUNTY R-1,1522,CHATFIELD HIGH SCHOOL,10.4%
1420,JEFFERSON COUNTY R-1,1730,COAL CREEK CANYON K-8 ELEMENTARY SCHOOL,20.3%
1420,JEFFERSON COUNTY R-1,1790,COLOROW ELEMENTARY SCHOOL,30.2%
1420,JEFFERSON COUNTY R-1,1861,COLUMBINE HILLS ELEMENTARY SCHOOL,36.9%
1420,JEFFERSON COUNTY R-1,1864,COLUMBINE HIGH SCHOOL,18.3%
1420,JEFFERSON COUNTY R-1,1869,COMPASS MONTESSORI - WHEAT RIDGE CHARTER SCHOOL,0.0%
1420,JEFFERSON COUNTY R-1,1876,CORONADO ELEMENTARY SCHOOL,17.2%
1420,JEFFERSON COUNTY R-1,1880,COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,0.0%
1420,JEFFERSON COUNTY R-1,1886,CONIFER SENIOR HIGH SCHOOL,10.9%
1420,JEFFERSON COUNTY R-1,1976,CREIGHTON MIDDLE SCHOOL,52.4%
1420,JEFFERSON COUNTY R-1,2093,DAKOTA RIDGE SENIOR HIGH SCHOOL,14.2%
1420,JEFFERSON COUNTY R-1,2120,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,5.7%
1420,JEFFERSON COUNTY R-1,2130,DEER CREEK MIDDLE SCHOOL,12.6%
1420,JEFFERSON COUNTY R-1,2194,DEVINNY ELEMENTARY SCHOOL,13.4%
1420,JEFFERSON COUNTY R-1,2288,DRAKE JUNIOR HIGH SCHOOL,19.1%
1420,JEFFERSON COUNTY R-1,2300,DUNSTAN MIDDLE SCHOOL,25.5%
1420,JEFFERSON COUNTY R-1,2322,DUTCH CREEK ELEMENTARY SCHOOL,39.0%
1420,JEFFERSON COUNTY R-1,2496,EDGEWATER ELEMENTARY SCHOOL,94.3%
1420,JEFFERSON COUNTY R-1,2550,EIBER ELEMENTARY SCHOOL,87.9%
1420,JEFFERSON COUNTY R-1,2616,ELK CREEK ELEMENTARY SCHOOL,17.8%
1420,JEFFERSON COUNTY R-1,2799,EXCEL ACADEMY CHARTER SCHOOL,15.8%
1420,JEFFERSON COUNTY R-1,2820,EVERITT MIDDLE SCHOOL,60.3%
1420,JEFFERSON COUNTY R-1,2832,EVERGREEN MIDDLE SCHOOL,9.5%
1420,JEFFERSON COUNTY R-1,2836,EVERGREEN HIGH SCHOOL,11.4%
1420,JEFFERSON COUNTY R-1,2866,FAIRMOUNT ELEMENTARY SCHOOL,8.9%
1420,JEFFERSON COUNTY R-1,2946,FITZMORRIS ELEMENTARY SCHOOL,71.5%
1420,JEFFERSON COUNTY R-1,2963,FALCON BLUFFS MIDDLE SCHOOL,14.2%
1420,JEFFERSON COUNTY R-1,3025,FOOTHILLS ELEMENTARY SCHOOL,57.7%
1420,JEFFERSON COUNTY R-1,3088,FOSTER ELEMENTARY SCHOOL,70.8%
1420,JEFFERSON COUNTY R-1,3201,FREE HORIZON MONTESSORI CHARTER SCHOOL,10.0%
1420,JEFFERSON COUNTY R-1,3216,FREMONT ELEMENTARY SCHOOL,36.7%
1420,JEFFERSON COUNTY R-1,3450,GLENNON HEIGHTS ELEMENTARY SCHOOL,56.1%
1420,JEFFERSON COUNTY R-1,3502,GOLDEN HIGH SCHOOL,19.7%
1420,JEFFERSON COUNTY R-1,3536,GOVERNOR'S RANCH ELEMENTARY SCHOOL,8.5%
1420,JEFFERSON COUNTY R-1,3622,GREEN GABLES ELEMENTARY SCHOOL,31.0%
1420,JEFFERSON COUNTY R-1,3624,GREEN MOUNTAIN ELEMENTARY SCHOOL,55.5%
1420,JEFFERSON COUNTY R-1,3628,GREEN MOUNTAIN HIGH SCHOOL,18.5%
1420,JEFFERSON COUNTY R-1,3726,HACKBERRY HILL ELEMENTARY SCHOOL,24.5%
1420,JEFFERSON COUNTY R-1,4190,HUTCHINSON ELEMENTARY SCHOOL,13.8%
1420,JEFFERSON COUNTY R-1,4402,JEFFERSON ACADEMY CHARTER SCHOOL,10.7%
1420,JEFFERSON COUNTY R-1,4404,JEFFERSON CHARTER ACADEMY JUNIOR HIGH SCHOOL,14.7%
1420,JEFFERSON COUNTY R-1,4408,JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY,12.8%
1420,JEFFERSON COUNTY R-1,4410,JEFFERSON CHARTER ACADEMY SENIOR HIGH SCHOOL,11.4%
1420,JEFFERSON COUNTY R-1,4422,JEFFERSON HIGH SCHOOL,87.6%
1420,JEFFERSON COUNTY R-1,4478,SHERIDAN GREEN ELEMENTARY SCHOOL,25.3%
1420,JEFFERSON COUNTY R-1,4548,KEN CARYL MIDDLE SCHOOL,20.9%
1420,JEFFERSON COUNTY R-1,4549,KENDALLVUE ELEMENTARY SCHOOL,36.0%
1420,JEFFERSON COUNTY R-1,4550,KENDRICK LAKES ELEMENTARY SCHOOL,35.0%
1420,JEFFERSON COUNTY R-1,4798,CONNECTIONS LEARNING CENTER ON THE EARLE JOHNSON CAMPUS,71.4%
1420,JEFFERSON COUNTY R-1,4802,KULLERSTRAND ELEMENTARY SCHOOL,80.6%
1420,JEFFERSON COUNTY R-1,4830,KYFFIN ELEMENTARY SCHOOL,11.9%
1420,JEFFERSON COUNTY R-1,4942,LAKEWOOD HIGH SCHOOL,27.9%
1420,JEFFERSON COUNTY R-1,5004,LASLEY ELEMENTARY SCHOOL,78.3%
1420,JEFFERSON COUNTY R-1,5024,LAWRENCE ELEMENTARY SCHOOL,72.9%
1420,JEFFERSON COUNTY R-1,5036,LEAWOOD ELEMENTARY SCHOOL,20.1%
1420,JEFFERSON COUNTY R-1,5145,LINCOLN CHARTER ACADEMY,1.4%
1420,JEFFERSON COUNTY R-1,5222,LITTLE ELEMENTARY SCHOOL,46.9%
1420,JEFFERSON COUNTY R-1,5350,LUKAS ELEMENTARY SCHOOL,17.3%
1420,JEFFERSON COUNTY R-1,5354,LUMBERG ELEMENTARY SCHOOL,88.2%
1420,JEFFERSON COUNTY R-1,5415,ROCKY MOUNTAIN DEAF SCHOOL,53.2%
1420,JEFFERSON COUNTY R-1,5454,MANDALAY MIDDLE SCHOOL,29.9%
1420,JEFFERSON COUNTY R-1,5472,MANNING OPTIONS SCHOOL,7.7%
1420,JEFFERSON COUNTY R-1,5524,MAPLE GROVE ELEMENTARY SCHOOL,6.4%
1420,JEFFERSON COUNTY R-1,5580,MARSHDALE ELEMENTARY SCHOOL,10.1%
1420,JEFFERSON COUNTY R-1,5596,MARTENSEN ELEMENTARY SCHOOL,71.6%
1420,JEFFERSON COUNTY R-1,5623,LONGVIEW HIGH SCHOOL,39.1%
1420,JEFFERSON COUNTY R-1,5758,MEIKLEJOHN ELEMENTARY,3.0%
1420,JEFFERSON COUNTY R-1,5892,MILLER SPECIAL EDUCATION,26.4%
1420,JEFFERSON COUNTY R-1,5944,MITCHELL ELEMENTARY SCHOOL,13.2%
1420,JEFFERSON COUNTY R-1,5972,MOLHOLM ELEMENTARY SCHOOL,94.2%
1420,JEFFERSON COUNTY R-1,5994,MONTESSORI PEAKS CHARTER ACADEMY,10.5%
1420,JEFFERSON COUNTY R-1,6090,MOORE MIDDLE SCHOOL,40.9%
1420,JEFFERSON COUNTY R-1,6133,MORTENSEN ELEMENTARY SCHOOL,23.7%
1420,JEFFERSON COUNTY R-1,6135,MOUNT CARBON ELEMENTARY SCHOOL,13.3%
1420,JEFFERSON COUNTY R-1,6139,MOUNTAIN PHOENIX COMMUNITY SCHOOL,14.1%
1420,JEFFERSON COUNTY R-1,6237,NEW AMERICA SCHOOL,56.5%
1420,JEFFERSON COUNTY R-1,6286,NORMANDY ELEMENTARY SCHOOL,9.2%
1420,JEFFERSON COUNTY R-1,6330,NORTH ARVADA MIDDLE SCHOOL,55.9%
1420,JEFFERSON COUNTY R-1,6470,OBERON JUNIOR HIGH SCHOOL,19.4%
1420,JEFFERSON COUNTY R-1,6474,O'CONNELL MIDDLE SCHOOL,82.1%
1420,JEFFERSON COUNTY R-1,6539,JEFFERSON COUNTY OPEN ELEMENTARY SCHOOL,43.8%
1420,JEFFERSON COUNTY R-1,6541,JEFFERSON COUNTY OPEN SECONDARY,32.9%
1420,JEFFERSON COUNTY R-1,6804,PARMALEE ELEMENTARY SCHOOL,16.7%
1420,JEFFERSON COUNTY R-1,6806,PARR ELEMENTARY SCHOOL,58.9%
1420,JEFFERSON COUNTY R-1,6808,PATTERSON ELEMENTARY SCHOOL,49.8%
1420,JEFFERSON COUNTY R-1,6828,PECK ELEMENTARY SCHOOL,48.4%
1420,JEFFERSON COUNTY R-1,6844,PEIFFER ELEMENTARY SCHOOL,31.3%
1420,JEFFERSON COUNTY R-1,6848,PENNINGTON ELEMENTARY SCHOOL,81.0%
1420,JEFFERSON COUNTY R-1,7078,PLEASANT VIEW ELEMENTARY SCHOOL,72.1%
1420,JEFFERSON COUNTY R-1,7114,POMONA HIGH SCHOOL,29.0%
1420,JEFFERSON COUNTY R-1,7128,POWDERHORN ELEMENTARY SCHOOL,15.7%
1420,JEFFERSON COUNTY R-1,7190,PROSPECT VALLEY ELEMENTARY SCHOOL,26.2%
1420,JEFFERSON COUNTY R-1,7238,RALSTON ELEMENTARY SCHOOL,3.7%
1420,JEFFERSON COUNTY R-1,7239,RALSTON VALLEY SENIOR HIGH SCHOOL,7.9%
1420,JEFFERSON COUNTY R-1,7282,RED ROCKS ELEMENTARY SCHOOL,9.4%
1420,JEFFERSON COUNTY R-1,7462,ROCKY MOUNTAIN ACADEMY OF EVERGREEN,0.0%
1420,JEFFERSON COUNTY R-1,7483,ROONEY RANCH ELEMENTARY SCHOOL,13.0%
1420,JEFFERSON COUNTY R-1,7529,RYAN ELEMENTARY SCHOOL,22.9%
1420,JEFFERSON COUNTY R-1,7701,COLLEGIATE ACADEMY OF COLORADO,15.6%
1420,JEFFERSON COUNTY R-1,7708,SECREST ELEMENTARY SCHOOL,63.7%
1420,JEFFERSON COUNTY R-1,7753,SEMPER ELEMENTARY SCHOOL,25.7%
1420,JEFFERSON COUNTY R-1,7780,SHAFFER ELEMENTARY SCHOOL,7.1%
1420,JEFFERSON COUNTY R-1,7833,SHELTON ELEMENTARY SCHOOL,31.5%
1420,JEFFERSON COUNTY R-1,7870,SIERRA ELEMENTARY SCHOOL,13.6%
1420,JEFFERSON COUNTY R-1,7962,SLATER ELEMENTARY SCHOOL,78.3%
1420,JEFFERSON COUNTY R-1,8036,SOBESKY ACADEMY,58.2%
1420,JEFFERSON COUNTY R-1,8090,DEANE ELEMENTARY SCHOOL,82.3%
1420,JEFFERSON COUNTY R-1,8102,SOUTH LAKEWOOD ELEMENTARY SCHOOL,45.9%
1420,JEFFERSON COUNTY R-1,8209,STANDLEY LAKE HIGH SCHOOL,22.3%
1420,JEFFERSON COUNTY R-1,8248,STEIN ELEMENTARY SCHOOL,90.7%
1420,JEFFERSON COUNTY R-1,8272,STEVENS ELEMENTARY SCHOOL,81.5%
1420,JEFFERSON COUNTY R-1,8276,STOBER ELEMENTARY SCHOOL,43.8%
1420,JEFFERSON COUNTY R-1,8280,STONY CREEK ELEMENTARY SCHOOL,24.3%
1420,JEFFERSON COUNTY R-1,8300,STOTT ELEMENTARY SCHOOL,30.2%
1420,JEFFERSON COUNTY R-1,8381,SUMMIT RIDGE MIDDLE SCHOOL,16.5%
1420,JEFFERSON COUNTY R-1,8432,SWANSON ELEMENTARY SCHOOL,75.9%
1420,JEFFERSON COUNTY R-1,8793,TWO ROADS CHARTER SCHOOL,2.8%
1420,JEFFERSON COUNTY R-1,8834,THOMSON ELEMENTARY SCHOOL,61.4%
1420,JEFFERSON COUNTY R-1,9008,UTE MEADOWS ELEMENTARY SCHOOL,9.2%
1420,JEFFERSON COUNTY R-1,9052,VAN ARSDALE ELEMENTARY SCHOOL,11.1%
1420,JEFFERSON COUNTY R-1,9058,VANDERHOOF ELEMENTARY SCHOOL,23.9%
1420,JEFFERSON COUNTY R-1,9154,VIVIAN ELEMENTARY SCHOOL,71.2%
1420,JEFFERSON COUNTY R-1,9232,WARDER ELEMENTARY SCHOOL,37.6%
1420,JEFFERSON COUNTY R-1,9234,WARREN OCCUPATION TECHNICAL CENTER,2.9%
1420,JEFFERSON COUNTY R-1,9245,WARREN TECH NORTH,12.5%
1420,JEFFERSON COUNTY R-1,9299,WAYNE CARLE MIDDLE SCHOOL,27.1%
1420,JEFFERSON COUNTY R-1,9328,WEBER ELEMENTARY SCHOOL,30.1%
1420,JEFFERSON COUNTY R-1,9342,WELCHESTER ELEMENTARY SCHOOL,57.3%
1420,JEFFERSON COUNTY R-1,9412,WESTGATE ELEMENTARY SCHOOL,54.6%
1420,JEFFERSON COUNTY R-1,9424,WEST JEFFERSON ELEMENTARY SCHOOL,14.0%
1420,JEFFERSON COUNTY R-1,9427,WOODROW WILSON CHARTER ACADEMY,13.6%
1420,JEFFERSON COUNTY R-1,9428,WEST JEFFERSON MIDDLE SCHOOL,14.2%
1420,JEFFERSON COUNTY R-1,9429,WEST WOODS ELEMENTARY SCHOOL,5.9%
1420,JEFFERSON COUNTY R-1,9432,DENNISON ELEMENTARY SCHOOL,8.2%
1420,JEFFERSON COUNTY R-1,9490,WESTRIDGE ELEMENTARY SCHOOL,16.0%
1420,JEFFERSON COUNTY R-1,9506,WHEAT RIDGE MIDDLE SCHOOL,86.4%
1420,JEFFERSON COUNTY R-1,9510,WHEAT RIDGE HIGH SCHOOL,37.5%
1420,JEFFERSON COUNTY R-1,9638,WILMORE DAVIS ELEMENTARY SCHOOL,57.5%
1420,JEFFERSON COUNTY R-1,9648,WILMOT ELEMENTARY SCHOOL,11.1%
1420,JEFFERSON COUNTY R-1,9678,WITT ELEMENTARY SCHOOL,37.6%
1420,JEFFERSON COUNTY R-1,9800,ZERGER ELEMENTARY SCHOOL,47.1%
1430,EADS RE-1,2328,EADS ELEMENTARY SCHOOL,41.1%
1430,EADS RE-1,2332,EADS MIDDLE SCHOOL,55.6%
1430,EADS RE-1,2336,EADS HIGH SCHOOL,32.8%
1440,PLAINVIEW RE-2,6992,PLAINVIEW ELEMENTARY SCHOOL,72.1%
1440,PLAINVIEW RE-2,7009,PLAINVIEW JUNIOR-SENIOR HIGH SCHOOL,63.6%
1450,ARRIBA-FLAGLER C-20,2956,FLAGLER ELEMENTARY SCHOOL,67.9%
1450,ARRIBA-FLAGLER C-20,2958,FLAGLER MIDDLE SCHOOL,52.2%
1450,ARRIBA-FLAGLER C-20,2960,FLAGLER SENIOR HIGH SCHOOL,44.2%
1460,HI-PLAINS R-23,7746,HI PLAINS UNDIVIDED HIGH SCHOOL,48.2%
1460,HI-PLAINS R-23,9164,HI PLAINS ELEMENTARY SCHOOL,63.0%
1480,STRATTON R-4,8342,STRATTON ELEMENTARY SCHOOL,51.4%
1480,STRATTON R-4,8351,STRATTON MIDDLE SCHOOL,61.9%
1480,STRATTON R-4,8354,STRATTON SENIOR HIGH SCHOOL,45.3%
1490,BETHUNE R-5,0832,BETHUNE ELEMENTARY SCHOOL,73.4%
1490,BETHUNE R-5,0842,BETHUNE JUNIOR-SENIOR HIGH SCHOOL,58.9%
1500,BURLINGTON RE-6J,1144,BURLINGTON ELEMENTARY SCHOOL,62.0%
1500,BURLINGTON RE-6J,1150,BURLINGTON MIDDLE SCHOOL,58.6%
1500,BURLINGTON RE-6J,1152,BURLINGTON HIGH SCHOOL,39.7%
1510,LAKE COUNTY R-1,4901,LAKE COUNTY MIDDLE SCHOOL,73.6%
1510,LAKE COUNTY R-1,4904,LAKE COUNTY HIGH SCHOOL,61.2%
1510,LAKE COUNTY R-1,8804,PITTS ELEMENTARY SCHOOL,70.7%
1510,LAKE COUNTY R-1,9486,WESTPARK ELEMENTARY SCHOOL,78.4%
1520,DURANGO 9-R,0225,ANIMAS VALLEY ELEMENTARY SCHOOL,36.2%
1520,DURANGO 9-R,2318,DURANGO HIGH SCHOOL,20.5%
1520,DURANGO 9-R,3012,FLORIDA MESA ELEMENTARY SCHOOL,45.3%
1520,DURANGO 9-R,3050,FORT LEWIS MESA ELEMENTARY SCHOOL,34.8%
1520,DURANGO 9-R,5888,MILLER MIDDLE SCHOOL,24.2%
1520,DURANGO 9-R,6222,NEEDHAM ELEMENTARY SCHOOL,32.4%
1520,DURANGO 9-R,6738,PARK ELEMENTARY SCHOOL,38.0%
1520,DURANGO 9-R,7402,RIVERVIEW ELEMENTARY SCHOOL,24.0%
1520,DURANGO 9-R,7994,ESCALANTE MIDDLE SCHOOL,34.4%
