Organization Code,School Code,Phone,School Name,Physical Address,Physical City,Physical State,Physical Zipcode
0880,5158,7204245990,Lincoln Elementary School,710 South Pennsylvania Street,Denver,CO,80209
1010,5162,7193284400,Lincoln Elementary School,2727 North Cascade Avenue,Colorado Springs,CO,80907
1140,5166,7192765830,Lincoln Elementary School,420 Myrtle Avenue,Canon City,CO,81212
1550,5168,9704885700,Lincoln Middle School,1600 West Lancer Drive,Fort Collins,CO,80521
1560,5170,9706136220,Lincoln Elementary School,3312 North Douglas Avenue,Loveland,CO,80538
2405,5180,9708672924,Lincoln High School,230 Walnut Street,Fort Morgan,CO,80701
2660,5190,7193367741,Lincoln Elementary School,200 North 10th Street,Lamar,CO,81052
1550,5196,9704885850,Linton Elementary School,4100 Caribou Drive,Fort Collins,CO,80525
2000,5210,9702547940,Lincoln Orchard Mesa Elementary School,2888 B1/2 Road,Grand Junction,CO,81503
3200,5221,9708484572,Little Indians Preschool,709 West Third Street,Yuma,CO,80759
1420,5222,3039820310,Little Elementary School,8448 Otis Drive,Arvada,CO,80003
0140,5224,3033477700,Littleton High School,199 East Littleton Blvd,Littleton,CO,80121
0140,5229,3037985252,Littleton Academy,1200 West Mineral Avenue,Littleton,CO,80120
0140,5233,3037341995,Littleton Prep Charter School,5151 South Federal Boulevard Suite 1,Littleton,CO,80123
1550,5234,9704886520,Livermore Elementary School,360 Red Feather Lakes Road,Livermore,CO,80536
0140,5236,3033474575,Lois Lenski Elementary School,6350 South Fairfax Way,Centennial,CO,80121
3060,5238,9708482778,Lone Star Middle School,44940 County Road 54,Otis,CO,80743
2000,5244,9702546520,Loma Elementary School,1360  13 Road,Loma,CO,81524
0470,5246,3037724280,Loma Linda Elementary School,333 E. Mountain View,Longmont,CO,80501
3060,5254,9708482778,Lone Star Elementary School,44940 County Road 54,Otis,CO,80743
0880,5255,7204240460,Lake International School,1820 Lowell Blvd,Denver,CO,80204
3060,5258,9708482778,Lone Star Undivided High School,44940 County Road 54,Otis,CO,80743
0500,5268,7195305260,Longfellow Elementary School,350 West 8th Street,Salida,CO,81201
0470,5282,3037766014,Longmont High School,1040 Sunset Street,Longmont,CO,80501
0470,5284,7206528101,Longmont Estates Elementary School,1601 Northwestern Road,Longmont,CO,80503
0470,5286,3037763963,Sunset Middle School,1300 S. Sunset,Longmont,CO,80501
0470,5288,3037765611,Longs Peak Middle School,1500 14th Avenue,Longmont,CO,80501
1550,5292,9704888800,Lopez Elementary School,637 Wabash,Fort Collins,CO,80526
0180,5298,3033600052,Lotus School For Excellence,11001-A East Alameda Avenue,Aurora,CO,80012
0480,5302,7205617200,Louisville Elementary School,400 Hutchinson Street,Louisville,CO,80027
0480,5306,7205617400,Louisville Middle School,1341 Main Street,Louisville,CO,80027
1560,5312,9706137200,Bill Reed Middle School,370 West 4th Street,Loveland,CO,80537
1560,5316,9706135200,Loveland High School,920 West 29th Avenue,Loveland,CO,80538
0120,5318,3037817585,Englewood Early Childhood Education Center At Maddox,700 W. Mansfield,Englewood,CO,80110
1560,5335,9706137600,Lucile Erwin Middle School,4700 Lucerne Avenue,Loveland,CO,80538
0880,5342,7204245910,Lowry Elementary School,8001 East Cedar Avenue,Denver,CO,80230
1420,5350,3039820368,Lukas Elementary School,9650 West 97th Avenue,Westminster,CO,80021
1420,5354,3039826182,Lumberg Elementary School,6705 West 22nd Avenue,Edgewater,CO,80214
0180,5361,3033648455,Lyn Knoll Elementary School,12445 East 2nd Ave,Aurora,CO,80011
0470,5364,3038236915,Lyons Elementary School,338 High Street,Lyons,CO,80540
0470,5368,3038236631,Lyons Middle/Senior High School,100 South 2nd Avenue,Lyons,CO,80540
0070,5388,3034288583,M. Scott Carpenter Middle School,7001 Lipan Street,Denver,CO,80221
1560,5393,9706135031,Thompson Integrated Early Childhood,800 South Taft Avenue,Loveland,CO,80537
1010,5404,7193287300,Madison Elementary School,4120 Constitution Avenue,Colorado Springs,CO,80909
0900,5405,3033879465,Edcsd: Colorado Cyber School,801 South Perry Street Ste 130,Castle Rock,CO,80104
3120,5412,9703481700,Madison Elementary School,500  24th Avenue,Greeley,CO,80634
1140,5414,7192766140,Madison Exploratory School,202 East Douglas,Canon City,CO,81212
1420,5415,3039845749,Rocky Mountain Deaf School,1921 Youngfield Street,Golden,CO,80401
0020,5418,7209725480,Malley Drive Elementary School,1300 East Malley Drive,Northglenn,CO,80233
0550,5422,7198435277,Manassa Elementary School,200 South 5th Street,Manassa,CO,81141
0880,5430,3038937988,Manny Martinez Middle School,951 Elati Street,Denver,CO,80204
2035,5436,9705657691,Manaugh Elementary School,300 East 4th Street,Cortez,CO,81321
2070,5446,9705337744,Mancos Elementary School,301 Grand Avenue,Mancos,CO,81328
0880,5448,7204236300,Manual High School,1700 East 28th Avenue,Denver,CO,80205
2070,5450,9705339143,Mancos Middle School,100 South Beech,Mancos,CO,81328
2070,5452,9705337746,Mancos High School,355 West Grand Avenue,Mancos,CO,81328
1420,5454,3039829802,Mandalay Middle School,9651 North Pierce St,Westminster,CO,80021
1030,5460,7196852195,Manitou Springs Elementary School,110 Pawnee Avenue,Manitou Springs,CO,80829
1030,5464,7196852127,Manitou Springs Middle School,415 El Monte Place,Manitou Springs,CO,80829
1030,5468,7196852074,Manitou Springs High School,401 El Monte Place,Manitou Springs,CO,80829
1420,5472,3039826340,Manning Options School,13200 West 32nd Place,Lakewood,CO,80401
2535,5498,7194625578,Manzanola Elementary School,200 S Canal St.,Manzanola,CO,81058
2535,5506,7194625528,Manzanola Junior-Senior High School,301 South Catalpa,Manzanola,CO,81058
1420,5524,3039825808,Maple Grove Elementary School,3085 Alkire Street,Golden,CO,80401
0010,5539,3038531100,Mapleton Early Learning Center,602 East 64th Avenue,Denver,CO,80229
0140,5572,3033474550,Hopkins Elementary School,7171 South Pennsylvania Street,Centennial,CO,80122
0140,5574,3033474700,Twain Elementary School,6901 South Franklin Street,Centennial,CO,80122
1010,5576,7193287700,Twain Elementary School,3402 East San Miguel Street,Colorado Springs,CO,80909
1360,5577,9709639550,Marble Charter School,412 West Main Street,Marble,CO,81623
0880,5578,7204245820,Marrama Elementary School,19100 East 40th Avenue,Denver,CO,80249
2740,5579,7198523231,Marsh Elementary School,215 Lyell,Monte Vista,CO,81144
1420,5580,3039825188,Marshdale Elementary School,26663 North Turkey Creek Road,Evergreen,CO,80439
1420,5596,3039821877,Martensen Elementary School,6625 West 45th Place,Wheat Ridge,CO,80033
0990,5602,7193913455,Martin Luther King Jr Elementary School,6910 Defoe Avenue,Colorado Springs,CO,80911
1010,5604,7193286000,King Elementary School,6110 Sapporo Drive,Colorado Springs,CO,80918
0880,5605,7204240420,Martin Luther King Middle College,19535 East 46th Avenue,Denver,CO,80249
0480,5606,7205613800,Creekside Elementary School At Martin Park,3740 Martin Drive,Boulder,CO,80305
0900,5607,3039139419,Sage Canyon Elementary,2420 Autumn Sage Street,Castle Rock,CO,80104
0880,5608,7204241310,Mathematics And Science Leadership Academy,451 South Tejon Street,Denver,CO,80223
1010,5610,7193286100,Martinez Elementary School,6460 Vickers Drive,Colorado Springs,CO,80918
0040,5615,7206857500,Mary E Pennock Elementary School,3707 Estrella Street,Brighton,CO,80601
3120,5620,9703483800,Maplewood Elementary School,1201 21st Avenue,Greeley,CO,80631
1420,5623,3039828523,Longview High School,13301 West 2nd Place,Lakewood,CO,80228
0880,5644,7204245740,Maxwell Elementary School,14390 East Bolling Drive,Denver,CO,80239
2020,5656,9702723266,Maybell Elementary School,72 Haynes Avenue,Maybell,CO,81640
3120,5660,9703481900,Mcauliffe Elementary School,600 51st Avenue,Greeley,CO,80634
0310,5666,7198294517,Mc Clave Elementary School,308 Lincoln Street,Mc Clave,CO,81057
0310,5670,7198294517,Mc Clave Undivided High School,308 Lincoln Street,Mc Clave,CO,81057
0880,5685,7204245660,Mc Glone Elementary School,4500 Crown Boulevard,Denver,CO,80239
1550,5688,9704888335,Mcgraw Elementary School,4800 Hinsdale,Fort Collins,CO,80526
0880,5702,7204245600,Mc Kinley-Thatcher Elementary School,1230 South Grant Street,Denver,CO,80210
1140,5704,7192766010,Mckinley Elementary School,1240 Mc Kinley Street,Canon City,CO,81212
0020,5706,7209725500,Mc Elwain Elementary School,1020 Dawson Drive,Thornton,CO,80229
0880,5716,7204245520,Mc Meen Elementary School,1000 South Holly Street,Denver,CO,80222
0470,5722,7204943940,Mead High School,12750 County Road #7,Longmont,CO,80504
0470,5726,9705354488,Mead Elementary School,520 Welker Ave.,Mead,CO,80542
0470,5730,9705354446,Mead Middle School,620 Welker Ave.,Mead,CO,80542
0910,5742,9703282940,Meadow Mountain Elementary School,750 Eagle Road,Avon,CO,81620
0130,5744,7208868600,Meadow Point Elementary School,17901 East Grand Avenue,Aurora,CO,80015
0900,5745,3033875425,Meadow View Elementary School,3700 Butterfield Crossing,Castle Rock,CO,80109
2710,5750,9708789050,Meeker Elementary School,201 Ute Road,Meeker,CO,81641
3120,5752,9703482000,Meeker Elementary School,2221  28th Avenue,Greeley,CO,80634
2710,5754,9708789060,Barone Middle School,Bob Tucker Drive,Meeker,CO,81641
1420,5758,3039825695,Meiklejohn Elementary,13405 W 83rd Pl,Arvada,CO,80005
2710,5762,9708789070,Meeker High School,550 School Street,Meeker,CO,81641
2660,5777,7193362022,Melvin Hendrickson Development Center,510 Savage Avenue,Lamar,CO,81052
1110,5779,7194958282,Meridian Ranch International School,10480 Rainbow Bridge Drive,Falcon,CO,80831
1860,5802,9705227229,Merino Elementary School,315 Lee,Merino,CO,80741
1860,5806,9705227424,Merino Junior Senior High School,315 Lee,Merino,CO,80741
0020,5814,7209725160,Thornton Middle School,9451 Hoffman Way,Thornton,CO,80229
0020,5816,7209724800,Thornton High School,9351 Washington Street,Thornton,CO,80229
0880,5826,7204240600,Merrill Middle School,1551 South Monroe Street,Denver,CO,80210
2000,5828,9702547202,Mesa Valley Vision Home And Community Program,1401 North 1st St,Grand Junction,CO,81501
0070,5834,3034282891,Mesa Elementary School,9100 Lowell Boulevard,Westminster,CO,80030
2035,5836,9705653858,Mesa Elementary School,703 West 7th Street,Cortez,CO,81321
0480,5838,7205613000,Mesa Elementary School,1575 Lehigh Street,Boulder,CO,80305
2730,5840,7196574030,Mesa Elementary School,770-11th Street,Del Norte,CO,81132
0990,5841,7193913600,Mesa Ridge High School,6070 Mesa Ridge Parkway,Colorado Springs,CO,80911
2000,5842,9702547970,Mesa View Elementary School,2967 B Road,Grand Junction,CO,81503
0900,5843,3033870253,Lone Tree Elementary,9375 Heritage Hills Circle,Lone Tree,CO,80124
0880,5844,7204236900,Contemporary Learning Academy High School,2211 West 27th Avenue,Denver,CO,80211
1130,5850,7194782186,Miami/Yoder Elementary School,420 South Rush Road,Rush,CO,80833
1130,5854,7194782186,Miami-Yoder Senior High School,420 South Rush Road,Rush,CO,80833
1350,5864,9708872104,Middle Park High School,765 North 2nd Street,Granby,CO,80446
1130,5870,7194782186,Miami-Yoder Junior High School,420 South Rush Road,Rush,CO,80833
1010,5878,7193284500,Midland Elementary School,2110 West Broadway Street,Colorado Springs,CO,80904
0030,5880,3032869472,Mildred L Sanville Preschool,5941 East 64th Avenue,Commerce City,CO,80022
1520,5888,9702471418,Miller Middle School,2608 Junction Street,Durango,CO,81301
1420,5892,3039827200,Miller Special Education,200 Kipling Street,Lakewood,CO,80226
3110,5896,9705874667,Milliken Elementary School,100 Broad Street,Milliken,CO,80543
3110,5902,9705874341,Milliken Middle School,66 Irene Avenue,Milliken,CO,80543
2690,5916,7195497580,Minnequa Elementary School,1708 East Orman Avenue,Pueblo,CO,81004
0910,5930,9703282920,Minturn Middle School,1951 South Highway 24,Minturn,CO,81645
0130,5934,7208868000,Mission Viejo Elementary School,3855 South Alicia Parkway,Aurora,CO,80013
1420,5944,3039825874,Mitchell Elementary School,200 Rubey Drive,Golden,CO,80403
1010,5948,7193286600,Mitchell High School,1205 Potter Drive,Colorado Springs,CO,80909
2800,5954,7192564710,Moffat Elementary School,501 Garfield Avenue,Moffat,CO,81143
2800,5956,7192564710,Moffat Middle School,501 Garfield Avenue,Moffat,CO,81143
2800,5958,7192564710,Moffat Senior High School,501 Garfield Avenue,Moffat,CO,81143
2020,5962,9708247036,Moffat County High School,900 Finley Lane,Craig,CO,81625
1420,5972,3039826230,Molholm Elementary School,6000 West 9th Avenue,Lakewood,CO,80214
0030,5982,3032870307,Monaco Elementary School,7631 Monaco Boulevard,Commerce City,CO,80022
3120,5985,9703482100,Monfort Elementary School,2101  47th Avenue,Greeley,CO,80634
1010,5988,7193287400,Monroe Elementary School,15 South Chelton Road,Colorado Springs,CO,80910
1560,5992,9706136500,Monroe Elementary School,1500 Monroe Avenue,Loveland,CO,80538
1420,5994,3039722627,Montessori Peaks Charter Academy,9904 West Capri Avenue,Littleton,CO,80123
0880,5995,7204235700,Montbello High School,5000 Crown Boulevard,Denver,CO,80239
0900,5997,3033875626,D C S Montessori Charter School,311 East Castle Pines Parkway,Castle Rock,CO,80108
0880,5998,7204245070,Oakland Elementary School,4580 Dearborn Street,Denver,CO,80239
0480,5999,7205614200,Monarch High School,329 Campus Drive,Louisville,CO,80027
0480,6000,7205614000,Monarch K-8 School,263 Campus Drive,Louisville,CO,80027
0880,6002,7204245380,Montclair Elementary School,1151 Newport Street,Denver,CO,80220
0980,6018,7195792179,Monterey Elementary School,2311 Monterey Road,Colorado Springs,CO,80910
2035,6026,9705653722,Montezuma-Cortez High School,206 West 7th Street,Cortez,CO,81321
2740,6030,7198522212,Byron Syring Delta Center,345 Prospect,Monte Vista,CO,81144
2740,6036,7198524041,Bill Metz Elementary School,545 Second,Monte Vista,CO,81144
2740,6044,7198525984,Monte Vista Middle School,3720 Sherman Avenue,Monte Vista,CO,81144
2740,6046,7198523586,Monte Vista Senior High School,349 Prospect,Monte Vista,CO,81144
2180,6054,9702492581,Columbine Middle School,600 South 12th Street,Montrose,CO,81401
2000,6055,9702545100,Career Center Preschool,2935 North Avenue,Grand Junction,CO,81504
2180,6058,9702496636,Montrose High School,600 South Selig Avenue,Montrose,CO,81401
0020,6060,7209726300,Mountain Range High School,12500 Huron Street,Westminster,CO,80234
0180,6068,3033648549,Montview Math & Health Sciences Elementary School,2055 Moline St,Aurora,CO,80010
2000,6070,9702546600,Fruita Monument High School,1815 Wildcat Ave,Fruita,CO,81521
0880,6088,7204245300,Moore K-8 School,846 Corona Street,Denver,CO,80218
1420,6090,3039820400,Moore Middle School,8455 West 88th Avenue,Arvada,CO,80005
0880,6098,7204240700,Morey Middle School,840 East 14th Avenue,Denver,CO,80218
2690,6132,7195497585,Morton Elementary School,1900 West 31st Street,Pueblo,CO,81003
1420,6133,3039820022,Mortensen Elementary School,8006 South Iris,Littleton,CO,80128
9030,6134,9709459463,Yampah Mountain School,695 Red Mountain Drive,Glenwood Springs,CO,81601
1420,6135,3039827900,Mount Carbon Elementary School,12776 West Cross Avenue,Littleton,CO,80127
9030,6136,9709459546,Mountain Boces Day Treatment Center,695 Red Mountain Drive,Glenwood Springs,CO,81601
1000,6138,7193821430,Mountainside Elementary School,5506 Harr Avenue,Fort Carson,CO,80902
1420,6139,0,Mountain Phoenix Community School,11398 Ranch Elsie Road,Golden,CO,80403
1040,6140,7192343200,Mountain Ridge Middle School,9150 Lexington Drive,Colorado Springs,CO,80920
2790,6142,7196552578,Mountain Valley Elementary School,403 Pitkin Avenue,Saguache,CO,81149
2790,6144,7196552578,Mountain Valley Middle School,403 Pitkin Avenue,Saguache,CO,81149
2790,6146,7196552578,Mountain Valley Senior High School,403 Pitkin Avenue,Saguache,CO,81149
0020,6150,7209725520,Mountain View Elementary School,12401 Perry Street,Broomfield,CO,80020
0900,6152,3033878675,Mountain View Elementary School,8502 East Pinery Parkway,Parker,CO,80134
0470,6156,7206528261,Mountain View Elementary School,1415  14th Street,Longmont,CO,80501
1040,6158,7192344800,Mountain View Elementary School,10095 Lexington Drive,Colorado Springs,CO,80920
0180,6160,3037502836,Mrachek Middle School,1955 South Telluride St,Aurora,CO,80013
0980,6162,7195793400,Mountain Vista Community School,2550 Dorset Drive,Colorado Springs,CO,80910
1560,6163,9706137800,Mountain View High School,3500 Mountain Lion Drive,Loveland,CO,80537
0900,6164,3033871800,Mountain Ridge Middle School,10590 Monte Vista Way,Highlands Ranch,CO,80126
0900,6165,3033871500,Mountain Vista High School,10585 Mountain Vista Ridge,Highlands Ranch,CO,80126
2000,6166,9702544720,Mount Garfield Middle School,3475 Front Street,Clifton,CO,81520
0880,6188,7204245230,Munroe Elementary School,3440 West Virginia Avenue,Denver,CO,80219
0180,6189,3033660579,Murphy Creek K-8 School,1400 S Old Tom Morris Road,Aurora,CO,80018
1560,6194,9706136600,Namaqua Elementary School,209 North County Road 19e,Loveland,CO,80537
0480,6195,7205618700,New Vista High School,700 20th Street,Boulder,CO,80302
2190,6196,9708652204,Naturita Elementary School,141 West Main Street,Naturita,CO,81422
0480,6208,7205614800,Nederland Elementary School,#1 Sundown Trail,Nederland,CO,80466
0480,6212,7205614900,Nederland Middle-Senior High School,597 Eldora Road,Nederland,CO,80466
0180,6219,3033209854,New America School,9125 E Seventh Place Building 905,Denver,CO,80230
1560,6220,9705935827,New Vision Charter School,2366 E 1st Street,Loveland,CO,80538
1520,6222,9702474791,Needham Elementary School,2425 West Third Avenue,Durango,CO,81301
0480,6224,7205615536,Nevin Platt Middle School,6096 Baseline Road,Boulder,CO,80303
1420,6237,3038943171,New America School,1005 Wadsworth Blvd,Lakewood,CO,80214
0910,6238,3038943162,New America Charter School,500 Red Table Drive,Gypsum,CO,81637
0980,6244,7195792600,New Horizons Day School,2883 South Circle Drive,Colorado Springs,CO,80906
0880,6254,7204245150,Newlon Elementary School,361 Vrain Street,Denver,CO,80219
2000,6264,9702545900,Nisley Elementary School,543 28-3/4 Road,Grand Junction,CO,81501
0470,6274,3036522828,Niwot Elementary School,8778 Morton Road,Niwot,CO,80503
0470,6276,3036522550,Niwot High School,8989 E. Niwot Road,Niwot,CO,80503
1420,6286,3039824766,Normandy Elementary School,6750 South Kendall Boulevard,Littleton,CO,80128
0140,6292,3033476980,Village At North,1907 West Powers Avenue,Littleton,CO,80120
0040,6294,3036552500,North Elementary School,89 North 6th Avenue,Brighton,CO,80601
0870,6298,9708725910,North Fork Montessori School,397 Bulldog St,Hotchkiss,CO,81419
1010,6306,7193282400,North Middle School,612 East Yampa Street,Colorado Springs,CO,80903
0180,6310,3033647411,North Middle School Health Sciences And Technology Campus,12095 Montview Blvd,Aurora,CO,80010
0880,6314,3034232700,North High School,2960 North Speer Boulevard,Denver,CO,80211
0010,6315,3038531760,North Valley School For Young Adults,8990 York Street,Thornton,CO,80229
1420,6330,3039820528,North Arvada Middle School,7285 Pierce Street,Arvada,CO,80003
1000,6338,7193821460,Patriot Elementary School,7010 Harr Avenue,Fort Carson,CO,80902
0020,6342,7209725040,Shadow Ridge Middle School,12551 Holly Street,Thornton,CO,80602
0470,6344,3037727900,Heritage Middle School,233 E. Mountain View,Longmont,CO,80501
0880,6350,7204241080,Bruce Randolph School,3955 Steele Street,Denver,CO,80205
2700,6354,7199483303,North Mesa Elementary School,28881 Gale Road,Pueblo,CO,81006
0020,6355,7209725540,North Mor Elementary School,9580 Damon Drive,Northglenn,CO,80221
1410,6358,9707233300,North Park Junior-Senior High School,910 4th Street,Walden,CO,80480
0990,6362,7193913375,North Elementary School,209 Leta Drive,Colorado Springs,CO,80911
2770,6363,9708716062,North Routt Charter School, 54200 Rcr 62,Clark,CO,80428
3120,6364,9703485200,Northridge High School,100 71st Avenue,Greeley,CO,80634
0900,6365,7205608238,Skyview Academy,6161 Business Center Drive,Highlands Ranch,CO,80124
2180,6366,9702492554,Northside Elementary School,528 North Uncompahgre,Montrose,CO,81401
0020,6376,7209725560,North Star Elementary School,8740 North Star Drive,Denver,CO,80221
0880,6394,3033078837,Northeast Academy Charter School,4895 Peoria Street,Denver,CO,80239
0040,6395,3036552550,Northeast Elementary School,1605 Longspeak,Brighton,CO,80601
0900,6396,3033878600,Northeast Elementary School,6598 North State Highway 83,Parker,CO,80134
0880,6397,7204244370,Academia Ana Marie Sandoval,3655 Wyandot Street,Denver,CO,80211
0020,6398,7209725080,Northglenn Middle School,1123 Muriel Drive,Northglenn,CO,80233
0020,6402,7209724600,Northglenn High School,601 West 100th Place,Northglenn,CO,80221
0470,6404,3037723040,Northridge Elementary School,1200  19th Avenue,Longmont,CO,80501
0900,6406,3033876525,Northridge Elementary School,555 South Park Road,Highlands Ranch,CO,80126
2840,6418,9703274336,Norwood Elementary School,1225 West Summit Street,Norwood,CO,81423
2840,6422,9703274336,Norwood High School,1225 West Summit Street,Norwood,CO,81423
2190,6436,9708647350,Nucla Junior/Senior High School,225 West 4th Street,Nucla,CO,81424
0980,6460,7195792175,Oak Creek Elementary School,3333 Oak Creek Drive West,Colorado Springs,CO,80906
2180,6466,9702496867,Oak Grove Elementary School,62100 Oak Grove Road,Montrose,CO,81401
1420,6470,3039822020,Oberon Junior High School,7300 Quail Street,Arvada,CO,80005
1420,6474,3039828383,O'connell Middle School,1275 South Teller Street,Lakewood,CO,80232
1550,6476,9704884450,O'dea Elementary School,312 Princeton Road,Fort Collins,CO,80525
0880,6479,3033163944,Odyssey Charter Elementary School,6550 East 21st Avenue,Denver,CO,80207
1550,6482,9704888410,Olander Elementary School,3401 Auntie Stone Street,Fort Collins,CO,80526
1110,6483,7195961280,Odyssey Elementary School,6275 Bridlespur Ave,Colorado Springs,CO,80922
2180,6486,9702527940,Olathe Elementary School,326 North 3rd Street,Olathe,CO,81425
2180,6490,9702527950,Olathe Middle School,326 Highway 50,Olathe,CO,81425
2180,6494,9702527950,Olathe High School,410 Highway 50,Olathe,CO,81425
0470,6498,7204943961,Olde Columbine High School,1200 South Sunset,Longmont,CO,80501
0470,6499,3036785662,Adult Education/Lincoln Center,820 Main St.,Longmont,CO,80501
2690,6504,7195497555,Olga A Hellbeck Elementary School,3000 Lakeview,Pueblo,CO,81005
0880,6508,3033719570,Omar D Blair Charter School,4905 Cathay Street,Denver,CO,80249
0880,6509,7204248281,Online High School,900 Grant Street,Denver,CO,80203
2740,6520,7198522212,Monte Vista On-Line Academy,345 East Prospect,Monte Vista,CO,81144
0030,6534,3038535800,Hanson Prek-8 School,7133 East 73rd Avenue,Commerce City,CO,80022
1420,6539,3039827045,Jefferson County Open Elementary School,7655 West 10th Avenue,Lakewood,CO,80215
1420,6541,3039827045,Jefferson County Open Secondary,7655 West 10th Avenue,Lakewood,CO,80215
0180,6546,3033400666,Options School,11351 E. Montview Blvd,Aurora,CO,80010
2000,6554,9702547560,Orchard Avenue Elementary School,1800 Orchard Ave,Grand Junction,CO,81501
2000,6562,9702546320,Orchard Mesa Middle School,2736 C Road,Grand Junction,CO,81503
0980,6578,7195792110,Otero Elementary School,1650 Charmwood Drive,Colorado Springs,CO,80906
3050,6582,9702463366,Otis Elementary School,518 Dungan Street,Otis,CO,80743
3050,6586,9702463486,Otis Junior-Senior High School,301 Work Street,Otis,CO,80743
2580,6596,9703254505,Ouray Elementary School,400 7th Avenue,Ouray,CO,81427
2580,6598,9703254505,Ouray Middle School,400 7th Avenue,Ouray,CO,81427
2580,6600,9703254505,Ouray Senior High School,400 7th Avenue,Ouray,CO,81427
0130,6625,7207473700,Overland High School,12400 East Jewell Avenue,Aurora,CO,80012
0040,6638,3036554000,Overland Trail Middle School,455 North 19th Avenue,Brighton,CO,80601
0480,6642,7205615580,Horizons K-8 School,4545 Sioux Drive,Boulder,CO,80303
0220,6652,9702642229,Pagosa Springs Elementary School,141 South 10th Street,Pagosa Springs,CO,81147
0220,6657,9702642794,Pagosa Springs Middle School,309 Lewis Street,Pagosa Springs,CO,81147
0220,6658,9702642231,Pagosa Springs High School,800 South 8th Street,Pagosa Springs,CO,81147
2000,6666,9702544800,Palisade High School,3679 G Road,Palisade,CO,81526
0880,6676,7204245000,Palmer Elementary School,995 Grape Street,Denver,CO,80220
1080,6678,0,Palmer Ridge High School,19255 Monument Hill Road,Monument,CO,80132
1010,6680,7193285000,Palmer High School,301 North Nevada Avenue,Colorado Springs,CO,80903
1080,6682,7194884760,Palmer Lake Elementary School,115 Upper Glenway,Palmer Lake,CO,80133
0980,6686,7195793220,Panorama Middle School,2145 South Chelton,Colorado Springs,CO,80916
0870,6700,9705273639,Paonia Elementary School,430 Box Elder,Paonia,CO,81428
1070,6701,7193821260,Prairie Heights Elementary School,7930 Indian Village Heights,Pueblo,CO,81008
0040,6702,7206855500,Otho E Stuart Middle School,15955 East 101st Way,Commerce City,CO,80022
0870,6708,9705274882,Paonia High School,846 Grand Avenue,Paonia,CO,81428
2190,6718,9708597236,Paradox Valley Charter School,21501 6 Mile Road,Paradox,CO,81429
0180,6728,3033411702,Paris Elementary School,1635 Paris St,Aurora,CO,80010
1520,6738,9702473718,Park Elementary School,623 East 5th Street,Durango,CO,81301
3100,6750,9706868300,Mountain View Elementary School,810 Third Street,Windsor,CO,80550
1140,6752,7192751980,Mount View Core Knowledge Charter School,809 Field Avenue,Canon City,CO,81212
0880,6754,7204244910,Park Hill School,5050 East 19th Avenue,Denver,CO,80220
0180,6758,3033438313,Park Lane Elementary School,13001 East 30th Ave,Aurora,CO,80011
2690,6770,7195497590,Park View Elementary School,1327 East 9th Street,Pueblo,CO,81001
0900,6772,3033874300,Sagewood Middle School,4725 Fox Sparrow Road,Parker,CO,80134
0900,6773,3033873800,Sierra Middle School,6651 Pine Lane Avenue,Parker,CO,80138
3120,6774,9703481800,Martinez Elementary School,341  14th Avenue,Greeley,CO,80631
0880,6784,7204240800,Noel Middle School,5290 Kittridge Street,Denver,CO,80239
2660,6794,7193367413,Parkview Elementary School,1105 Parkview,Lamar,CO,81052
1420,6804,3039828014,Parmalee Elementary School,4460 S Parmalee Gulch,Indian Hills,CO,80454
1420,6806,3039829890,Parr Elementary School,5800 West 84th Avenue,Arvada,CO,80003
2180,6807,9702491472,Passage Charter School,703 South 9th Street,Montrose,CO,81401
1420,6808,3039828470,Patterson Elementary School,1263 South Dudley Street,Lakewood,CO,80232
1110,6810,7194955505,Patriot Learning Center,11990 Swingline Road,Falcon,CO,80831
3148,6812,9708952222,Pawnee Junior-Senior High School,19 Chatoga,Grover,CO,80729
0140,6814,3033474625,Peabody Elementary School,3128 East Maplewood Avenue,Centennial,CO,80121
0480,6816,3034534600,Peak To Peak Charter School,800 Merlin Drive,Lafayette,CO,80026
0130,6820,7208863100,Peakview Elementary School,19451 East Progress Circle,Centennial,CO,80015
1420,6828,3039820590,Peck Elementary School,6495 Carr Street,Arvada,CO,80004
0020,6830,7209725120,Niver Creek Middle School,9450 Pecos Street,Denver,CO,80221
1870,6834,9703342361,Peetz Elementary School,311 Coleman,Peetz,CO,80747
1870,6838,9703342361,Peetz Junior-Senior High School,311 Coleman,Peetz,CO,80747
1420,6844,3039824800,Peiffer Elementary School,4997 South Miller Way,Littleton,CO,80127
1420,6848,3039822083,Pennington Elementary School,4645 Independence Street,Wheat Ridge,CO,80033
1010,6856,7193287500,Penrose Elementary School,4285 South Nonchalant Circle,Colorado Springs,CO,80917
1150,6858,7193726777,Penrose Elementary School,100 Illinois,Penrose,CO,81240
0180,6869,3033400770,Peoria Elementary School,875 Peoria St,Aurora,CO,80011
1060,6898,7197490170,Peyton Elementary School,13550 Bradshaw Road,Peyton,CO,80831
1060,6902,7197492244,Peyton Junior/Senior High School,13885 Bradshaw Road,Peyton,CO,80831
8001,6913,3034503985,The Pinnacle Charter School Middle,1001 W 84th Street,Federal Heights,CO,80206
8001,6914,3034503985,The Pinnacle Charter School High,1001 W 84th Street,Federal Heights,CO,80206
1110,6935,7196839544,Pikes Peak School Expeditionary Learning,11925 Antlers Ridge Road,Falcon,CO,80831
